"","id","province","RA1c","RA1d","RA1e","RA1f","A2","A3","A4a","C5a","C6a_a","B3a","B4a","D3a","F1a2_1","F1a2_2","F1a2_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","race","party","incomPer","incomFam","socialLevel","occ","occR","trust_gover","trust_goverR","trust_quxian","trust_xiangzhen"
"6981",6981,"山西省",1,1958,3,2,1,4,1,17000,17000,NA,NA,5,4,3,2,2017,4,1,0,59,3,1,1,2,1,0,17000,17000,5,NA,NA,4,1,1,0
"6982",6982,"山西省",1,1961,3,2,1,4,3,4500,26000,2,11,4,3,3,3,2017,4,1,0,56,3,1,0,2,1,0,4500,26000,4,11,0,3,1,1,1
"6983",6983,"山西省",1,1962,2,2,1,4,1,40000,43000,2,11,5,2,2,2,2017,4,1,0,55,3,1,1,1,1,0,40000,43000,5,11,0,2,0,0,0
"6984",6984,"山西省",1,1958,3,2,1,4,1,4500,5000,4,NA,4,2,2,2,2017,4,1,0,59,3,1,1,2,1,0,4500,5000,4,NA,0,2,0,0,0
"6985",6985,"山西省",1,1962,4,2,1,4,1,20000,38000,2,4,4,4,8,8,2017,4,1,0,55,3,1,1,3,1,0,20000,38000,4,4,1,4,1,NA,NA
"6986",6986,"山西省",1,1958,4,2,1,1,1,30000,110000,2,5,3,4,3,2,2017,4,1,0,59,3,1,1,3,1,1,30000,110000,3,5,0,4,1,1,0
"6987",6987,"山西省",1,1962,2,3,1,4,1,27000,27000,3,11,3,4,3,4,2017,4,1,0,55,3,1,1,1,1,0,27000,27000,3,11,0,4,1,1,1
"6988",6988,"山西省",1,1958,4,2,1,1,1,16000,1e+05,2,9,4,4,4,4,2017,4,1,0,59,3,1,1,3,1,1,16000,1e+05,4,9,0,4,1,1,1
"6989",6989,"山西省",1,1958,3,2,6,4,1,7800,26160,4,NA,5,4,3,3,2017,4,1,0,59,3,1,1,2,0,0,7800,26160,5,NA,0,4,1,1,1
"6990",6990,"山西省",1,1962,2,3,1,4,2,4000,28000,4,NA,5,4,3,3,2017,4,1,0,55,3,1,0,1,1,0,4000,28000,5,NA,0,4,1,1,1
"6991",6991,"内蒙古自治区",1,1960,3,2,1,4,1,30000,45000,3,7,5,4,3,2,2017,4,1,0,57,3,1,1,2,1,0,30000,45000,5,7,0,4,1,1,0
"6992",6992,"内蒙古自治区",1,1962,3,2,1,1,1,5000,30000,4,NA,5,4,2,1,2017,4,1,0,55,3,1,1,2,1,1,5000,30000,5,NA,0,4,1,0,0
"6993",6993,"内蒙古自治区",1,1959,2,2,1,4,1,23500,50000,2,3,5,4,3,2,2017,4,1,0,58,3,1,1,1,1,0,23500,50000,5,3,1,4,1,1,0
"6994",6994,"内蒙古自治区",1,1959,3,2,1,4,1,21000,70000,2,5,3,4,4,4,2017,4,1,0,58,3,1,1,2,1,0,21000,70000,3,5,0,4,1,1,1
"6995",6995,"内蒙古自治区",1,1960,2,1,1,4,1,6200,56200,NA,NA,5,4,2,2,2017,4,1,0,57,3,0,1,1,1,0,6200,56200,5,NA,NA,4,1,0,0
"6996",6996,"内蒙古自治区",1,1959,3,2,1,1,1,9000,12000,1,3,4,4,3,3,2017,4,1,0,58,3,1,1,2,1,1,9000,12000,4,3,1,4,1,1,1
"6997",6997,"内蒙古自治区",1,1961,2,2,1,4,1,NA,2000,4,NA,5,4,4,4,2017,4,1,0,56,3,1,1,1,1,0,NA,2000,5,NA,0,4,1,1,1
"6998",6998,"内蒙古自治区",1,1961,3,2,1,4,1,12300,44000,3,5,5,4,4,4,2017,4,1,0,56,3,1,1,2,1,0,12300,44000,5,5,0,4,1,1,1
"6999",6999,"内蒙古自治区",1,1958,2,2,1,4,1,4000,40000,4,NA,5,4,4,3,2017,4,1,0,59,3,1,1,1,1,0,4000,40000,5,NA,0,4,1,1,1
"7000",7000,"内蒙古自治区",1,1961,3,2,1,4,1,7000,40000,4,NA,5,4,2,1,2017,4,1,0,56,3,1,1,2,1,0,7000,40000,5,NA,0,4,1,0,0
"7001",7001,"内蒙古自治区",1,1962,1,2,4,4,1,5000,43000,4,NA,5,4,1,1,2017,4,1,0,55,3,1,1,0,0,0,5000,43000,5,NA,0,4,1,0,0
"7002",7002,"内蒙古自治区",1,1962,2,2,4,4,1,9000,10000,4,NA,5,4,4,2,2017,4,1,0,55,3,1,1,1,0,0,9000,10000,5,NA,0,4,1,1,0
"7003",7003,"内蒙古自治区",1,1962,3,2,1,4,1,3000,3000,4,NA,5,4,2,1,2017,4,1,0,55,3,1,1,2,1,0,3000,3000,5,NA,0,4,1,0,0
"7004",7004,"内蒙古自治区",1,1959,3,5,1,4,1,7000,20000,4,NA,5,4,1,1,2017,4,1,0,58,3,0,1,2,1,0,7000,20000,5,NA,0,4,1,0,0
"7005",7005,"内蒙古自治区",1,1958,3,2,1,4,1,40000,40000,2,7,3,4,2,2,2017,4,1,0,59,3,1,1,2,1,0,40000,40000,3,7,0,4,1,0,0
"7006",7006,"内蒙古自治区",1,1958,3,2,1,4,1,2900,2900,4,NA,5,4,3,3,2017,4,1,0,59,3,1,1,2,1,0,2900,2900,5,NA,0,4,1,1,1
"7007",7007,"内蒙古自治区",1,1958,4,1,1,4,1,20000,20000,3,5,3,4,3,3,2017,4,1,0,59,3,0,1,3,1,0,20000,20000,3,5,0,4,1,1,1
"7008",7008,"内蒙古自治区",1,1960,3,2,1,4,2,300,40000,4,NA,5,4,4,4,2017,4,1,0,57,3,1,0,2,1,0,300,40000,5,NA,0,4,1,1,1
"7009",7009,"内蒙古自治区",1,1959,3,2,1,4,3,28800,57600,NA,NA,4,4,4,4,2017,4,1,0,58,3,1,0,2,1,0,28800,57600,4,NA,NA,4,1,1,1
"7010",7010,"内蒙古自治区",1,1962,2,2,1,4,1,10000,1e+05,1,11,4,3,3,3,2017,4,1,0,55,3,1,1,1,1,0,10000,1e+05,4,11,0,3,1,1,1
"7011",7011,"内蒙古自治区",1,1958,3,1,1,4,1,5500,5000,4,NA,5,4,4,4,2017,4,1,0,59,3,0,1,2,1,0,5500,5000,5,NA,0,4,1,1,1
"7012",7012,"内蒙古自治区",1,1958,4,2,1,1,1,33000,150000,1,5,3,3,3,3,2017,4,1,0,59,3,1,1,3,1,1,33000,150000,3,5,0,3,1,1,1
"7013",7013,"内蒙古自治区",1,1960,5,2,1,4,2,48000,48000,1,3,3,4,2,2,2017,4,1,0,57,3,1,0,3,1,0,48000,48000,3,3,1,4,1,0,0
"7014",7014,"内蒙古自治区",1,1958,2,2,1,4,1,4000,15000,4,NA,5,4,4,3,2017,4,1,0,59,3,1,1,1,1,0,4000,15000,5,NA,0,4,1,1,1
"7015",7015,"辽宁省",1,1960,2,2,1,1,1,6000,50000,4,NA,5,4,4,4,2017,4,1,0,57,3,1,1,1,1,1,6000,50000,5,NA,0,4,1,1,1
"7016",7016,"辽宁省",1,1962,7,2,1,4,1,50000,120000,2,3,4,3,3,3,2017,4,1,0,55,3,1,1,4,1,0,50000,120000,4,3,1,3,1,1,1
"7017",7017,"辽宁省",1,1960,3,2,1,4,1,0,30000,NA,NA,5,4,1,1,2017,4,1,0,57,3,1,1,2,1,0,0,30000,5,NA,NA,4,1,0,0
"7018",7018,"辽宁省",1,1962,2,2,1,4,1,24000,24000,4,NA,3,4,4,4,2017,4,1,0,55,3,1,1,1,1,0,24000,24000,3,NA,0,4,1,1,1
"7019",7019,"辽宁省",1,1961,4,2,1,4,1,25000,63000,4,NA,3,4,1,1,2017,4,1,0,56,3,1,1,3,1,0,25000,63000,3,NA,0,4,1,0,0
"7020",7020,"辽宁省",1,1959,2,2,1,4,3,34000,35000,2,2,4,3,3,3,2017,4,1,0,58,3,1,0,1,1,0,34000,35000,4,2,1,3,1,1,1
"7021",7021,"辽宁省",1,1962,3,2,1,4,1,50000,110000,1,4,4,4,4,4,2017,4,1,0,55,3,1,1,2,1,0,50000,110000,4,4,1,4,1,1,1
"7022",7022,"辽宁省",1,1961,4,2,1,4,1,10000,150000,3,11,5,3,3,2,2017,4,1,0,56,3,1,1,3,1,0,10000,150000,5,11,0,3,1,1,0
"7023",7023,"辽宁省",1,1958,3,1,1,4,1,4000,20000,1,11,5,4,4,4,2017,4,1,0,59,3,0,1,2,1,0,4000,20000,5,11,0,4,1,1,1
"7024",7024,"辽宁省",1,1962,3,2,1,4,1,500,NA,NA,NA,5,3,8,8,2017,4,1,0,55,3,1,1,2,1,0,500,NA,5,NA,NA,3,1,NA,NA
"7025",7025,"辽宁省",1,1961,4,2,1,4,1,20000,20000,3,11,5,8,8,8,2017,4,1,0,56,3,1,1,3,1,0,20000,20000,5,11,0,8,NA,NA,NA
"7026",7026,"辽宁省",1,1960,4,2,1,4,1,50000,46000,4,NA,3,4,3,2,2017,4,1,0,57,3,1,1,3,1,0,50000,46000,3,NA,0,4,1,1,0
"7027",7027,"辽宁省",1,1960,3,2,1,4,2,20000,20000,1,5,3,4,4,4,2017,4,1,0,57,3,1,0,2,1,0,20000,20000,3,5,0,4,1,1,1
"7028",7028,"辽宁省",1,1958,4,2,1,1,1,15000,10000,NA,NA,4,4,4,4,2017,4,1,0,59,3,1,1,3,1,1,15000,10000,4,NA,NA,4,1,1,1
"7029",7029,"辽宁省",1,1962,3,2,1,1,1,2500,6000,4,NA,5,3,3,3,2017,4,1,0,55,3,1,1,2,1,1,2500,6000,5,NA,0,3,1,1,1
"7030",7030,"辽宁省",1,1960,1,2,8,4,1,6000,NA,4,NA,3,3,3,3,2017,4,1,0,57,3,1,1,0,0,0,6000,NA,3,NA,0,3,1,1,1
"7031",7031,"辽宁省",1,1961,3,2,1,4,1,20000,1e+05,1,10,5,4,2,2,2017,4,1,0,56,3,1,1,2,1,0,20000,1e+05,5,10,0,4,1,0,0
"7032",7032,"辽宁省",1,1961,3,2,1,2,1,4500,9000,4,NA,5,3,3,NA,2017,4,1,0,56,3,1,1,2,1,0,4500,9000,5,NA,0,3,1,1,NA
"7033",7033,"吉林省",1,1961,4,2,1,4,1,17400,44400,2,9,4,4,2,2,2017,4,1,0,56,3,1,1,3,1,0,17400,44400,4,9,0,4,1,0,0
"7034",7034,"吉林省",1,1962,4,2,1,4,1,8000,8000,2,11,4,4,2,3,2017,4,1,0,55,3,1,1,3,1,0,8000,8000,4,11,0,4,1,0,1
"7035",7035,"吉林省",1,1961,2,2,4,4,1,13700,25000,4,NA,5,4,4,4,2017,4,1,0,56,3,1,1,1,0,0,13700,25000,5,NA,0,4,1,1,1
"7036",7036,"吉林省",1,1962,2,2,4,4,1,10000,20000,3,5,4,4,4,4,2017,4,1,0,55,3,1,1,1,0,0,10000,20000,4,5,0,4,1,1,1
"7037",7037,"吉林省",1,1962,4,3,1,4,1,20000,98000,2,11,5,4,3,8,2017,4,1,0,55,3,1,1,3,1,0,20000,98000,5,11,0,4,1,1,NA
"7038",7038,"吉林省",1,1958,3,3,1,4,1,50000,50000,2,9,4,4,4,4,2017,4,1,0,59,3,1,1,2,1,0,50000,50000,4,9,0,4,1,1,1
"7039",7039,"黑龙江省",1,1959,3,2,1,4,1,72000,1e+05,1,7,4,3,3,3,2017,4,1,0,58,3,1,1,2,1,0,72000,1e+05,4,7,0,3,1,1,1
"7040",7040,"黑龙江省",1,1960,4,5,1,4,1,15460,1e+05,3,9,2,3,3,2,2017,4,1,0,57,3,0,1,3,1,0,15460,1e+05,2,9,0,3,1,1,0
"7041",7041,"黑龙江省",1,1960,3,2,1,1,1,27600,665992,1,9,3,4,4,4,2017,4,1,0,57,3,1,1,2,1,1,27600,665992,3,9,0,4,1,1,1
"7042",7042,"黑龙江省",1,1958,3,2,1,4,1,20000,20000,4,NA,4,4,4,3,2017,4,1,0,59,3,1,1,2,1,0,20000,20000,4,NA,0,4,1,1,1
"7043",7043,"黑龙江省",1,1961,3,2,1,4,1,0,5000,NA,NA,5,4,4,3,2017,4,1,0,56,3,1,1,2,1,0,0,5000,5,NA,NA,4,1,1,1
"7044",7044,"黑龙江省",1,1958,3,5,1,4,1,30000,30000,1,7,5,4,4,4,2017,4,1,0,59,3,0,1,2,1,0,30000,30000,5,7,0,4,1,1,1
"7045",7045,"黑龙江省",1,1958,3,2,1,4,1,1200,5000,4,NA,5,4,3,3,2017,4,1,0,59,3,1,1,2,1,0,1200,5000,5,NA,0,4,1,1,1
"7046",7046,"黑龙江省",1,1959,4,2,1,4,1,5000,6500,4,NA,5,4,3,3,2017,4,1,0,58,3,1,1,3,1,0,5000,6500,5,NA,0,4,1,1,1
"7047",7047,"黑龙江省",1,1960,2,2,1,4,1,14000,44400,3,5,5,4,3,3,2017,4,1,0,57,3,1,1,1,1,0,14000,44400,5,5,0,4,1,1,1
"7048",7048,"黑龙江省",1,1958,4,2,1,4,1,10000,10000,4,NA,4,4,4,4,2017,4,1,0,59,3,1,1,3,1,0,10000,10000,4,NA,0,4,1,1,1
"7049",7049,"黑龙江省",1,1961,3,2,1,4,1,35000,30000,4,NA,3,4,3,2,2017,4,1,0,56,3,1,1,2,1,0,35000,30000,3,NA,0,4,1,1,0
"7050",7050,"黑龙江省",1,1962,3,2,1,1,1,40000,NA,3,11,3,4,4,4,2017,4,1,0,55,3,1,1,2,1,1,40000,NA,3,11,0,4,1,1,1
"7051",7051,"江苏省",1,1960,2,2,1,4,1,1270,1250,NA,NA,5,4,4,4,2017,4,1,0,57,3,1,1,1,1,0,1270,1250,5,NA,NA,4,1,1,1
"7052",7052,"江苏省",1,1961,4,2,1,4,1,40000,40000,4,NA,4,4,4,4,2017,4,1,0,56,3,1,1,3,1,0,40000,40000,4,NA,0,4,1,1,1
"7053",7053,"江苏省",1,1958,4,2,1,1,1,24000,50000,2,9,4,4,4,4,2017,4,1,0,59,3,1,1,3,1,1,24000,50000,4,9,0,4,1,1,1
"7054",7054,"江苏省",1,1958,2,3,1,4,3,2000,24000,4,NA,5,3,2,1,2017,4,1,0,59,3,1,0,1,1,0,2000,24000,5,NA,0,3,1,0,0
"7055",7055,"江苏省",1,1961,3,2,1,4,1,4800,61000,4,NA,5,4,1,1,2017,4,1,0,56,3,1,1,2,1,0,4800,61000,5,NA,0,4,1,0,0
"7056",7056,"江苏省",1,1961,3,2,1,4,1,1000,5800,4,NA,5,4,4,3,2017,4,1,0,56,3,1,1,2,1,0,1000,5800,5,NA,0,4,1,1,1
"7057",7057,"江苏省",1,1958,3,2,1,1,1,5000,10000,4,NA,5,4,2,2,2017,4,1,0,59,3,1,1,2,1,1,5000,10000,5,NA,0,4,1,0,0
"7058",7058,"江苏省",1,1962,4,2,1,4,1,15000,45000,4,NA,5,4,3,3,2017,4,1,0,55,3,1,1,3,1,0,15000,45000,5,NA,0,4,1,1,1
"7059",7059,"江苏省",1,1962,3,2,1,4,1,10000,12000,4,NA,4,4,3,2,2017,4,1,0,55,3,1,1,2,1,0,10000,12000,4,NA,0,4,1,1,0
"7060",7060,"江苏省",1,1959,2,2,1,4,1,20000,50000,4,NA,3,4,3,8,2017,4,1,0,58,3,1,1,1,1,0,20000,50000,3,NA,0,4,1,1,NA
"7061",7061,"江苏省",1,1962,2,2,1,4,1,1500,11400,4,NA,3,4,4,2,2017,4,1,0,55,3,1,1,1,1,0,1500,11400,3,NA,0,4,1,1,0
"7062",7062,"江苏省",1,1960,3,4,1,4,1,8000,25000,4,NA,3,2,2,2,2017,4,1,0,57,3,0,1,2,1,0,8000,25000,3,NA,0,2,0,0,0
"7063",7063,"江苏省",1,1962,4,2,1,1,3,6000,36000,1,7,5,1,1,1,2017,4,1,0,55,3,1,0,3,1,1,6000,36000,5,7,0,1,0,0,0
"7064",7064,"江苏省",1,1961,2,3,1,4,1,10000,10000,NA,NA,5,4,4,4,2017,4,1,0,56,3,1,1,1,1,0,10000,10000,5,NA,NA,4,1,1,1
"7065",7065,"江苏省",1,1960,4,2,1,4,1,10000,20000,4,NA,5,4,3,3,2017,4,1,0,57,3,1,1,3,1,0,10000,20000,5,NA,0,4,1,1,1
"7066",7066,"江苏省",1,1961,1,2,1,4,1,10000,10000,4,NA,5,4,4,4,2017,4,1,0,56,3,1,1,0,1,0,10000,10000,5,NA,0,4,1,1,1
"7067",7067,"江苏省",1,1960,2,2,1,4,1,15000,90000,4,NA,5,4,4,3,2017,4,1,0,57,3,1,1,1,1,0,15000,90000,5,NA,0,4,1,1,1
"7068",7068,"江苏省",1,1958,4,2,1,4,2,28600,54800,NA,NA,5,4,NA,NA,2017,4,1,0,59,3,1,0,3,1,0,28600,54800,5,NA,NA,4,1,NA,NA
"7069",7069,"江苏省",1,1961,3,4,1,4,1,2000,3000,4,NA,5,4,4,4,2017,4,1,0,56,3,0,1,2,1,0,2000,3000,5,NA,0,4,1,1,1
"7070",7070,"江苏省",1,1962,4,2,1,1,2,1e+05,2e+05,1,3,4,2,2,2,2017,4,1,0,55,3,1,0,3,1,1,1e+05,2e+05,4,3,1,2,0,0,0
"7071",7071,"江苏省",1,1959,1,2,1,4,1,50,10000,NA,NA,5,2,2,2,2017,4,1,0,58,3,1,1,0,1,0,50,10000,5,NA,NA,2,0,0,0
"7072",7072,"江苏省",1,1960,4,2,1,2,1,2160,42160,NA,NA,5,3,2,2,2017,4,1,0,57,3,1,1,3,1,0,2160,42160,5,NA,NA,3,1,0,0
"7073",7073,"江苏省",1,1963,3,2,1,4,1,50000,150000,2,5,3,4,4,4,2017,4,1,0,54,3,1,1,2,1,0,50000,150000,3,5,0,4,1,1,1
"7074",7074,"江苏省",1,1962,3,2,1,4,1,70000,40000,2,5,3,3,3,3,2017,4,1,0,55,3,1,1,2,1,0,70000,40000,3,5,0,3,1,1,1
"7075",7075,"江苏省",1,1958,4,2,1,4,1,25000,17000,3,5,4,4,2,2,2017,4,1,0,59,3,1,1,3,1,0,25000,17000,4,5,0,4,1,0,0
"7076",7076,"江苏省",1,1961,3,2,1,4,1,10000,50000,NA,NA,4,3,3,3,2017,4,1,0,56,3,1,1,2,1,0,10000,50000,4,NA,NA,3,1,1,1
"7077",7077,"江苏省",1,1958,3,2,1,4,1,7000,7000,2,11,5,4,1,1,2017,4,1,0,59,3,1,1,2,1,0,7000,7000,5,11,0,4,1,0,0
"7078",7078,"江苏省",1,1961,4,2,1,1,1,20000,50000,NA,NA,3,4,4,3,2017,4,1,0,56,3,1,1,3,1,1,20000,50000,3,NA,NA,4,1,1,1
"7079",7079,"江苏省",1,1961,4,2,1,4,1,5000,NA,NA,NA,5,4,1,1,2017,4,1,0,56,3,1,1,3,1,0,5000,NA,5,NA,NA,4,1,0,0
"7080",7080,"江苏省",1,1959,4,2,1,4,1,16800,17680,1,5,5,1,8,8,2017,4,1,0,58,3,1,1,3,1,0,16800,17680,5,5,0,1,0,NA,NA
"7081",7081,"江苏省",1,1958,4,2,1,1,1,10000,1e+05,4,NA,3,4,3,3,2017,4,1,0,59,3,1,1,3,1,1,10000,1e+05,3,NA,0,4,1,1,1
"7082",7082,"江苏省",1,1958,4,2,1,1,2,50000,50000,NA,NA,4,3,3,3,2017,4,1,0,59,3,1,0,3,1,1,50000,50000,4,NA,NA,3,1,1,1
"7083",7083,"江苏省",1,1961,3,2,6,2,1,55000,30000,4,NA,3,4,4,4,2017,4,1,0,56,3,1,1,2,0,0,55000,30000,3,NA,0,4,1,1,1
"7084",7084,"江苏省",1,1959,3,2,1,4,1,25000,40000,1,7,4,3,3,3,2017,4,1,0,58,3,1,1,2,1,0,25000,40000,4,7,0,3,1,1,1
"7085",7085,"江苏省",1,1959,10,2,1,1,1,6000,82000,4,NA,4,4,3,2,2017,4,1,0,58,3,1,1,NA,1,1,6000,82000,4,NA,0,4,1,1,0
"7086",7086,"江苏省",1,1960,3,2,1,4,1,18000,170000,NA,NA,3,4,3,3,2017,4,1,0,57,3,1,1,2,1,0,18000,170000,3,NA,NA,4,1,1,1
"7087",7087,"江苏省",1,1962,4,2,1,1,1,25000,30000,2,2,4,3,3,3,2017,4,1,0,55,3,1,1,3,1,1,25000,30000,4,2,1,3,1,1,1
"7088",7088,"江苏省",1,1959,7,2,1,1,2,67600,91000,1,3,3,4,3,3,2017,4,1,0,58,3,1,0,4,1,1,67600,91000,3,3,1,4,1,1,1
"7089",7089,"浙江省",1,1959,4,2,1,4,1,0,10000,4,NA,5,4,1,1,2017,4,1,0,58,3,1,1,3,1,0,0,10000,5,NA,0,4,1,0,0
"7090",7090,"浙江省",1,1959,2,5,1,4,1,2500,2500,NA,NA,4,4,4,4,2017,4,1,0,58,3,0,1,1,1,0,2500,2500,4,NA,NA,4,1,1,1
"7091",7091,"浙江省",1,1961,3,2,1,4,1,20000,35000,4,NA,4,4,3,2,2017,4,1,0,56,3,1,1,2,1,0,20000,35000,4,NA,0,4,1,1,0
"7092",7092,"浙江省",1,1957,3,2,1,4,2,0,0,NA,NA,5,1,1,1,2017,4,1,0,60,3,1,0,2,1,0,0,0,5,NA,NA,1,0,0,0
"7093",7093,"浙江省",1,1961,2,2,3,4,1,24000,24000,4,NA,3,4,4,4,2017,4,1,0,56,3,1,1,1,0,0,24000,24000,3,NA,0,4,1,1,1
"7094",7094,"浙江省",1,1961,3,2,1,2,1,9000,47000,2,11,4,4,4,4,2017,4,1,0,56,3,1,1,2,1,0,9000,47000,4,11,0,4,1,1,1
"7095",7095,"浙江省",1,1962,2,5,1,4,1,1800,79000,4,NA,5,4,4,4,2017,4,1,0,55,3,0,1,1,1,0,1800,79000,5,NA,0,4,1,1,1
"7096",7096,"浙江省",1,1959,1,2,1,4,1,2000,80000,NA,NA,4,4,2,2,2017,4,1,0,58,3,1,1,0,1,0,2000,80000,4,NA,NA,4,1,0,0
"7097",7097,"浙江省",1,1962,4,2,1,4,1,6000,30000,4,NA,3,4,2,2,2017,4,1,0,55,3,1,1,3,1,0,6000,30000,3,NA,0,4,1,0,0
"7098",7098,"浙江省",1,1960,3,2,1,4,1,24000,24000,1,7,5,3,3,3,2017,4,1,0,57,3,1,1,2,1,0,24000,24000,5,7,0,3,1,1,1
"7099",7099,"浙江省",1,1960,9,2,1,1,2,19,230000,1,3,3,4,3,3,2017,4,1,0,57,3,1,0,4,1,1,19,230000,3,3,1,4,1,1,1
"7100",7100,"浙江省",1,1959,3,2,8,4,1,1500,60000,NA,NA,5,3,1,1,2017,4,1,0,58,3,1,1,2,0,0,1500,60000,5,NA,NA,3,1,0,0
"7101",7101,"浙江省",1,1960,3,2,8,4,2,72000,72000,1,1,5,4,3,3,2017,4,1,0,57,3,1,0,2,0,0,72000,72000,5,1,1,4,1,1,1
"7102",7102,"浙江省",1,1959,3,1,1,4,1,5000,7000,4,NA,5,4,4,4,2017,4,1,0,58,3,0,1,2,1,0,5000,7000,5,NA,0,4,1,1,1
"7103",7103,"浙江省",1,1960,4,2,1,4,1,10000,50000,4,NA,4,4,4,4,2017,4,1,0,57,3,1,1,3,1,0,10000,50000,4,NA,0,4,1,1,1
"7104",7104,"浙江省",1,1958,4,2,1,1,1,15000,15000,4,NA,3,4,4,4,2017,4,1,0,59,3,1,1,3,1,1,15000,15000,3,NA,0,4,1,1,1
"7105",7105,"浙江省",1,1961,3,2,1,1,2,0,7000,1,2,3,4,4,4,2017,4,1,0,56,3,1,0,2,1,1,0,7000,3,2,1,4,1,1,1
"7106",7106,"浙江省",1,1961,2,2,1,4,1,1500,NA,4,NA,NA,4,4,4,2017,4,1,0,56,3,1,1,1,1,0,1500,NA,NA,NA,0,4,1,1,1
"7107",7107,"浙江省",1,1958,2,1,8,4,3,5000,5000,3,11,3,4,4,4,2017,4,1,0,59,3,0,0,1,0,0,5000,5000,3,11,0,4,1,1,1
"7108",7108,"浙江省",1,1958,2,5,1,4,2,5000,5000,3,5,5,4,1,1,2017,4,1,0,59,3,0,0,1,1,0,5000,5000,5,5,0,4,1,0,0
"7109",7109,"浙江省",1,1962,5,2,1,4,1,18000,60000,1,3,5,4,4,4,2017,4,1,0,55,3,1,1,3,1,0,18000,60000,5,3,1,4,1,1,1
"7110",7110,"浙江省",1,1958,1,2,1,4,1,3000,5000,4,NA,5,4,4,4,2017,4,1,0,59,3,1,1,0,1,0,3000,5000,5,NA,0,4,1,1,1
"7111",7111,"浙江省",1,1962,1,2,4,1,1,6000,7000,4,NA,5,4,2,1,2017,4,1,0,55,3,1,1,0,0,1,6000,7000,5,NA,0,4,1,0,0
"7112",7112,"浙江省",1,1962,4,2,1,1,1,70000,2e+05,4,NA,4,4,4,4,2017,4,1,0,55,3,1,1,3,1,1,70000,2e+05,4,NA,0,4,1,1,1
"7113",7113,"浙江省",1,1960,2,2,1,4,1,5760,7760,NA,NA,4,4,4,4,2017,4,1,0,57,3,1,1,1,1,0,5760,7760,4,NA,NA,4,1,1,1
"7114",7114,"浙江省",1,1960,2,2,8,4,1,4000,15000,4,NA,4,4,4,4,2017,4,1,0,57,3,1,1,1,0,0,4000,15000,4,NA,0,4,1,1,1
"7115",7115,"浙江省",1,1962,2,2,NA,4,2,25200,85200,1,5,NA,3,3,3,2017,4,1,0,55,3,1,0,1,NA,0,25200,85200,NA,5,0,3,1,1,1
"7116",7116,"浙江省",1,1958,4,2,1,1,1,8000,50000,4,NA,5,4,4,4,2017,4,1,0,59,3,1,1,3,1,1,8000,50000,5,NA,0,4,1,1,1
"7117",7117,"浙江省",1,1961,2,2,1,4,1,22560,29600,1,11,5,4,4,4,2017,4,1,0,56,3,1,1,1,1,0,22560,29600,5,11,0,4,1,1,1
"7118",7118,"浙江省",1,1962,4,2,1,4,3,120000,75000,1,2,4,3,3,3,2017,4,1,0,55,3,1,0,3,1,0,120000,75000,4,2,1,3,1,1,1
"7119",7119,"浙江省",1,1959,1,2,1,4,1,3820,9000,4,NA,4,4,4,4,2017,4,1,0,58,3,1,1,0,1,0,3820,9000,4,NA,0,4,1,1,1
"7120",7120,"浙江省",1,1958,3,4,1,4,1,3400,4000,NA,NA,5,4,2,3,2017,4,1,0,59,3,0,1,2,1,0,3400,4000,5,NA,NA,4,1,0,1
"7121",7121,"浙江省",1,1962,4,2,1,4,1,30000,60000,3,4,4,4,NA,NA,2017,4,1,0,55,3,1,1,3,1,0,30000,60000,4,4,0,4,1,NA,NA
"7122",7122,"浙江省",1,1959,3,2,1,4,3,33600,50000,NA,NA,4,4,3,1,2017,4,1,0,58,3,1,0,2,1,0,33600,50000,4,NA,NA,4,1,1,0
"7123",7123,"浙江省",1,1962,3,2,8,4,1,4,50000,4,NA,4,3,3,2,2017,4,1,0,55,3,1,1,2,0,0,4,50000,4,NA,0,3,1,1,0
"7124",7124,"浙江省",1,1958,1,2,4,4,1,40000,40000,1,5,4,4,2,2,2017,4,1,0,59,3,1,1,0,0,0,40000,40000,4,5,0,4,1,0,0
"7125",7125,"浙江省",1,1961,2,2,5,4,1,27000,57000,NA,NA,NA,NA,NA,NA,2017,4,1,0,56,3,1,1,1,0,0,27000,57000,NA,NA,NA,NA,NA,NA,NA
"7126",7126,"浙江省",1,1961,3,2,1,4,1,15000,25000,3,11,4,4,3,3,2017,4,1,0,56,3,1,1,2,1,0,15000,25000,4,11,0,4,1,1,1
"7127",7127,"浙江省",1,1959,4,2,1,4,1,20000,20000,4,NA,4,3,2,2,2017,4,1,0,58,3,1,1,3,1,0,20000,20000,4,NA,0,3,1,0,0
"7128",7128,"浙江省",1,1961,2,2,1,4,1,0,NA,NA,NA,5,3,3,3,2017,4,1,0,56,3,1,1,1,1,0,0,NA,5,NA,NA,3,1,1,1
"7129",7129,"浙江省",1,1961,4,2,1,1,1,25000,28000,2,9,4,4,3,3,2017,4,1,0,56,3,1,1,3,1,1,25000,28000,4,9,0,4,1,1,1
"7130",7130,"浙江省",1,1961,3,2,1,4,1,7000,50000,4,NA,5,4,4,4,2017,4,1,0,56,3,1,1,2,1,0,7000,50000,5,NA,0,4,1,1,1
