"","id","a1_1_a","a1b1_a","a1d1","a1e1","a2","a3","a4a","a5a","b3a","b4a","fam_inc","c51a2","c51a3","c51b2","c51b3","c51c2","c51c3","d3a","d3b","d3c","f1a_1","f1a_2","f1a_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","party","incomFam","socialLevel","occ","occR","occP","occPr","trust_gover","trust_quxian","trust_xiangzhen","trust_goverR","trust_quxianR","trust_xiangzhenR"
"209",5402047,1981,2,1,2,14,4,1,NA,4,NA,12000,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,2019,4,1,1,38,2,1,1,0,0,12000,4,NA,0,NA,NA,4,4,4,1,1,1
"210",5402003,1992,2,3,2,14,4,1,NA,4,NA,8000,2,1,2,1,2,1,3,4,6,4,4,4,2019,4,1,1,27,1,1,1,2,0,8000,3,NA,0,1,1,4,4,4,1,1,1
"211",5402012,1951,1,1,5,14,4,1,NA,4,NA,30000,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2019,4,1,0,68,3,0,1,0,0,30000,3,NA,0,NA,NA,4,4,4,1,1,1
"212",5402005,1964,1,2,2,14,4,1,"藏传佛教",NA,NA,65000,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2019,4,1,0,55,3,1,1,1,0,65000,4,NA,NA,NA,NA,3,3,3,1,1,1
"213",5402022,1964,2,1,4,14,4,1,NA,NA,NA,4000,2,1,2,1,NA,NA,5,5,5,4,4,4,2019,4,1,1,55,3,0,1,0,0,4000,5,NA,NA,NA,NA,4,4,4,1,1,1
"214",5402007,2001,1,3,1,14,2,1,"藏传佛教",NA,NA,2e+05,2,1,2,1,NA,NA,2,2,2,3,3,3,2019,4,1,0,18,18,0,1,2,0,2e+05,2,NA,NA,NA,NA,3,3,3,1,1,1
"215",5402013,1961,1,1,2,14,4,1,NA,4,NA,22200,2,1,2,1,2,1,3,3,3,4,4,4,2019,4,1,0,58,3,1,1,0,0,22200,3,NA,0,1,1,4,4,4,1,1,1
"216",5402020,1958,2,1,2,14,4,1,NA,NA,NA,51100,NA,NA,NA,NA,NA,NA,2,2,2,4,4,4,2019,4,1,1,61,3,1,1,0,0,51100,2,NA,NA,NA,NA,4,4,4,1,1,1
"217",5402001,1975,1,10,2,14,1,1,NA,4,NA,13000,2,1,2,1,2,1,3,3,3,4,4,4,2019,4,1,0,44,2,1,1,NA,1,13000,3,NA,0,1,1,4,4,4,1,1,1
"218",5402006,1973,2,1,2,14,4,1,NA,NA,NA,36000,2,1,2,1,2,1,5,5,5,3,3,3,2019,4,1,1,46,2,1,1,0,0,36000,5,NA,NA,1,1,3,3,3,1,1,1
"219",5402024,1955,1,10,2,14,4,1,NA,4,NA,70000,2,1,2,1,2,1,3,3,2,4,4,4,2019,4,1,0,64,3,1,1,NA,0,70000,3,NA,0,1,1,4,4,4,1,1,1
"220",5402019,1978,2,1,2,14,4,1,NA,4,NA,34833,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2019,4,1,1,41,2,1,1,0,0,34833,3,NA,0,NA,NA,4,4,4,1,1,1
"221",5402004,1964,2,1,1,14,4,1,NA,NA,NA,3000,2,1,2,1,NA,NA,5,5,4,4,4,4,2019,4,1,1,55,3,0,1,0,0,3000,5,NA,NA,NA,NA,4,4,4,1,1,1
"222",1103019,1957,2,4,2,10,4,2,NA,NA,NA,112200,NA,NA,NA,NA,NA,NA,5,5,5,3,3,3,2019,4,1,1,62,3,1,0,3,0,112200,5,NA,NA,NA,NA,3,3,3,1,1,1
"223",1103083,1963,2,7,2,10,1,2,NA,NA,NA,470000,NA,NA,NA,NA,NA,NA,4,2,5,4,4,4,2019,4,1,1,56,3,1,0,4,1,470000,4,NA,NA,NA,NA,4,4,4,1,1,1
"224",5401025,1964,2,1,2,14,4,1,"藏传佛教",NA,NA,25000,2,1,2,1,2,1,4,4,4,3,3,3,2019,4,1,1,55,3,1,1,0,0,25000,4,NA,NA,1,1,3,3,3,1,1,1
"225",5401022,1998,2,1,4,14,4,1,"藏传佛教",1,5,30000,2,1,2,1,NA,NA,4,4,4,3,3,3,2019,4,1,1,21,1,0,1,0,0,30000,4,5,0,NA,NA,3,3,3,1,1,1
"226",5401024,1978,2,10,2,14,4,1,NA,4,NA,23500,NA,NA,NA,NA,NA,NA,3,3,4,4,4,4,2019,4,1,1,41,2,1,1,NA,0,23500,3,NA,0,NA,NA,4,4,4,1,1,1
"227",5401017,1973,2,1,2,14,4,1,NA,4,NA,8000,2,1,2,1,2,1,3,3,3,4,4,4,2019,4,1,1,46,2,1,1,0,0,8000,3,NA,0,1,1,4,4,4,1,1,1
"228",NA,1969,2,1,5,14,4,1,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,4,2,5,4,4,4,2019,4,1,1,50,3,0,1,0,0,12500,4,NA,NA,NA,NA,4,4,4,1,1,1
"229",1101040,1961,2,4,4,10,4,2,NA,NA,NA,162000,NA,NA,NA,NA,NA,NA,4,3,4,4,4,4,2019,4,1,1,58,3,0,0,3,0,162000,4,NA,NA,NA,NA,4,4,4,1,1,1
"230",1101044,1979,1,4,1,13,2,2,NA,1,11,70000,1,4,1,5,NA,NA,4,4,3,4,3,5,2019,4,1,0,40,2,0,0,3,0,70000,4,11,0,NA,NA,4,3,5,1,1,NA
"231",1101074,1950,2,3,5,10,4,2,NA,NA,NA,27120,NA,NA,NA,NA,NA,NA,4,5,4,4,4,4,2019,4,1,1,69,3,0,0,2,0,27120,4,NA,NA,NA,NA,4,4,4,1,1,1
"232",1101072,1990,1,7,1,10,3,2,NA,1,5,2e+05,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,2019,4,1,0,29,1,0,0,4,1,2e+05,3,5,0,NA,NA,3,3,3,1,1,1
"233",1101075,1970,1,3,2,10,4,2,NA,NA,NA,4100,NA,NA,NA,NA,NA,NA,4,3,3,3,3,2,2019,4,1,0,49,2,1,0,2,0,4100,4,NA,NA,NA,NA,3,3,2,1,1,0
"234",1101060,1974,2,3,2,10,4,2,NA,1,98,1e+05,2,1,2,1,1,4,5,5,4,3,3,3,2019,4,1,1,45,2,1,0,2,0,1e+05,5,98,NA,4,1,3,3,3,1,1,1
"235",1103060,1958,2,4,4,10,4,2,NA,1,2,1e+05,5,13,5,13,NA,NA,4,5,4,3,3,3,2019,4,1,1,61,3,0,0,3,0,1e+05,4,2,1,NA,NA,3,3,3,1,1,1
"236",1101085,1975,1,8,2,10,1,2,NA,1,1,2e+05,NA,NA,NA,NA,NA,NA,4,4,4,2,2,2,2019,4,1,0,44,2,1,0,4,1,2e+05,4,1,1,NA,NA,2,2,2,0,0,0
"237",1103008,1951,2,3,5,10,1,2,NA,NA,NA,45600,1,3,1,3,1,2,3,3,3,4,3,3,2019,4,1,1,68,3,0,0,2,1,45600,3,NA,NA,2,1,4,3,3,1,1,1
"238",NA,1984,1,2,2,14,1,1,NA,2,7,110300,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2019,4,1,0,35,2,1,1,1,1,110300,3,7,0,NA,NA,4,4,4,1,1,1
"239",1103028,1977,2,7,2,10,1,2,NA,1,9,120000,1,3,1,3,1,3,4,5,4,3,3,3,2019,4,1,1,42,2,1,0,4,1,120000,4,9,0,3,1,3,3,3,1,1,1
"240",5401008,1963,1,1,2,14,4,1,NA,4,NA,40000,NA,NA,NA,NA,NA,NA,2,2,2,4,4,4,2019,4,1,0,56,3,1,1,0,0,40000,2,NA,0,NA,NA,4,4,4,1,1,1
"241",5401027,1998,2,3,1,14,4,1,NA,1,10,16000,2,1,2,1,NA,NA,4,4,3,4,4,4,2019,4,1,1,21,1,0,1,2,0,16000,4,10,0,NA,NA,4,4,4,1,1,1
"242",1101057,1972,1,7,3,10,1,2,NA,NA,NA,45000,1,4,1,5,1,6,5,3,5,4,4,3,2019,4,1,0,47,2,1,0,4,1,45000,5,NA,NA,6,0,4,4,3,1,1,1
"243",5401030,1991,2,1,2,14,4,1,NA,4,NA,13500,NA,NA,NA,NA,NA,NA,3,3,2,4,4,4,2019,4,1,1,28,1,1,1,0,0,13500,3,NA,0,NA,NA,4,4,4,1,1,1
"244",1101056,1954,2,3,2,10,4,2,NA,NA,NA,20700,1,3,3,13,1,3,5,5,5,3,3,3,2019,4,1,1,65,3,1,0,2,0,20700,5,NA,NA,3,1,3,3,3,1,1,1
"245",1101027,1974,2,7,2,10,4,2,NA,NA,NA,505000,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2019,4,1,1,45,2,1,0,4,0,505000,4,NA,NA,NA,NA,3,3,3,1,1,1
"246",5401013,1983,1,1,2,14,4,1,"藏传佛教",1,11,503,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,2019,4,1,0,36,2,1,1,0,0,503,5,11,0,NA,NA,4,4,4,1,1,1
"247",5401038,1971,1,1,2,14,1,1,NA,4,NA,22600,2,1,2,1,2,1,3,3,2,4,4,4,2019,4,1,0,48,2,1,1,0,1,22600,3,NA,0,1,1,4,4,4,1,1,1
"248",1103087,1990,1,8,2,10,1,2,NA,NA,NA,238600,NA,NA,NA,NA,NA,NA,3,4,2,4,4,3,2019,4,1,0,29,1,1,0,4,1,238600,3,NA,NA,NA,NA,4,4,3,1,1,1
"249",1103044,1979,2,8,2,10,1,2,NA,1,3,560000,1,3,1,3,1,3,3,3,3,3,3,3,2019,4,1,1,40,2,1,0,4,1,560000,3,3,1,3,1,3,3,3,1,1,1
"250",1103084,1959,1,7,2,10,1,2,NA,NA,NA,280000,1,2,1,4,1,2,3,3,4,4,3,3,2019,4,1,0,60,3,1,0,4,1,280000,3,NA,NA,2,1,4,3,3,1,1,1
"251",1101049,1952,1,2,2,10,4,1,NA,NA,NA,213600,2,1,2,1,1,3,2,2,2,3,2,2,2019,4,1,0,67,3,1,1,1,0,213600,2,NA,NA,3,1,3,2,2,1,0,0
"252",1101034,1964,2,4,2,10,4,2,NA,NA,NA,396600,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2019,4,1,1,55,3,1,0,3,0,396600,4,NA,NA,NA,NA,3,3,3,1,1,1
"253",5401007,1963,1,2,3,14,4,1,NA,4,NA,8000,2,1,2,1,2,1,2,3,3,4,3,4,2019,4,1,0,56,3,1,1,1,0,8000,2,NA,0,1,1,4,3,4,1,1,1
"254",5401006,1990,1,2,2,14,4,1,"藏传佛教",2,7,250000,2,1,2,1,2,1,3,5,1,4,4,4,2019,4,1,0,29,1,1,1,1,0,250000,3,7,0,1,1,4,4,4,1,1,1
"255",1103096,1986,2,8,2,10,1,2,NA,1,3,240000,1,2,1,2,1,1,4,3,4,3,3,3,2019,4,1,1,33,2,1,0,4,1,240000,4,3,1,1,1,3,3,3,1,1,1
"256",1103006,1994,1,8,1,10,2,2,NA,1,3,120000,1,3,1,3,NA,NA,5,5,5,3,3,2,2019,4,1,0,25,1,0,0,4,0,120000,5,3,1,NA,NA,3,3,2,1,1,0
"257",1103014,1954,2,7,2,10,1,2,NA,NA,NA,125000,1,3,3,13,1,2,3,3,4,4,3,3,2019,4,1,1,65,3,1,0,4,1,125000,3,NA,NA,2,1,4,3,3,1,1,1
"258",1103086,1961,2,7,2,10,1,2,NA,NA,NA,3e+05,NA,NA,NA,NA,NA,NA,4,4,5,4,3,5,2019,4,1,1,58,3,1,0,4,1,3e+05,4,NA,NA,NA,NA,4,3,5,1,1,NA
"259",1103013,1951,2,3,5,10,1,2,NA,NA,NA,45600,1,3,1,3,1,2,3,3,3,4,3,3,2019,4,1,1,68,3,0,0,2,1,45600,3,NA,NA,2,1,4,3,3,1,1,1
"260",1103093,1964,2,8,2,10,1,2,NA,NA,NA,210000,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,2019,4,1,1,55,3,1,0,4,1,210000,4,NA,NA,NA,NA,3,3,3,1,1,1
"261",1103072,1953,2,5,2,10,1,2,NA,NA,NA,3e+05,1,4,1,4,1,4,3,3,3,4,3,2,2019,4,1,1,66,3,1,0,3,1,3e+05,3,NA,NA,4,1,4,3,2,1,1,0
"262",1101017,1960,1,4,4,10,4,2,NA,NA,NA,36000,1,2,5,13,NA,NA,5,5,5,3,2,2,2019,4,1,0,59,3,0,0,3,0,36000,5,NA,NA,NA,NA,3,2,2,1,0,0
"263",1101050,1977,2,3,2,10,4,1,NA,4,NA,2000,NA,NA,NA,NA,NA,NA,4,3,2,3,5,3,2019,4,1,1,42,2,1,1,2,0,2000,4,NA,0,NA,NA,3,5,3,1,NA,1
"264",5401074,2000,1,3,1,14,4,1,"藏传佛教",NA,NA,1e+05,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,2019,4,1,0,19,1,0,1,2,0,1e+05,3,NA,NA,NA,NA,3,3,4,1,1,1
"265",5401072,1964,1,2,3,14,1,1,NA,4,NA,30000,2,1,2,1,2,1,1,4,1,4,4,4,2019,4,1,0,55,3,1,1,1,1,30000,1,NA,0,1,1,4,4,4,1,1,1
"266",5401073,1956,2,2,5,14,4,1,"藏传佛教",4,NA,11100,2,1,2,1,NA,NA,3,3,3,4,4,4,2019,4,1,1,63,3,0,1,1,0,11100,3,NA,0,NA,NA,4,4,4,1,1,1
"267",5401071,1980,2,2,2,14,4,1,NA,4,NA,5000,2,1,2,1,2,1,3,2,3,4,4,4,2019,4,1,1,39,2,1,1,1,0,5000,3,NA,0,1,1,4,4,4,1,1,1
"268",1103031,1968,1,3,6,13,4,2,NA,1,2,70000,1,3,1,3,NA,NA,5,5,5,4,3,2,2019,4,1,0,51,3,0,0,2,0,70000,5,2,1,NA,NA,4,3,2,1,1,0
"269",1103048,1952,2,3,5,10,4,2,NA,NA,NA,45000,1,4,5,13,1,3,4,4,4,3,3,3,2019,4,1,1,67,3,0,0,2,0,45000,4,NA,NA,3,1,3,3,3,1,1,1
"270",1101001,1966,2,7,4,10,4,2,NA,NA,NA,1e+05,1,4,1,5,NA,NA,3,3,4,3,3,3,2019,4,1,1,53,3,0,0,4,0,1e+05,3,NA,NA,NA,NA,3,3,3,1,1,1
"271",1103041,1953,1,3,2,10,4,2,NA,NA,NA,96000,1,4,3,10,1,4,1,2,1,4,3,4,2019,4,1,0,66,3,1,0,2,0,96000,1,NA,NA,4,1,4,3,4,1,1,1
"272",1101002,1967,2,2,2,10,4,2,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,5,5,5,3,4,4,2019,4,1,1,52,3,1,0,1,0,60000,5,NA,NA,NA,NA,3,4,4,1,1,1
"273",1101023,1950,1,8,2,10,1,2,NA,NA,NA,108000,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,2019,4,1,0,69,3,1,0,4,1,108000,3,NA,NA,NA,NA,4,4,4,1,1,1
"274",1101015,1953,2,3,2,10,4,2,NA,NA,NA,92400,NA,NA,NA,NA,NA,NA,3,3,2,4,4,4,2019,4,1,1,66,3,1,0,2,0,92400,3,NA,NA,NA,NA,4,4,4,1,1,1
"275",4403045,1972,1,4,2,10,4,2,NA,1,5,1e+05,NA,NA,NA,NA,NA,NA,5,5,3,4,3,3,2019,4,1,0,47,2,1,0,3,0,1e+05,5,5,0,NA,NA,4,3,3,1,1,1
"276",4403048,1960,2,3,2,10,4,2,NA,NA,NA,30000,1,14,1,14,1,14,3,3,2,4,3,3,2019,4,1,1,59,3,1,0,2,0,30000,3,NA,NA,14,NA,4,3,3,1,1,1
"277",4403002,1996,2,7,1,10,4,2,NA,NA,NA,90000,1,6,1,4,NA,NA,3,3,2,4,3,3,2019,4,1,1,23,1,0,0,4,0,90000,3,NA,NA,NA,NA,4,3,3,1,1,1
"278",4403005,1977,1,7,2,10,4,2,NA,1,2,155000,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,2019,4,1,0,42,2,1,0,4,0,155000,3,2,1,NA,NA,3,3,3,1,1,1
"279",4403015,1983,2,5,2,10,4,2,NA,NA,NA,120000,NA,NA,NA,NA,NA,NA,4,3,2,3,3,3,2019,4,1,1,36,2,1,0,3,0,120000,4,NA,NA,NA,NA,3,3,3,1,1,1
"280",4403040,1979,1,2,2,10,4,2,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,3,2,3,4,4,4,2019,4,1,0,40,2,1,0,1,0,60000,3,NA,NA,NA,NA,4,4,4,1,1,1
"281",4437103,1962,1,3,2,10,4,1,NA,4,NA,52500,2,1,2,1,1,2,2,4,2,4,5,5,2019,4,1,0,57,3,1,1,2,0,52500,2,NA,0,2,1,4,5,5,1,NA,NA
"282",4437100,2000,2,8,1,10,2,1,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,2019,4,1,1,19,1,0,1,4,0,60000,3,NA,NA,NA,NA,3,3,3,1,1,1
"283",4437106,2000,1,7,1,10,2,1,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,4,5,3,3,3,3,2019,4,1,0,19,1,0,1,4,0,1e+05,4,NA,NA,NA,NA,3,3,3,1,1,1
"284",4403053,1974,2,7,2,10,4,2,NA,1,2,140000,1,2,1,3,1,6,3,3,3,4,3,5,2019,4,1,1,45,2,1,0,4,0,140000,3,2,1,6,0,4,3,5,1,1,NA
"285",4403029,1966,1,8,2,10,4,2,NA,1,5,1e+05,NA,NA,NA,NA,NA,NA,4,4,3,4,3,2,2019,4,1,0,53,3,1,0,4,0,1e+05,4,5,0,NA,NA,4,3,2,1,1,0
"286",4403034,1952,1,2,2,10,4,2,NA,NA,NA,70000,1,8,1,8,1,6,4,5,4,4,3,3,2019,4,1,0,67,3,1,0,1,0,70000,4,NA,NA,6,0,4,3,3,1,1,1
"287",4403064,1972,1,4,2,10,4,2,NA,1,2,70000,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,2019,4,1,0,47,2,1,0,3,0,70000,4,2,1,NA,NA,4,4,4,1,1,1
"288",4437101,1971,2,3,2,10,4,1,NA,1,5,41800,NA,NA,NA,NA,NA,NA,3,5,2,4,4,4,2019,4,1,1,48,2,1,1,2,0,41800,3,5,0,NA,NA,4,4,4,1,1,1
"289",4413048,1991,1,3,1,10,4,1,NA,1,5,36000,1,6,1,6,NA,NA,5,5,3,4,3,3,2019,4,1,0,28,1,0,1,2,0,36000,5,5,0,NA,NA,4,3,3,1,1,1
"290",4403066,1965,1,8,2,10,1,2,NA,NA,NA,110000,NA,NA,NA,NA,NA,NA,4,4,2,4,3,3,2019,4,1,0,54,3,1,0,4,1,110000,4,NA,NA,NA,NA,4,3,3,1,1,1
"291",4441019,1977,2,3,2,10,4,2,NA,1,7,96000,1,3,2,5,1,3,3,3,2,3,3,3,2019,4,1,1,42,2,1,0,2,0,96000,3,7,0,3,1,3,3,3,1,1,1
"292",4437133,1971,1,7,2,10,2,3,NA,1,3,240000,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2019,4,1,0,48,2,1,0,4,0,240000,3,3,1,NA,NA,4,3,3,1,1,1
"293",4441040,1963,2,3,2,10,4,1,NA,NA,NA,79000,NA,NA,NA,NA,NA,NA,4,5,4,4,2,5,2019,4,1,1,56,3,1,1,2,0,79000,4,NA,NA,NA,NA,4,2,5,1,0,NA
"294",4437114,2000,2,7,1,53,2,2,NA,NA,NA,NA,1,6,1,6,NA,NA,2,2,2,4,2,2,2019,4,1,1,19,1,0,0,4,0,NA,2,NA,NA,NA,NA,4,2,2,1,0,0
"295",4413126,1966,1,8,2,10,1,2,NA,1,3,149760,NA,NA,NA,NA,NA,NA,3,3,6,4,3,2,2019,4,1,0,53,3,1,0,4,1,149760,3,3,1,NA,NA,4,3,2,1,1,0
"296",4413122,1951,2,2,5,10,4,1,NA,NA,NA,24000,2,10,2,10,2,10,3,3,2,4,4,4,2019,4,1,1,68,3,0,1,1,0,24000,3,NA,NA,10,0,4,4,4,1,1,1
"297",4441061,1987,2,8,2,10,2,2,NA,1,2,1e+05,1,6,1,8,1,6,4,3,2,4,3,3,2019,4,1,1,32,2,1,0,4,0,1e+05,4,2,1,6,0,4,3,3,1,1,1
"298",4413008,2000,1,4,1,10,2,2,NA,1,5,24000,NA,NA,NA,NA,NA,NA,5,4,2,4,3,3,2019,4,1,0,19,1,0,0,3,0,24000,5,5,0,NA,NA,4,3,3,1,1,1
"299",4441055,1977,2,2,2,10,4,1,NA,NA,NA,90000,2,1,2,1,1,6,3,4,3,3,3,3,2019,4,1,1,42,2,1,1,1,0,90000,3,NA,NA,6,0,3,3,3,1,1,1
"300",4437139,1996,2,8,1,10,2,1,NA,NA,NA,190000,1,8,1,6,NA,NA,5,5,3,3,3,3,2019,4,1,1,23,1,0,1,4,0,190000,5,NA,NA,NA,NA,3,3,3,1,1,1
"301",4441056,1985,1,8,2,10,4,2,NA,1,5,952000,NA,NA,NA,NA,NA,NA,2,5,2,4,3,3,2019,4,1,0,34,2,1,0,4,0,952000,2,5,0,NA,NA,4,3,3,1,1,1
"302",4437129,1998,2,8,1,10,2,1,NA,NA,NA,2e+05,NA,NA,NA,NA,NA,NA,3,1,4,4,4,3,2019,4,1,1,21,1,0,1,4,0,2e+05,3,NA,NA,NA,NA,4,4,3,1,1,1
"303",4413037,1973,2,3,2,10,4,2,NA,1,1,40000,1,4,3,12,1,6,5,5,3,4,3,3,2019,4,1,1,46,2,1,0,2,0,40000,5,1,1,6,0,4,3,3,1,1,1
"304",4409070,1974,2,3,2,10,4,2,NA,1,5,61680,NA,NA,NA,NA,NA,NA,4,3,6,3,3,3,2019,4,1,1,45,2,1,0,2,0,61680,4,5,0,NA,NA,3,3,3,1,1,1
"305",4441011,1986,1,7,2,10,1,1,NA,1,5,84000,NA,NA,NA,NA,NA,NA,3,2,2,4,3,3,2019,4,1,0,33,2,1,1,4,1,84000,3,5,0,NA,NA,4,3,3,1,1,1
"306",4413080,2000,1,4,1,10,2,1,NA,NA,NA,0,1,3,1,3,NA,NA,4,5,3,3,2,2,2019,4,1,0,19,1,0,1,3,0,0,4,NA,NA,NA,NA,3,2,2,1,0,0
"307",4409057,1977,2,3,2,57,4,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,4,2,3,3,3,2019,4,1,1,42,2,1,0,2,0,0,3,NA,NA,NA,NA,3,3,3,1,1,1
"308",4413131,1972,2,7,2,10,4,2,NA,NA,NA,NA,1,4,2,13,1,6,3,2,3,4,3,3,2019,4,1,1,47,2,1,0,4,0,NA,3,NA,NA,6,0,4,3,3,1,1,1
"309",4413129,1954,2,2,5,10,4,2,NA,NA,NA,44880,2,1,2,1,1,11,4,4,4,5,3,3,2019,4,1,1,65,3,0,0,1,0,44880,4,NA,NA,11,0,5,3,3,NA,1,1
"310",4441015,1972,1,8,2,10,4,2,NA,1,3,140000,1,4,1,4,1,4,2,4,2,3,3,3,2019,4,1,0,47,2,1,0,4,0,140000,2,3,1,4,1,3,3,3,1,1,1
"311",4441005,1966,2,3,2,10,4,2,NA,1,5,27600,1,2,2,1,1,11,5,5,5,4,5,5,2019,4,1,1,53,3,1,0,2,0,27600,5,5,0,11,0,4,5,5,1,NA,NA
"312",4413066,1999,1,7,1,10,4,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4,3,3,2,2,2,2019,4,1,0,20,1,0,0,4,0,0,4,NA,NA,NA,NA,2,2,2,0,0,0
"313",4441020,1993,1,8,1,10,2,2,NA,1,3,260000,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2019,4,1,0,26,1,0,0,4,0,260000,3,3,1,NA,NA,3,3,3,1,1,1
"314",4409029,1997,2,8,1,10,2,2,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,6,6,6,3,3,3,2019,4,1,1,22,1,0,0,4,0,1e+05,6,NA,NA,NA,NA,3,3,3,1,1,1
"315",4413051,1955,2,4,5,10,4,2,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,5,5,4,4,2,2,2019,4,1,1,64,3,0,0,3,0,50000,5,NA,NA,NA,NA,4,2,2,1,0,0
"316",4413023,1991,2,3,2,10,4,1,NA,1,5,168500,1,11,2,1,1,6,4,4,3,4,4,4,2019,4,1,1,28,1,1,1,2,0,168500,4,5,0,6,0,4,4,4,1,1,1
"317",4441018,1999,1,7,1,10,4,2,NA,NA,NA,57000,NA,NA,NA,NA,NA,NA,3,3,2,4,3,3,2019,4,1,0,20,1,0,0,4,0,57000,3,NA,NA,NA,NA,4,3,3,1,1,1
"318",4413061,1974,2,3,2,10,4,2,NA,1,2,1e+05,2,13,2,13,1,6,4,4,4,4,2,5,2019,4,1,1,45,2,1,0,2,0,1e+05,4,2,1,6,0,4,2,5,1,0,NA
"319",4439074,1960,2,2,2,10,4,1,NA,4,NA,20000,2,1,2,1,2,1,3,5,2,4,2,2,2019,4,1,1,59,3,1,1,1,0,20000,3,NA,0,1,1,4,2,2,1,0,0
"320",4439042,1982,2,4,2,10,4,1,NA,3,5,NA,NA,NA,NA,NA,NA,NA,3,3,6,4,3,3,2019,4,1,1,37,2,1,1,3,0,NA,3,5,0,NA,NA,4,3,3,1,1,1
"321",4441016,1960,2,4,2,10,4,2,NA,NA,NA,127200,1,3,1,13,1,3,3,3,2,4,4,4,2019,4,1,1,59,3,1,0,3,0,127200,3,NA,NA,3,1,4,4,4,1,1,1
"322",4441014,1973,2,3,2,10,4,2,NA,3,7,102000,2,1,2,1,2,1,4,4,3,4,4,4,2019,4,1,1,46,2,1,0,2,0,102000,4,7,0,1,1,4,4,4,1,1,1
"323",4441017,1952,1,2,3,10,1,2,NA,NA,NA,55400,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,2019,4,1,0,67,3,1,0,1,1,55400,4,NA,NA,NA,NA,4,2,2,1,0,0
"324",4409052,1986,2,7,2,10,4,1,NA,1,5,73000,2,1,2,1,1,6,3,3,1,3,3,3,2019,4,1,1,33,2,1,1,4,0,73000,3,5,0,6,0,3,3,3,1,1,1
"325",4441003,1996,1,7,1,10,4,2,NA,1,5,85000,1,6,1,6,NA,NA,4,5,3,3,3,3,2019,4,1,0,23,1,0,0,4,0,85000,4,5,0,NA,NA,3,3,3,1,1,1
"326",4413074,1962,2,3,5,10,4,2,NA,NA,NA,65000,2,1,2,1,1,8,3,2,2,4,4,4,2019,4,1,1,57,3,0,0,2,0,65000,3,NA,NA,8,0,4,4,4,1,1,1
"327",4441021,1982,1,5,2,10,4,1,NA,NA,NA,60000,1,4,2,1,2,1,4,5,3,2,1,1,2019,4,1,0,37,2,1,1,3,0,60000,4,NA,NA,1,1,2,1,1,0,0,0
"328",4441001,1986,1,7,2,10,1,2,NA,1,5,150000,2,1,2,1,1,8,3,4,3,4,4,4,2019,4,1,0,33,2,1,0,4,1,150000,3,5,0,8,0,4,4,4,1,1,1
"329",4409068,1973,1,8,2,10,1,2,NA,1,1,NA,1,4,1,5,1,7,3,3,4,4,4,3,2019,4,1,0,46,2,1,0,4,1,NA,3,1,1,7,0,4,4,3,1,1,1
"330",4441013,1958,1,4,2,10,1,2,NA,NA,NA,174000,2,1,2,1,5,13,5,5,5,3,3,3,2019,4,1,0,61,3,1,0,3,1,174000,5,NA,NA,13,NA,3,3,3,1,1,1
"331",4413010,1961,2,2,2,10,1,1,NA,NA,NA,24000,NA,NA,NA,NA,NA,NA,4,5,4,4,3,2,2019,4,1,1,58,3,1,1,1,1,24000,4,NA,NA,NA,NA,4,3,2,1,1,0
"332",4413052,1991,2,8,2,10,4,2,NA,1,5,431000,2,1,2,1,1,6,5,5,4,3,3,3,2019,4,1,1,28,1,1,0,4,0,431000,5,5,0,6,0,3,3,3,1,1,1
"333",4439004,1963,2,3,2,10,4,1,NA,4,NA,30000,3,NA,2,NA,1,13,3,5,2,3,3,2,2019,4,1,1,56,3,1,1,2,0,30000,3,NA,0,13,NA,3,3,2,1,1,0
