"","id","a1_1_a","a1b1_a","a1d1","a1e1","a2","a3","a4a","a5a","b3a","b4a","fam_inc","c51a2","c51a3","c51b2","c51b3","c51c2","c51c3","d3a","d3b","d3c","f1a_1","f1a_2","f1a_3","year","wave","time","female","age","corhort","marriage","hukouRural","edu","party","incomFam","socialLevel","occ","occR","occP","occPr","trust_gover","trust_quxian","trust_xiangzhen","trust_goverR","trust_quxianR","trust_xiangzhenR"
"2473",2116031,1982,1,3,2,10,4,1,NA,NA,NA,5000,2,1,2,1,1,8,5,5,6,3,3,3,2019,4,1,0,37,2,1,1,2,0,5000,5,NA,NA,8,0,3,3,3,1,1,1
"2474",5113075,1976,1,8,2,10,1,2,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2019,4,1,0,43,2,1,0,4,1,25000,3,NA,NA,NA,NA,4,3,3,1,1,1
"2475",2102005,1995,1,8,1,12,2,4,NA,1,5,1e+05,1,6,1,6,NA,NA,3,3,2,4,3,3,2019,4,1,0,24,1,0,NA,4,0,1e+05,3,5,0,NA,NA,4,3,3,1,1,1
"2476",3605012,1956,2,3,2,10,4,1,NA,4,NA,19200,NA,NA,NA,NA,NA,NA,2,3,2,3,2,2,2019,4,1,1,63,3,1,1,2,0,19200,2,NA,0,NA,NA,3,2,2,1,0,0
"2477",5106032,1976,2,3,2,10,4,1,NA,1,7,44000,2,1,2,1,2,1,3,3,3,4,4,4,2019,4,1,1,43,2,1,1,2,0,44000,3,7,0,1,1,4,4,4,1,1,1
"2478",4218023,1968,2,3,2,10,4,2,NA,NA,NA,2e+05,2,1,2,1,1,8,4,2,5,3,1,2,2019,4,1,1,51,3,1,0,2,0,2e+05,4,NA,NA,8,0,3,1,2,1,0,0
"2479",5106037,1955,1,2,5,10,4,1,NA,1,5,107800,NA,NA,NA,NA,NA,NA,5,5,4,4,3,1,2019,4,1,0,64,3,0,1,1,0,107800,5,5,0,NA,NA,4,3,1,1,1,0
"2480",3605006,1952,2,1,2,10,4,1,NA,NA,NA,16500,NA,NA,NA,NA,NA,NA,4,5,4,4,2,1,2019,4,1,1,67,3,1,1,0,0,16500,4,NA,NA,NA,NA,4,2,1,1,0,0
"2481",5211020,2001,1,4,1,10,2,1,NA,NA,NA,10000,NA,NA,NA,NA,NA,NA,4,3,2,4,4,2,2019,4,1,0,18,18,0,1,3,0,10000,4,NA,NA,NA,NA,4,4,2,1,1,0
"2482",2116059,1970,1,2,2,11,4,1,NA,4,NA,1e+05,NA,NA,NA,NA,NA,NA,3,4,2,4,2,1,2019,4,1,0,49,2,1,1,1,0,1e+05,3,NA,0,NA,NA,4,2,1,1,0,0
"2483",5211015,1967,1,3,2,10,4,1,NA,4,NA,50400,NA,NA,NA,NA,NA,NA,3,5,3,4,1,1,2019,4,1,0,52,3,1,1,2,0,50400,3,NA,0,NA,NA,4,1,1,1,0,0
"2484",2102063,1993,1,7,1,10,4,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA,5,3,1,4,3,2,2019,4,1,0,26,1,0,1,4,0,NA,5,5,0,NA,NA,4,3,2,1,1,0
"2485",4218022,1960,1,3,2,10,4,2,NA,1,7,1e+05,NA,NA,NA,NA,NA,NA,3,4,4,3,2,5,2019,4,1,0,59,3,1,0,2,0,1e+05,3,7,0,NA,NA,3,2,5,1,0,NA
"2486",5113041,1971,1,7,2,10,1,2,NA,1,3,30000,1,4,1,4,1,4,3,4,3,4,3,5,2019,4,1,0,48,2,1,0,4,1,30000,3,3,1,4,1,4,3,5,1,1,NA
"2487",5211001,1963,2,2,2,10,4,1,NA,4,NA,75600,NA,NA,NA,NA,NA,NA,5,5,5,4,2,2,2019,4,1,1,56,3,1,1,1,0,75600,5,NA,0,NA,NA,4,2,2,1,0,0
"2488",2116053,1954,1,7,2,11,1,1,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,2019,4,1,0,65,3,1,1,4,1,60000,3,NA,NA,NA,NA,4,3,3,1,1,1
"2489",5127015,1964,2,3,2,10,4,1,NA,4,NA,4900,1,2,1,1,2,1,3,5,1,4,4,4,2019,4,1,1,55,3,1,1,2,0,4900,3,NA,0,1,1,4,4,4,1,1,1
"2490",5127003,1954,1,2,2,10,4,1,NA,4,NA,20000,2,1,2,1,2,1,3,4,6,4,2,2,2019,4,1,0,65,3,1,1,1,0,20000,3,NA,0,1,1,4,2,2,1,0,0
"2491",3615018,1960,2,1,2,10,4,1,"祖宗",NA,NA,52000,NA,NA,NA,NA,NA,NA,4,3,4,4,3,5,2019,4,1,1,59,3,1,1,0,0,52000,4,NA,NA,NA,NA,4,3,5,1,1,NA
"2492",5127044,1952,1,2,2,10,4,1,NA,4,NA,4070,NA,NA,NA,NA,NA,NA,2,4,2,4,3,3,2019,4,1,0,67,3,1,1,1,0,4070,2,NA,0,NA,NA,4,3,3,1,1,1
"2493",5127016,1982,2,3,3,10,4,1,NA,NA,NA,51440,1,4,2,1,1,3,3,4,2,4,3,2,2019,4,1,1,37,2,1,1,2,0,51440,3,NA,NA,3,1,4,3,2,1,1,0
"2494",5106015,1958,1,2,2,10,4,1,NA,4,NA,60000,2,1,2,1,2,1,5,5,3,4,4,4,2019,4,1,0,61,3,1,1,1,0,60000,5,NA,0,1,1,4,4,4,1,1,1
"2495",5127043,1958,2,1,2,10,4,1,NA,4,NA,20000,2,1,2,1,2,1,2,3,6,4,4,4,2019,4,1,1,61,3,1,1,0,0,20000,2,NA,0,1,1,4,4,4,1,1,1
"2496",3615012,1968,2,1,2,10,4,1,NA,4,NA,30700,2,1,2,1,2,1,5,5,6,4,2,1,2019,4,1,1,51,3,1,1,0,0,30700,5,NA,0,1,1,4,2,1,1,0,0
"2497",2104069,1954,1,7,2,10,1,3,NA,NA,NA,50000,NA,NA,NA,NA,NA,NA,4,2,6,4,5,5,2019,4,1,0,65,3,1,0,4,1,50000,4,NA,NA,NA,NA,4,5,5,1,NA,NA
"2498",3615001,1955,1,4,2,10,1,1,NA,4,NA,2400,2,1,2,1,2,1,3,3,3,4,1,3,2019,4,1,0,64,3,1,1,3,1,2400,3,NA,0,1,1,4,1,3,1,0,1
"2499",2104051,1968,1,3,1,12,4,3,NA,NA,NA,7200,NA,NA,NA,NA,NA,NA,5,5,3,3,2,2,2019,4,1,0,51,3,0,0,2,0,7200,5,NA,NA,NA,NA,3,2,2,1,0,0
"2500",2116067,1955,1,2,2,10,2,1,NA,4,NA,25000,NA,NA,NA,NA,NA,NA,4,5,3,4,2,2,2019,4,1,0,64,3,1,1,1,0,25000,4,NA,0,NA,NA,4,2,2,1,0,0
"2501",5127053,1981,2,3,3,10,4,1,NA,NA,NA,40000,2,1,2,1,1,6,5,3,6,4,4,4,2019,4,1,1,38,2,1,1,2,0,40000,5,NA,NA,6,0,4,4,4,1,1,1
"2502",5106003,1964,2,3,2,10,4,1,NA,NA,NA,53050,NA,NA,NA,NA,NA,NA,5,5,5,4,1,1,2019,4,1,1,55,3,1,1,2,0,53050,5,NA,NA,NA,NA,4,1,1,1,0,0
"2503",2116042,1965,1,2,2,12,4,1,NA,4,NA,5800,1,11,2,12,2,1,4,4,6,4,4,3,2019,4,1,0,54,3,1,1,1,0,5800,4,NA,0,1,1,4,4,3,1,1,1
"2504",5106001,1973,2,2,3,10,4,1,NA,4,NA,23600,NA,NA,NA,NA,NA,NA,3,3,3,4,1,1,2019,4,1,1,46,2,1,1,1,0,23600,3,NA,0,NA,NA,4,1,1,1,0,0
"2505",5106025,1966,1,3,2,10,4,2,NA,NA,NA,25000,NA,NA,NA,NA,NA,NA,4,3,4,4,3,2,2019,4,1,0,53,3,1,0,2,0,25000,4,NA,NA,NA,NA,4,3,2,1,1,0
"2506",5211019,1968,2,2,2,10,4,1,NA,4,NA,20000,NA,NA,NA,NA,NA,NA,5,5,4,4,4,3,2019,4,1,1,51,3,1,1,1,0,20000,5,NA,0,NA,NA,4,4,3,1,1,1
"2507",3615002,1990,2,3,2,10,4,1,NA,1,1,62540,NA,NA,NA,NA,NA,NA,4,5,3,4,4,4,2019,4,1,1,29,1,1,1,2,0,62540,4,1,1,NA,NA,4,4,4,1,1,1
"2508",5205041,1968,1,8,2,46,1,2,NA,1,1,106000,3,1,3,1,3,8,3,4,3,4,4,4,2019,4,1,0,51,3,1,0,4,1,106000,3,1,1,8,0,4,4,4,1,1,1
"2509",5211018,1968,2,3,2,10,1,1,NA,1,9,40000,2,1,2,1,1,12,3,3,3,4,4,4,2019,4,1,1,51,3,1,1,2,1,40000,3,9,0,12,0,4,4,4,1,1,1
"2510",3615019,1973,1,2,3,10,4,1,NA,1,5,201720,2,1,2,1,1,6,3,3,2,4,2,2,2019,4,1,0,46,2,1,1,1,0,201720,3,5,0,6,0,4,2,2,1,0,0
"2511",5106022,1973,1,2,2,10,4,1,NA,NA,NA,40320,2,13,2,13,2,13,3,5,4,3,3,3,2019,4,1,0,46,2,1,1,1,0,40320,3,NA,NA,13,0,3,3,3,1,1,1
"2512",5127005,1971,2,2,2,10,4,1,NA,4,NA,32700,2,13,2,13,2,13,3,3,4,4,2,3,2019,4,1,1,48,2,1,1,1,0,32700,3,NA,0,13,0,4,2,3,1,0,1
"2513",5211021,1962,2,3,2,10,4,1,NA,4,NA,63900,NA,NA,NA,NA,NA,NA,2,2,2,4,4,1,2019,4,1,1,57,3,1,1,2,0,63900,2,NA,0,NA,NA,4,4,1,1,1,0
"2514",5106016,1961,1,3,2,10,4,1,NA,4,NA,157803,NA,NA,NA,NA,NA,NA,4,5,3,4,2,1,2019,4,1,0,58,3,1,1,2,0,157803,4,NA,0,NA,NA,4,2,1,1,0,0
"2515",5106017,1965,1,3,2,10,4,1,NA,4,NA,51700,2,1,2,1,2,1,4,3,3,4,2,2,2019,4,1,0,54,3,1,1,2,0,51700,4,NA,0,1,1,4,2,2,1,0,0
"2516",5211022,1963,1,3,2,10,4,1,NA,4,NA,10000,2,1,2,1,2,1,5,5,4,4,2,2,2019,4,1,0,56,3,1,1,2,0,10000,5,NA,0,1,1,4,2,2,1,0,0
"2517",2101087,1999,2,8,1,10,4,2,NA,NA,NA,40,1,4,1,4,NA,NA,2,3,3,3,3,2,2019,4,1,1,20,1,0,0,4,0,40,2,NA,NA,NA,NA,3,3,2,1,1,0
"2518",5106010,1972,1,3,2,10,4,1,NA,4,NA,59300,2,1,2,1,1,6,3,5,3,4,2,1,2019,4,1,0,47,2,1,1,2,0,59300,3,NA,0,6,0,4,2,1,1,0,0
"2519",5106012,1986,2,3,2,10,4,1,NA,1,5,70000,2,1,2,1,1,11,5,5,4,4,4,4,2019,4,1,1,33,2,1,1,2,0,70000,5,5,0,11,0,4,4,4,1,1,1
"2520",5211004,1975,2,2,2,10,4,1,NA,4,NA,54000,NA,NA,NA,NA,NA,NA,5,5,3,4,4,3,2019,4,1,1,44,2,1,1,1,0,54000,5,NA,0,NA,NA,4,4,3,1,1,1
"2521",5127019,1950,2,2,5,10,4,1,NA,NA,NA,1140,2,1,2,1,2,1,2,4,1,4,4,4,2019,4,1,1,69,3,0,1,1,0,1140,2,NA,NA,1,1,4,4,4,1,1,1
"2522",5127007,1978,2,2,2,10,4,1,NA,4,NA,195600,2,1,2,1,1,11,3,3,1,4,2,2,2019,4,1,1,41,2,1,1,1,0,195600,3,NA,0,11,0,4,2,2,1,0,0
"2523",5127008,1952,1,2,2,10,4,1,NA,4,NA,140900,2,1,2,1,2,1,2,3,1,3,4,3,2019,4,1,0,67,3,1,1,1,0,140900,2,NA,0,1,1,3,4,3,1,1,1
"2524",5211017,1999,1,7,1,10,2,1,NA,NA,NA,10200,NA,NA,NA,NA,NA,NA,4,4,3,4,3,2,2019,4,1,0,20,1,0,1,4,0,10200,4,NA,NA,NA,NA,4,3,2,1,1,0
"2525",5127024,1956,2,1,2,10,4,1,NA,4,NA,60000,2,1,2,1,2,1,3,4,2,4,4,4,2019,4,1,1,63,3,1,1,0,0,60000,3,NA,0,1,1,4,4,4,1,1,1
"2526",5211023,1971,1,3,2,10,4,1,NA,4,NA,54232,2,1,2,1,2,1,5,4,4,4,2,1,2019,4,1,0,48,2,1,1,2,0,54232,5,NA,0,1,1,4,2,1,1,0,0
"2527",5127022,2001,2,4,1,10,2,1,NA,NA,NA,123000,NA,NA,NA,NA,NA,NA,5,5,3,3,3,2,2019,4,1,1,18,18,0,1,3,0,123000,5,NA,NA,NA,NA,3,3,2,1,1,0
"2528",5127009,2001,1,4,1,10,2,1,NA,NA,NA,61500,2,6,2,6,NA,NA,3,3,2,4,4,3,2019,4,1,0,18,18,0,1,3,0,61500,3,NA,NA,NA,NA,4,4,3,1,1,1
"2529",5127002,1952,2,1,2,10,4,1,NA,4,NA,1250,2,1,2,1,2,1,3,3,2,4,3,3,2019,4,1,1,67,3,1,1,0,0,1250,3,NA,0,1,1,4,3,3,1,1,1
"2530",5127020,1963,2,2,2,10,4,1,NA,4,NA,3000,NA,NA,NA,NA,NA,NA,3,5,6,4,4,4,2019,4,1,1,56,3,1,1,1,0,3000,3,NA,0,NA,NA,4,4,4,1,1,1
"2531",4218008,1955,1,3,2,10,1,2,NA,NA,NA,54000,1,5,1,5,1,3,5,5,5,4,3,5,2019,4,1,0,64,3,1,0,2,1,54000,5,NA,NA,3,1,4,3,5,1,1,NA
"2532",2101086,1974,1,8,2,10,1,3,NA,1,1,168000,NA,NA,NA,NA,NA,NA,3,4,3,4,4,4,2019,4,1,0,45,2,1,0,4,1,168000,3,1,1,NA,NA,4,4,4,1,1,1
"2533",5127014,1959,2,1,2,10,4,1,NA,4,NA,70000,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2019,4,1,1,60,3,1,1,0,0,70000,3,NA,0,NA,NA,3,3,3,1,1,1
"2534",2116070,2000,2,4,1,12,2,1,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,2019,4,1,1,19,1,0,1,3,0,60000,3,NA,NA,NA,NA,4,4,3,1,1,1
"2535",5127011,1964,1,5,2,10,1,1,NA,2,1,21160,2,1,2,1,2,1,3,3,3,4,4,4,2019,4,1,0,55,3,1,1,3,1,21160,3,1,1,1,1,4,4,4,1,1,1
"2536",2116014,1966,2,3,5,11,4,1,NA,NA,NA,50000,2,1,2,1,2,1,4,3,6,3,3,3,2019,4,1,1,53,3,0,1,2,0,50000,4,NA,NA,1,1,3,3,3,1,1,1
"2537",2116006,1974,2,3,2,10,2,1,NA,4,NA,40000,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2019,4,1,1,45,2,1,1,2,0,40000,3,NA,0,NA,NA,4,3,3,1,1,1
"2538",2116037,1969,1,3,2,10,4,1,NA,4,NA,6000,1,4,2,1,2,1,4,4,3,2,1,1,2019,4,1,0,50,3,1,1,2,0,6000,4,NA,0,1,1,2,1,1,0,0,0
"2539",2116009,1960,2,3,2,11,4,1,NA,NA,NA,36000,NA,NA,NA,NA,NA,NA,3,2,4,4,4,3,2019,4,1,1,59,3,1,1,2,0,36000,3,NA,NA,NA,NA,4,4,3,1,1,1
"2540",5113057,1997,1,7,1,10,2,1,NA,1,2,2e+05,1,8,1,8,NA,NA,2,4,2,4,4,4,2019,4,1,0,22,1,0,1,4,0,2e+05,2,2,1,NA,NA,4,4,4,1,1,1
"2541",2111012,1964,1,3,2,10,4,2,NA,1,9,14400,1,4,1,4,1,4,5,5,6,4,5,5,2019,4,1,0,55,3,1,0,2,0,14400,5,9,0,4,1,4,5,5,1,NA,NA
"2542",5205044,1964,2,2,2,10,4,1,NA,1,3,96000,NA,NA,NA,NA,NA,NA,3,3,3,4,4,2,2019,4,1,1,55,3,1,1,1,0,96000,3,3,1,NA,NA,4,4,2,1,1,0
"2543",5205070,1963,2,4,2,64,4,1,NA,NA,NA,132000,2,1,2,1,1,6,5,5,3,3,3,3,2019,4,1,1,56,3,1,1,3,0,132000,5,NA,NA,6,0,3,3,3,1,1,1
"2544",5113040,1980,1,9,4,10,4,2,NA,1,3,170000,1,8,1,8,NA,NA,3,3,3,3,3,3,2019,4,1,0,39,2,0,0,4,0,170000,3,3,1,NA,NA,3,3,3,1,1,1
"2545",5113062,1971,2,7,2,10,4,2,NA,1,5,60000,2,1,2,1,1,6,3,5,5,3,3,3,2019,4,1,1,48,2,1,0,4,0,60000,3,5,0,6,0,3,3,3,1,1,1
"2546",5122019,1969,2,6,5,10,4,2,NA,NA,NA,14000,1,3,1,3,1,3,3,4,3,4,2,2,2019,4,1,1,50,3,0,0,3,0,14000,3,NA,NA,3,1,4,2,2,1,0,0
"2547",5113034,1977,1,9,2,10,3,2,NA,1,3,140000,2,1,2,1,1,4,4,4,4,4,3,3,2019,4,1,0,42,2,1,0,4,1,140000,4,3,1,4,1,4,3,3,1,1,1
"2548",2102053,1994,2,8,1,10,4,2,NA,NA,NA,NA,1,6,1,8,NA,NA,4,3,3,4,4,4,2019,4,1,1,25,1,0,0,4,0,NA,4,NA,NA,NA,NA,4,4,4,1,1,1
"2549",4218001,1990,1,4,2,10,4,1,NA,1,5,2e+05,2,1,2,1,1,3,4,5,2,4,4,4,2019,4,1,0,29,1,1,1,3,0,2e+05,4,5,0,3,1,4,4,4,1,1,1
"2550",5113064,1969,2,9,2,10,1,2,NA,1,3,1e+05,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2019,4,1,1,50,3,1,0,4,1,1e+05,4,3,1,NA,NA,3,3,3,1,1,1
"2551",4218007,1999,2,8,1,10,2,2,NA,NA,NA,90000,1,14,1,12,NA,NA,4,5,2,3,3,3,2019,4,1,1,20,1,0,0,4,0,90000,4,NA,NA,NA,NA,3,3,3,1,1,1
"2552",5113050,1998,1,7,1,10,2,2,NA,NA,NA,232000,NA,NA,NA,NA,NA,NA,3,3,3,4,3,3,2019,4,1,0,21,1,0,0,4,0,232000,3,NA,NA,NA,NA,4,3,3,1,1,1
"2553",5122030,1954,1,3,2,10,4,2,NA,NA,NA,150000,1,5,5,13,2,1,5,5,5,4,4,4,2019,4,1,0,65,3,1,0,2,0,150000,5,NA,NA,1,1,4,4,4,1,1,1
"2554",2101029,1951,2,3,5,10,4,2,NA,NA,NA,28800,1,3,1,3,1,3,5,5,5,4,5,5,2019,4,1,1,68,3,0,0,2,0,28800,5,NA,NA,3,1,4,5,5,1,NA,NA
"2555",5205046,1994,1,8,1,10,4,1,NA,1,2,130000,1,3,5,13,NA,NA,4,5,3,4,3,3,2019,4,1,0,25,1,0,1,4,0,130000,4,2,1,NA,NA,4,3,3,1,1,1
"2556",4222025,1975,1,3,2,10,4,1,NA,1,5,40000,2,1,2,1,NA,8,4,4,3,4,4,4,2019,4,1,0,44,2,1,1,2,0,40000,4,5,0,8,0,4,4,4,1,1,1
"2557",4218005,1967,1,3,2,10,4,1,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,2019,4,1,0,52,3,1,1,2,0,1e+05,5,NA,NA,NA,NA,5,5,5,NA,NA,NA
"2558",5122040,1974,2,7,1,10,4,2,NA,1,5,89600,1,3,1,3,NA,NA,3,4,2,4,4,3,2019,4,1,1,45,2,0,0,4,0,89600,3,5,0,NA,NA,4,4,3,1,1,1
"2559",4222005,1974,2,2,2,10,4,1,NA,1,5,11500,2,1,2,1,1,6,3,4,2,3,2,2,2019,4,1,1,45,2,1,1,1,0,11500,3,5,0,6,0,3,2,2,1,0,0
"2560",5205045,1967,2,1,2,10,4,2,NA,NA,NA,12000,2,1,2,1,1,6,5,5,5,3,3,1,2019,4,1,1,52,3,1,0,0,0,12000,5,NA,NA,6,0,3,3,1,1,1,0
"2561",4219069,1954,1,5,2,10,1,2,NA,1,2,1e+05,1,6,1,8,1,8,2,3,2,4,1,1,2019,4,1,0,65,3,1,0,3,1,1e+05,2,2,1,8,0,4,1,1,1,0,0
"2562",2118016,1951,1,2,4,10,4,1,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,6,5,5,4,4,4,2019,4,1,0,68,3,0,1,1,0,12000,6,NA,NA,NA,NA,4,4,4,1,1,1
"2563",5122047,1967,1,3,2,10,4,2,NA,1,1,133800,1,3,1,3,1,3,5,2,5,4,4,4,2019,4,1,0,52,3,1,0,2,0,133800,5,1,1,3,1,4,4,4,1,1,1
"2564",2104013,1982,2,8,2,10,1,3,NA,NA,NA,9000,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,2019,4,1,1,37,2,1,0,4,1,9000,3,NA,NA,NA,NA,4,4,3,1,1,1
"2565",5122009,1970,1,4,3,10,4,1,NA,1,5,106000,2,1,2,1,1,14,4,4,4,4,3,3,2019,4,1,0,49,2,1,1,3,0,106000,4,5,0,14,NA,4,3,3,1,1,1
"2566",4222014,1970,2,1,2,10,4,1,NA,NA,NA,80480,NA,NA,NA,NA,NA,NA,4,3,3,1,1,1,2019,4,1,1,49,2,1,1,0,0,80480,4,NA,NA,NA,NA,1,1,1,0,0,0
"2567",2102052,1972,2,7,5,10,1,2,NA,1,8,36000,NA,NA,NA,NA,NA,NA,3,4,2,4,4,3,2019,4,1,1,47,2,0,0,4,1,36000,3,8,0,NA,NA,4,4,3,1,1,1
"2568",5113043,1974,2,9,2,10,4,2,NA,1,3,150000,NA,NA,NA,NA,NA,NA,3,4,3,3,3,3,2019,4,1,1,45,2,1,0,4,0,150000,3,3,1,NA,NA,3,3,3,1,1,1
"2569",2102039,1984,2,8,2,10,1,3,NA,NA,NA,96000,NA,NA,NA,NA,NA,NA,3,3,3,4,4,3,2019,4,1,1,35,2,1,0,4,1,96000,3,NA,NA,NA,NA,4,4,3,1,1,1
"2570",4222021,1964,2,1,2,10,4,1,NA,4,NA,22400,2,1,2,1,2,1,4,5,3,4,2,3,2019,4,1,1,55,3,1,1,0,0,22400,4,NA,0,1,1,4,2,3,1,0,1
"2571",4222003,1956,1,4,2,10,4,1,NA,4,NA,16000,2,1,2,1,2,1,3,3,6,4,3,3,2019,4,1,0,63,3,1,1,3,0,16000,3,NA,0,1,1,4,3,3,1,1,1
"2572",4222019,2001,2,4,1,10,2,1,NA,NA,NA,81060,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,2019,4,1,1,18,18,0,1,3,0,81060,3,NA,NA,NA,NA,4,3,3,1,1,1
"2573",2102028,1972,2,7,1,10,4,3,NA,1,5,36000,NA,NA,NA,NA,NA,NA,4,4,3,3,3,3,2019,4,1,1,47,2,0,0,4,0,36000,4,5,0,NA,NA,3,3,3,1,1,1
"2574",2102075,1991,2,8,1,10,1,2,NA,1,5,36000,1,4,1,4,NA,NA,3,3,2,4,3,3,2019,4,1,1,28,1,0,0,4,1,36000,3,5,0,NA,NA,4,3,3,1,1,1
"2575",2102083,1990,2,8,1,10,4,2,NA,1,3,30000,1,4,1,4,NA,NA,4,4,6,3,3,3,2019,4,1,1,29,1,0,0,4,0,30000,4,3,1,NA,NA,3,3,3,1,1,1
"2576",5208035,1984,2,3,2,10,4,1,NA,NA,NA,97640,NA,NA,NA,NA,NA,NA,3,5,2,4,4,4,2019,4,1,1,35,2,1,1,2,0,97640,3,NA,NA,NA,NA,4,4,4,1,1,1
"2577",2102054,1984,2,9,2,13,4,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA,3,6,3,4,4,4,2019,4,1,1,35,2,1,0,4,0,NA,3,5,0,NA,NA,4,4,4,1,1,1
"2578",2101075,1998,1,7,1,10,4,3,NA,NA,NA,NA,4,14,1,6,NA,NA,4,4,3,3,3,3,2019,4,1,0,21,1,0,0,4,0,NA,4,NA,NA,NA,NA,3,3,3,1,1,1
"2579",2112007,1995,2,7,1,10,4,2,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,5,5,3,4,4,4,2019,4,1,1,24,1,0,0,4,0,1e+05,5,NA,NA,NA,NA,4,4,4,1,1,1
"2580",6113056,1973,2,8,2,10,4,2,NA,1,2,150000,5,13,5,13,1,3,2,4,2,3,3,3,2019,4,1,1,46,2,1,0,4,0,150000,2,2,1,3,1,3,3,3,1,1,1
"2581",6113096,1974,2,4,2,10,4,2,NA,1,9,60000,2,13,2,13,1,13,3,3,3,3,3,3,2019,4,1,1,45,2,1,0,3,0,60000,3,9,0,13,NA,3,3,3,1,1,1
"2582",6113111,1978,2,4,2,10,4,2,NA,1,3,1e+05,NA,NA,NA,NA,NA,NA,5,5,5,4,4,4,2019,4,1,1,41,2,1,0,3,0,1e+05,5,3,1,NA,NA,4,4,4,1,1,1
"2583",5122064,1980,2,2,2,10,4,1,NA,1,11,88850,NA,NA,NA,NA,NA,NA,5,5,6,4,4,4,2019,4,1,1,39,2,1,1,1,0,88850,5,11,0,NA,NA,4,4,4,1,1,1
"2584",4222016,1963,2,2,2,10,4,1,NA,NA,NA,30000,2,1,2,1,2,1,6,6,6,4,4,3,2019,4,1,1,56,3,1,1,1,0,30000,6,NA,NA,1,1,4,4,3,1,1,1
"2585",4222006,1973,2,2,2,10,4,1,NA,NA,NA,30320,NA,NA,NA,NA,NA,NA,5,5,6,4,4,4,2019,4,1,1,46,2,1,1,1,0,30320,5,NA,NA,NA,NA,4,4,4,1,1,1
"2586",5122029,1968,1,3,2,10,1,2,NA,1,2,70000,1,3,1,3,3,3,3,3,3,4,3,3,2019,4,1,0,51,3,1,0,2,1,70000,3,2,1,3,1,4,3,3,1,1,1
"2587",5122058,1970,2,2,4,10,4,2,NA,NA,NA,28600,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,2019,4,1,1,49,2,0,0,1,0,28600,4,NA,NA,NA,NA,4,3,3,1,1,1
"2588",4222017,1977,1,3,2,10,4,1,NA,4,NA,23000,NA,NA,NA,NA,NA,NA,5,5,5,2,2,3,2019,4,1,0,42,2,1,1,2,0,23000,5,NA,0,NA,NA,2,2,3,0,0,1
"2589",5122014,1950,2,2,5,10,4,1,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,5,5,3,3,3,3,2019,4,1,1,69,3,0,1,1,0,60000,5,NA,NA,NA,NA,3,3,3,1,1,1
"2590",2113067,1968,1,3,2,10,4,1,NA,1,7,1e+05,2,1,2,1,1,8,4,4,4,4,4,4,2019,4,1,0,51,3,1,1,2,0,1e+05,4,7,0,8,0,4,4,4,1,1,1
"2591",5122023,1972,2,3,2,10,4,2,NA,1,7,109600,1,3,1,3,1,4,3,3,2,4,4,3,2019,4,1,1,47,2,1,0,2,0,109600,3,7,0,4,1,4,4,3,1,1,1
"2592",2118001,1964,1,2,2,10,1,2,NA,1,5,3e+05,1,3,1,3,1,3,3,3,1,4,2,2,2019,4,1,0,55,3,1,0,1,1,3e+05,3,5,0,3,1,4,2,2,1,0,0
"2593",5113036,1983,2,9,1,10,1,2,NA,1,3,60000,2,11,2,11,NA,NA,3,4,2,3,3,3,2019,4,1,1,36,2,0,0,4,1,60000,3,3,1,NA,NA,3,3,3,1,1,1
"2594",2113028,1950,2,2,2,10,4,2,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,3,4,1,4,2,3,2019,4,1,1,69,3,1,0,1,0,60000,3,NA,NA,NA,NA,4,2,3,1,0,1
"2595",2110019,2001,2,8,1,10,2,1,NA,NA,NA,80000,NA,NA,NA,NA,NA,NA,4,4,4,3,3,3,2019,4,1,1,18,18,0,1,4,0,80000,4,NA,NA,NA,NA,3,3,3,1,1,1
"2596",2119022,1974,2,4,2,10,4,2,NA,1,2,1e+05,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,2019,4,1,1,45,2,1,0,3,0,1e+05,4,2,1,NA,NA,4,4,4,1,1,1
"2597",5113024,1988,1,8,1,10,4,2,NA,1,3,80000,1,3,1,3,NA,NA,3,4,2,4,3,3,2019,4,1,0,31,2,0,0,4,0,80000,3,3,1,NA,NA,4,3,3,1,1,1
