"","id","s41","a2","a3a","s5","a18","a4","a10","a7a","a8a","a43a","a62","a69","a73","a87","a88","a59j","a59k","d302","d303","year","wave","time","province","rural","female","age","corhort","marriage","socialLevel","hukouRural","race","party","party_parter","edu","incomePer","incomeFam","job","occ","occR","occ_parter","occ_parterR","trust_gover","trust_local","trust_goverR","trust_localR"
"9680",9682,330000,1,1938,1,2,1,4,4,21600,5,21600,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,0,72,4,0,5,0,1,0,NA,2,21600,21600,NA,NA,NA,NA,NA,5,4,1,1
"9681",9683,330000,2,1970,1,2,1,4,4,50000,6,150000,3,4,5,3,5,3,3,3,2010,3,0,"浙江省",0,1,40,2,1,6,0,1,0,0,2,50000,150000,5,3,0,3,0,3,3,NA,NA
"9682",9684,330000,1,1962,1,4,1,1,12,80000,5,1e+05,3,4,3,1,1,NA,4,4,2010,3,0,"浙江省",0,0,48,2,1,5,0,1,1,0,4,80000,1e+05,1,NA,1,1,1,4,4,1,1
"9683",9685,330000,1,1943,1,4,1,1,5,21600,10,43500,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,0,67,3,1,10,0,1,1,0,3,21600,43500,NA,NA,NA,NA,NA,5,5,1,1
"9684",9686,330000,1,1960,1,1,1,4,2,1e+05,5,180000,3,4,5,3,5,3,5,5,2010,3,0,"浙江省",0,0,50,3,1,5,1,1,0,0,1,1e+05,180000,5,3,0,3,0,5,5,1,1
"9685",9687,330000,2,1966,1,2,1,4,9,9999999,5,9999999,3,1,1,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,44,2,1,5,0,1,0,1,4,NA,NA,NA,NA,NA,NA,1,4,4,1,1
"9686",9688,330000,2,1977,1,2,1,4,7,9999999,4,9999999,3,4,5,3,5,3,4,3,2010,3,0,"浙江省",0,1,33,2,1,4,0,1,0,0,3,NA,NA,5,3,0,3,0,4,3,1,NA
"9687",9689,330000,2,1974,1,2,1,4,5,0,5,9999999,3,4,5,3,NA,NA,3,2,2010,3,0,"浙江省",0,1,36,2,1,5,0,1,0,0,3,0,NA,NA,NA,NA,3,0,3,2,NA,0
"9688",9690,330000,1,1957,1,1,1,4,6,3e+05,5,350000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,53,3,1,5,1,1,0,0,3,3e+05,350000,NA,NA,NA,NA,NA,4,4,1,1
"9689",9691,330000,2,1941,1,4,1,4,6,20000,5,9999999,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,69,3,0,5,0,1,0,NA,3,20000,NA,NA,NA,NA,NA,NA,4,4,1,1
"9690",9692,330000,2,1979,1,2,1,3,7,10000,5,20000,4,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,31,2,0,5,0,1,0,0,3,10000,20000,NA,NA,NA,NA,NA,4,4,1,1
"9691",9693,330000,1,1991,1,1,1,3,10,9999997,5,3e+05,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,19,1,0,5,1,1,0,NA,4,NA,3e+05,NA,NA,NA,NA,NA,4,4,1,1
"9692",9694,330000,2,1989,1,1,1,1,12,10000,6,2e+05,1,NA,NA,NA,1,NA,4,2,2010,3,0,"浙江省",0,1,21,1,0,6,1,1,1,NA,4,10000,2e+05,1,NA,1,NA,NA,4,2,1,0
"9693",9695,330000,1,1974,1,2,1,1,6,1e+05,5,1e+05,3,4,NA,NA,5,3,4,4,2010,3,0,"浙江省",0,0,36,2,1,5,0,1,1,0,3,1e+05,1e+05,5,3,0,NA,NA,4,4,1,1
"9694",9696,330000,2,1981,1,2,1,1,12,9999999,5,9999999,3,4,3,1,3,1,3,3,2010,3,0,"浙江省",0,1,29,1,1,5,0,1,1,0,4,NA,NA,3,1,1,1,1,3,3,NA,NA
"9695",9697,330000,1,1988,1,2,1,4,1,9999999,5,9999999,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,22,1,0,5,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
"9696",9698,330000,2,1927,1,2,1,4,3,21600,5,21600,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,1,83,4,0,5,0,1,0,NA,1,21600,21600,NA,NA,NA,NA,NA,5,4,1,1
"9697",9699,330000,1,1963,1,4,1,4,6,40000,3,70000,3,1,3,1,2,1,4,3,2010,3,0,"浙江省",0,0,47,2,1,3,0,1,0,1,3,40000,70000,2,1,1,1,1,4,3,1,NA
"9698",9700,330000,1,1989,1,1,1,3,4,20000,1,9999999,1,NA,NA,NA,5,3,4,4,2010,3,0,"浙江省",0,0,21,1,0,1,1,1,0,NA,2,20000,NA,5,3,0,NA,NA,4,4,1,1
"9699",9701,330000,2,1963,1,1,1,3,3,12000,5,40000,3,4,3,1,3,1,5,5,2010,3,0,"浙江省",0,1,47,2,1,5,1,1,0,0,1,12000,40000,3,1,1,1,1,5,5,1,1
"9700",9702,330000,1,1976,1,2,1,3,10,50000,4,1e+05,3,1,2,3,2,3,2,1,2010,3,0,"浙江省",0,0,34,2,1,4,0,1,0,1,4,50000,1e+05,2,3,0,3,0,2,1,0,0
"9701",9703,330000,2,1933,1,2,1,4,3,21600,4,21600,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,1,77,4,0,4,0,1,0,NA,1,21600,21600,NA,NA,NA,NA,NA,5,4,1,1
"9702",9704,330000,1,1962,1,2,1,4,4,150000,5,180000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"浙江省",0,0,48,2,1,5,0,1,0,0,2,150000,180000,NA,NA,NA,NA,NA,5,3,1,NA
"9703",9705,330000,1,1991,1,1,1,3,10,0,4,1e+05,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,19,1,0,4,1,1,0,NA,4,0,1e+05,NA,NA,NA,NA,NA,4,4,1,1
"9704",9706,330000,2,1959,1,4,1,4,4,9999999,5,20000,3,4,NA,NA,NA,NA,3,3,2010,3,0,"浙江省",0,1,51,3,1,5,0,1,0,0,2,NA,20000,NA,NA,NA,NA,NA,3,3,NA,NA
"9705",9707,330000,2,1980,1,2,1,4,10,0,4,9999999,3,4,2,3,NA,NA,3,2,2010,3,0,"浙江省",0,1,30,2,1,4,0,1,0,0,4,0,NA,NA,NA,NA,3,0,3,2,NA,0
"9706",9708,330000,2,1967,1,2,1,4,4,9999997,5,180000,3,4,2,6,5,3,4,2,2010,3,0,"浙江省",0,1,43,2,1,5,0,1,0,0,2,NA,180000,5,3,0,6,0,4,2,1,0
"9707",9709,330000,2,1924,1,1,1,4,1,9999999,3,9999998,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,1,86,4,0,3,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,5,5,1,1
"9708",9710,330000,1,1952,1,4,1,4,4,9999997,4,30000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,0,58,3,1,4,0,1,0,0,2,NA,30000,NA,NA,NA,NA,NA,5,4,1,1
"9709",9711,330000,2,1965,1,2,1,4,4,9999998,5,2e+05,3,4,5,3,5,3,5,5,2010,3,0,"浙江省",0,1,45,2,1,5,0,1,0,0,2,NA,2e+05,5,3,0,3,0,5,5,1,1
"9710",9712,330000,1,1949,1,2,1,4,4,18000,6,20000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"浙江省",0,0,61,3,1,6,0,1,0,0,2,18000,20000,NA,NA,NA,NA,NA,4,3,1,NA
"9711",9713,330000,2,1933,1,2,1,4,2,18000,5,18000,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,1,77,4,0,5,0,1,0,NA,1,18000,18000,NA,NA,NA,NA,NA,5,5,1,1
"9712",9714,330000,2,1986,1,2,1,4,12,9999997,4,9999998,1,NA,NA,NA,2,3,4,3,2010,3,0,"浙江省",0,1,24,1,0,4,0,1,0,NA,4,NA,NA,2,3,0,NA,NA,4,3,1,NA
"9713",9715,330000,1,1932,1,2,1,4,3,24000,5,48000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,0,78,4,1,5,0,1,0,0,1,24000,48000,NA,NA,NA,NA,NA,5,5,1,1
"9714",9716,330000,1,1937,1,2,1,4,3,21600,4,24000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,0,73,4,1,4,0,1,0,0,1,21600,24000,NA,NA,NA,NA,NA,5,4,1,1
"9715",9717,330000,2,1933,1,2,1,4,3,4200,5,9999997,6,NA,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,1,77,4,0,5,0,1,0,NA,1,4200,NA,NA,NA,NA,NA,NA,5,4,1,1
"9716",9718,330000,1,1965,1,1,1,4,3,10000,3,10000,3,4,NA,NA,7,NA,4,4,2010,3,0,"浙江省",0,0,45,2,1,3,1,1,0,0,1,10000,10000,7,NA,NA,NA,NA,4,4,1,1
"9717",9719,330000,2,1982,1,1,1,4,5,1e+05,6,2e+05,3,4,5,3,NA,NA,4,3,2010,3,0,"浙江省",0,1,28,1,1,6,1,1,0,0,3,1e+05,2e+05,NA,NA,NA,3,0,4,3,1,NA
"9718",9720,330000,2,1949,1,2,1,4,1,15000,5,9999999,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"浙江省",0,1,61,3,0,5,0,1,0,NA,0,15000,NA,NA,NA,NA,NA,NA,5,5,1,1
"9719",9721,330000,2,1991,1,4,1,3,5,9999997,4,9999998,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,19,1,0,4,0,1,0,NA,3,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
"9720",9722,330000,1,1949,1,2,1,4,4,12000,3,15000,3,4,NA,NA,NA,NA,3,3,2010,3,0,"浙江省",0,0,61,3,1,3,0,1,0,0,2,12000,15000,NA,NA,NA,NA,NA,3,3,NA,NA
"9721",9723,330000,1,1953,1,1,1,1,4,20000,3,60000,3,4,NA,NA,5,3,3,2,2010,3,0,"浙江省",0,0,57,3,1,3,1,1,1,0,2,20000,60000,5,3,0,NA,NA,3,2,NA,0
"9722",9724,330000,1,1955,1,4,1,4,5,1e+05,7,2e+05,3,3,NA,NA,2,3,4,4,2010,3,0,"浙江省",0,0,55,3,1,7,0,1,0,0,3,1e+05,2e+05,2,3,0,NA,NA,4,4,1,1
"9723",9725,330000,2,1970,1,4,1,4,11,9999999,7,9999999,3,1,2,3,NA,NA,2,2,2010,3,0,"浙江省",0,1,40,2,1,7,0,1,0,1,4,NA,NA,NA,NA,NA,3,0,2,2,0,0
"9724",9726,330000,1,1977,1,2,1,4,4,40000,3,9999999,3,4,5,3,2,3,2,1,2010,3,0,"浙江省",0,0,33,2,1,3,0,1,0,0,2,40000,NA,2,3,0,3,0,2,1,0,0
"9725",9727,330000,2,1984,1,2,1,3,10,45000,4,110000,1,NA,NA,NA,2,3,3,3,2010,3,0,"浙江省",0,1,26,1,0,4,0,1,0,NA,4,45000,110000,2,3,0,NA,NA,3,3,NA,NA
"9726",9728,330000,1,1973,1,2,8,4,6,9999999,8,9999999,3,4,2,3,2,3,4,4,2010,3,0,"浙江省",0,0,37,2,1,8,0,0,0,0,3,NA,NA,2,3,0,3,0,4,4,1,1
"9727",9729,330000,1,1979,1,2,1,4,4,9999999,5,9999999,1,NA,NA,NA,2,3,4,3,2010,3,0,"浙江省",0,0,31,2,0,5,0,1,0,NA,2,NA,NA,2,3,0,NA,NA,4,3,1,NA
"9728",9730,330000,2,1987,1,2,1,3,8,30000,3,9999998,1,NA,NA,NA,NA,NA,2,2,2010,3,0,"浙江省",0,1,23,1,0,3,0,1,0,NA,3,30000,NA,NA,NA,NA,NA,NA,2,2,0,0
"9729",9731,330000,1,1983,1,2,1,4,4,60000,3,9999999,3,1,2,3,5,3,4,3,2010,3,0,"浙江省",0,0,27,1,1,3,0,1,0,1,2,60000,NA,5,3,0,3,0,4,3,1,NA
"9730",9732,330000,1,1977,1,4,1,4,11,60000,5,150000,3,4,3,1,3,2,3,4,2010,3,0,"浙江省",0,0,33,2,1,5,0,1,0,0,4,60000,150000,3,2,1,1,1,3,4,NA,1
"9731",9733,330000,2,1987,1,1,1,4,5,20000,1,60000,1,NA,NA,NA,5,3,4,4,2010,3,0,"浙江省",0,1,23,1,0,1,1,1,0,NA,3,20000,60000,5,3,0,NA,NA,4,4,1,1
"9732",9734,330000,1,1985,1,1,1,4,6,30000,5,1e+05,1,NA,NA,NA,5,3,3,3,2010,3,0,"浙江省",0,0,25,1,0,5,1,1,0,NA,3,30000,1e+05,5,3,0,NA,NA,3,3,NA,NA
"9733",9735,330000,1,1962,1,4,1,4,6,180000,5,3e+05,3,4,5,3,5,3,5,2,2010,3,0,"浙江省",0,0,48,2,1,5,0,1,0,0,3,180000,3e+05,5,3,0,3,0,5,2,1,0
"9734",9736,330000,2,1952,1,4,1,4,9,60000,5,60000,6,NA,NA,NA,NA,NA,2,2,2010,3,0,"浙江省",0,1,58,3,0,5,0,1,0,NA,4,60000,60000,NA,NA,NA,NA,NA,2,2,0,0
"9735",9737,330000,2,1990,1,1,1,4,6,26700,5,350000,1,NA,NA,NA,2,2,3,3,2010,3,0,"浙江省",0,1,20,1,0,5,1,1,0,NA,3,26700,350000,2,2,1,NA,NA,3,3,NA,NA
"9736",9738,330000,1,1990,1,1,1,3,6,9999997,4,9999999,1,NA,NA,NA,NA,NA,5,3,2010,3,0,"浙江省",0,0,20,1,0,4,1,1,0,NA,3,NA,NA,NA,NA,NA,NA,NA,5,3,1,NA
"9737",9739,330000,2,1962,1,4,1,4,6,9999999,5,9999999,3,4,5,6,5,3,4,4,2010,3,0,"浙江省",0,1,48,2,1,5,0,1,0,0,3,NA,NA,5,3,0,6,0,4,4,1,1
"9738",9740,330000,1,1973,1,2,1,4,4,9999998,7,9999998,3,4,2,3,5,3,4,4,2010,3,0,"浙江省",0,0,37,2,1,7,0,1,0,0,2,NA,NA,5,3,0,3,0,4,4,1,1
"9739",9741,330000,1,1936,1,4,1,4,7,24000,7,9999998,3,4,2,3,5,3,3,3,2010,3,0,"浙江省",0,0,74,4,1,7,0,1,0,0,3,24000,NA,5,3,0,3,0,3,3,NA,NA
"9740",9742,330000,2,1990,1,4,1,4,7,40000,6,9999998,1,NA,NA,NA,7,NA,4,4,2010,3,0,"浙江省",0,1,20,1,0,6,0,1,0,NA,3,40000,NA,7,NA,NA,NA,NA,4,4,1,1
"9741",9743,330000,2,1953,1,4,1,4,4,12000,5,9999998,3,1,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,57,3,1,5,0,1,0,1,2,12000,NA,NA,NA,NA,NA,NA,4,4,1,1
"9742",9744,330000,2,1961,1,2,1,1,13,250000,7,9999998,5,NA,NA,NA,3,2,4,4,2010,3,0,"浙江省",0,1,49,2,0,7,0,1,1,NA,4,250000,NA,3,2,1,NA,NA,4,4,1,1
"9743",9745,330000,2,1977,1,2,1,1,5,20000,4,50000,3,4,7,6,7,6,5,5,2010,3,0,"浙江省",0,1,33,2,1,4,0,1,1,0,3,20000,50000,7,6,0,6,0,5,5,1,1
"9744",9746,330000,2,1990,1,1,1,4,5,30000,3,1e+05,1,NA,NA,NA,2,2,5,5,2010,3,0,"浙江省",0,1,20,1,0,3,1,1,0,NA,3,30000,1e+05,2,2,1,NA,NA,5,5,1,1
"9745",9747,330000,1,1970,1,4,1,1,6,70000,5,1e+05,3,1,NA,NA,2,1,5,4,2010,3,0,"浙江省",0,0,40,2,1,5,0,1,1,1,3,70000,1e+05,2,1,1,NA,NA,5,4,1,1
"9746",9748,330000,1,1982,1,2,1,4,6,9999999,5,9999999,3,4,2,3,2,3,4,3,2010,3,0,"浙江省",0,0,28,1,1,5,0,1,0,0,3,NA,NA,2,3,0,3,0,4,3,1,NA
"9747",9749,330000,2,1987,1,4,1,3,12,9999997,5,250000,1,NA,NA,NA,NA,NA,4,3,2010,3,0,"浙江省",0,1,23,1,0,5,0,1,0,NA,4,NA,250000,NA,NA,NA,NA,NA,4,3,1,NA
"9748",9750,330000,2,1975,1,1,1,4,4,9999999,3,9999999,3,4,5,3,5,3,4,4,2010,3,0,"浙江省",0,1,35,2,1,3,1,1,0,0,2,NA,NA,5,3,0,3,0,4,4,1,1
"9749",9751,330000,2,1972,1,2,1,1,10,9999999,5,9999999,3,4,2,3,2,2,4,4,2010,3,0,"浙江省",0,1,38,2,1,5,0,1,1,0,4,NA,NA,2,2,1,3,0,4,4,1,1
"9750",9752,330000,1,1948,1,7,1,4,7,9999998,6,9999998,3,4,5,3,5,3,3,3,2010,3,0,"浙江省",0,0,62,3,1,6,NA,1,0,0,3,NA,NA,5,3,0,3,0,3,3,NA,NA
"9751",9753,330000,1,1966,1,2,1,1,4,1e+06,5,1010000,3,4,NA,NA,5,3,5,5,2010,3,0,"浙江省",0,0,44,2,1,5,0,1,1,0,2,1e+06,1010000,5,3,0,NA,NA,5,5,1,1
"9752",9754,330000,1,1978,1,2,1,4,12,1e+05,1,9999999,3,1,2,3,3,2,2,2,2010,3,0,"浙江省",0,0,32,2,1,1,0,1,0,1,4,1e+05,NA,3,2,1,3,0,2,2,0,0
"9753",9755,330000,1,1991,1,1,1,4,5,10000,3,1e+05,1,NA,NA,NA,5,3,4,4,2010,3,0,"浙江省",0,0,19,1,0,3,1,1,0,NA,3,10000,1e+05,5,3,0,NA,NA,4,4,1,1
"9754",9756,330000,1,1991,1,4,1,3,6,9999997,6,9999999,1,NA,NA,NA,NA,NA,4,3,2010,3,0,"浙江省",0,0,19,1,0,6,0,1,0,NA,3,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA
"9755",9757,330000,1,1965,1,1,1,4,10,9999998,5,150000,3,4,2,3,2,3,2,3,2010,3,0,"浙江省",0,0,45,2,1,5,1,1,0,0,4,NA,150000,2,3,0,3,0,2,3,0,NA
"9756",9758,330000,2,1976,1,1,1,4,3,0,3,9999998,3,4,5,3,NA,NA,2,3,2010,3,0,"浙江省",0,1,34,2,1,3,1,1,0,0,1,0,NA,NA,NA,NA,3,0,2,3,0,NA
"9757",9759,330000,2,1974,1,4,1,4,12,1e+05,6,3e+05,3,4,5,3,2,1,1,1,2010,3,0,"浙江省",0,1,36,2,1,6,0,1,0,0,4,1e+05,3e+05,2,1,1,3,0,1,1,0,0
"9758",9760,330000,2,1955,1,2,1,4,4,12000,6,80000,3,4,5,3,5,3,3,1,2010,3,0,"浙江省",0,1,55,3,1,6,0,1,0,0,2,12000,80000,5,3,0,3,0,3,1,NA,0
"9759",9761,330000,2,1956,1,1,1,4,4,1e+05,6,5e+05,3,4,NA,NA,5,NA,4,4,2010,3,0,"浙江省",0,1,54,3,1,6,1,1,0,0,2,1e+05,5e+05,5,NA,0,NA,NA,4,4,1,1
"9760",9762,330000,1,1980,1,1,1,4,13,9999999,6,2e+05,3,4,3,1,1,NA,4,4,2010,3,0,"浙江省",0,0,30,2,1,6,1,1,0,0,4,NA,2e+05,1,NA,1,1,1,4,4,1,1
"9761",9763,330000,1,1984,1,2,1,3,10,1e+05,7,9999998,1,NA,NA,NA,5,3,4,3,2010,3,0,"浙江省",0,0,26,1,0,7,0,1,0,NA,4,1e+05,NA,5,3,0,NA,NA,4,3,1,NA
"9762",9764,330000,2,1987,1,2,1,4,8,9999998,5,9999999,1,NA,NA,NA,2,3,4,3,2010,3,0,"浙江省",0,1,23,1,0,5,0,1,0,NA,3,NA,NA,2,3,0,NA,NA,4,3,1,NA
"9763",9765,330000,1,1968,1,1,1,4,4,9999998,3,9999999,3,4,2,2,2,2,3,3,2010,3,0,"浙江省",0,0,42,2,1,3,1,1,0,0,2,NA,NA,2,2,1,2,1,3,3,NA,NA
"9764",9766,330000,2,1963,1,1,1,4,4,53600,3,56000,3,4,5,3,5,3,4,4,2010,3,0,"浙江省",0,1,47,2,1,3,1,1,0,0,2,53600,56000,5,3,0,3,0,4,4,1,1
"9765",9767,330000,1,1982,1,2,1,4,12,9999999,7,9999999,3,4,2,1,2,3,4,4,2010,3,0,"浙江省",0,0,28,1,1,7,0,1,0,0,4,NA,NA,2,3,0,1,1,4,4,1,1
"9766",9768,330000,1,1958,1,2,1,4,4,7200,4,50000,3,4,5,3,NA,NA,4,4,2010,3,0,"浙江省",0,0,52,3,1,4,0,1,0,0,2,7200,50000,NA,NA,NA,3,0,4,4,1,1
"9767",9769,330000,2,1946,1,2,1,4,1,3180,2,3180,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,64,3,0,2,0,1,0,NA,0,3180,3180,NA,NA,NA,NA,NA,4,4,1,1
"9768",9770,330000,1,1958,1,2,1,4,10,9999998,8,5e+05,3,NA,NA,NA,NA,NA,2,2,2010,3,0,"浙江省",0,0,52,3,1,8,0,1,0,NA,4,NA,5e+05,NA,NA,NA,NA,NA,2,2,0,0
"9769",9771,330000,1,1962,1,2,1,4,6,10000,4,20000,3,4,2,3,5,3,4,4,2010,3,0,"浙江省",0,0,48,2,1,4,0,1,0,0,3,10000,20000,5,3,0,3,0,4,4,1,1
"9770",9772,330000,1,1959,1,2,1,4,6,9999999,6,9999999,3,4,NA,NA,NA,NA,4,3,2010,3,0,"浙江省",0,0,51,3,1,6,0,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA
"9771",9773,330000,1,1929,1,2,1,4,12,40000,4,9999999,3,4,5,3,NA,NA,4,4,2010,3,0,"浙江省",0,0,81,4,1,4,0,1,0,0,4,40000,NA,NA,NA,NA,3,0,4,4,1,1
"9772",9774,330000,2,1963,1,2,1,4,10,9999999,6,9999999,3,4,2,1,2,1,4,4,2010,3,0,"浙江省",0,1,47,2,1,6,0,1,0,0,4,NA,NA,2,1,1,1,1,4,4,1,1
"9773",9775,330000,1,1960,1,2,1,1,9,60000,6,2e+05,3,1,1,NA,1,NA,5,5,2010,3,0,"浙江省",0,0,50,3,1,6,0,1,1,1,4,60000,2e+05,1,NA,1,NA,1,5,5,1,1
"9774",9776,330000,2,1989,1,1,1,4,9,14000,4,9999999,1,NA,NA,NA,2,3,3,3,2010,3,0,"浙江省",0,1,21,1,0,4,1,1,0,NA,4,14000,NA,2,3,0,NA,NA,3,3,NA,NA
"9775",9777,330000,2,1987,1,2,1,1,12,9999997,2,9999999,1,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,23,1,0,2,0,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
"9776",9778,330000,1,1984,1,2,1,1,12,9999999,6,9999998,3,4,NA,NA,3,3,4,4,2010,3,0,"浙江省",0,0,26,1,1,6,0,1,1,0,4,NA,NA,3,3,1,NA,NA,4,4,1,1
"9777",9779,330000,1,1970,1,2,1,1,9,9999999,6,9999999,3,4,NA,NA,2,3,4,4,2010,3,0,"浙江省",0,0,40,2,1,6,0,1,1,0,4,NA,NA,2,3,0,NA,NA,4,4,1,1
"9778",9780,330000,2,1935,1,2,1,4,1,8400,3,9999998,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,75,4,0,3,0,1,0,NA,0,8400,NA,NA,NA,NA,NA,NA,4,4,1,1
"9779",9781,330000,1,1982,1,2,1,4,12,1e+05,8,150000,1,NA,NA,NA,2,1,4,4,2010,3,0,"浙江省",0,0,28,1,0,8,0,1,0,NA,4,1e+05,150000,2,1,1,NA,NA,4,4,1,1
"9780",9782,330000,2,1979,1,2,1,4,6,9999997,5,9999999,3,4,5,3,NA,NA,4,4,2010,3,0,"浙江省",0,1,31,2,1,5,0,1,0,0,3,NA,NA,NA,NA,NA,3,0,4,4,1,1
"9781",9783,330000,1,1967,1,2,1,4,4,9999997,5,9999999,3,4,5,3,5,3,3,3,2010,3,0,"浙江省",0,0,43,2,1,5,0,1,0,0,2,NA,NA,5,3,0,3,0,3,3,NA,NA
"9782",9784,330000,1,1950,1,2,1,4,4,9999999,7,90000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,60,3,1,7,0,1,0,0,2,NA,90000,NA,NA,NA,NA,NA,4,4,1,1
"9783",9785,330000,2,1963,1,2,1,4,6,20000,4,40000,3,4,2,3,2,3,4,4,2010,3,0,"浙江省",0,1,47,2,1,4,0,1,0,0,3,20000,40000,2,3,0,3,0,4,4,1,1
"9784",9786,330000,1,1939,1,2,1,1,4,30000,4,56400,3,1,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,71,4,1,4,0,1,1,1,2,30000,56400,NA,NA,NA,NA,NA,4,4,1,1
"9785",9787,330000,1,1927,1,2,1,1,12,24000,6,36000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"浙江省",0,0,83,4,1,6,0,1,1,0,4,24000,36000,NA,NA,NA,NA,NA,5,4,1,1
"9786",9788,330000,1,1952,1,2,1,4,4,20000,6,50000,3,1,3,1,2,1,5,4,2010,3,0,"浙江省",0,0,58,3,1,6,0,1,0,1,2,20000,50000,2,1,1,1,1,5,4,1,1
"9787",9789,330000,2,1983,1,2,1,4,7,30000,5,9999999,3,4,2,3,3,1,4,4,2010,3,0,"浙江省",0,1,27,1,1,5,0,1,0,0,3,30000,NA,3,1,1,3,0,4,4,1,1
"9788",9790,330000,1,1936,1,2,1,1,4,18000,6,9999998,3,4,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,74,4,1,6,0,1,1,0,2,18000,NA,NA,NA,NA,NA,NA,4,4,1,1
"9789",9791,330000,2,1958,1,1,1,4,4,0,5,60000,3,4,5,3,NA,NA,4,3,2010,3,0,"浙江省",0,1,52,3,1,5,1,1,0,0,2,0,60000,NA,NA,NA,3,0,4,3,1,NA
"9790",9792,330000,1,1955,1,4,1,4,4,9999999,6,9999999,3,4,2,3,2,3,4,4,2010,3,0,"浙江省",0,0,55,3,1,6,0,1,0,0,2,NA,NA,2,3,0,3,0,4,4,1,1
"9791",9793,330000,2,1942,1,2,4,4,7,22272,6,9999999,6,NA,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,1,68,3,0,6,0,0,0,NA,3,22272,NA,NA,NA,NA,NA,NA,4,4,1,1
"9792",9794,330000,1,1951,1,4,1,1,6,50000,6,50000,3,4,NA,NA,1,NA,4,3,2010,3,0,"浙江省",0,0,59,3,1,6,0,1,1,0,3,50000,50000,1,NA,1,NA,NA,4,3,1,NA
"9793",9795,330000,1,1932,1,2,1,4,1,24000,4,60000,6,NA,NA,NA,NA,NA,3,3,2010,3,0,"浙江省",0,0,78,4,0,4,0,1,0,NA,0,24000,60000,NA,NA,NA,NA,NA,3,3,NA,NA
"9794",9796,330000,1,1952,1,4,1,4,4,12000,4,12000,5,NA,NA,NA,NA,NA,4,3,2010,3,0,"浙江省",0,0,58,3,0,4,0,1,0,NA,2,12000,12000,NA,NA,NA,NA,NA,4,3,1,NA
"9795",9797,330000,1,1985,1,4,1,4,10,9999999,4,9999999,1,NA,NA,NA,2,3,5,4,2010,3,0,"浙江省",0,0,25,1,0,4,0,1,0,NA,4,NA,NA,2,3,0,NA,NA,5,4,1,1
"9796",9798,330000,1,1975,1,4,1,4,7,40000,6,9999999,1,NA,NA,NA,2,3,4,4,2010,3,0,"浙江省",0,0,35,2,0,6,0,1,0,NA,3,40000,NA,2,3,0,NA,NA,4,4,1,1
"9797",9799,330000,1,1950,1,4,1,4,12,9999999,4,9999999,3,3,NA,NA,NA,NA,4,4,2010,3,0,"浙江省",0,0,60,3,1,4,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,4,4,1,1
"9798",9800,330000,1,1954,1,2,1,4,6,9999999,1,30000,3,4,NA,NA,1,NA,4,4,2010,3,0,"浙江省",0,0,56,3,1,1,0,1,0,0,3,NA,30000,1,NA,1,NA,NA,4,4,1,1
