"","id","s41","a2","a3a","s5","a18","a4","a10","a7a","a8a","a43a","a62","a69","a73","a87","a88","a59j","a59k","d302","d303","year","wave","time","province","rural","female","age","corhort","marriage","socialLevel","hukouRural","race","party","party_parter","edu","incomePer","incomeFam","job","occ","occR","occ_parter","occ_parterR","trust_gover","trust_local","trust_goverR","trust_localR"
"3185",3185,410000,2,1980,2,1,1,4,3,5000,4,15500,3,4,NA,NA,NA,NA,4,2,2010,3,0,"河南省",1,1,30,2,1,4,1,1,0,0,1,5000,15500,NA,NA,NA,NA,NA,4,2,1,0
"3186",3186,410000,2,1943,2,1,1,4,1,3850,4,37700,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,67,3,1,4,1,1,0,0,0,3850,37700,NA,NA,NA,NA,NA,4,3,1,NA
"3187",3187,410000,1,1963,2,1,1,4,4,2120,2,4240,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,0,47,2,1,2,1,1,0,0,2,2120,4240,NA,NA,NA,NA,NA,5,2,1,0
"3188",3188,410000,2,1964,2,1,1,4,1,2500,4,29600,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,46,2,1,4,1,1,0,0,0,2500,29600,NA,NA,NA,NA,NA,5,3,1,NA
"3189",3189,410000,2,1940,2,1,1,4,1,2000,6,5000,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,1,70,4,1,6,1,1,0,0,0,2000,5000,NA,NA,NA,NA,NA,5,2,1,0
"3190",3190,410000,2,1980,2,1,1,4,3,2700,4,20300,3,4,5,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,30,2,1,4,1,1,0,0,1,2700,20300,NA,NA,NA,NA,0,4,3,1,NA
"3191",3191,410000,2,1969,2,1,1,4,1,10000,6,32000,3,4,5,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,41,2,1,6,1,1,0,0,0,10000,32000,NA,NA,NA,NA,0,5,4,1,1
"3192",3192,410000,2,1969,2,1,1,4,1,27000,6,57500,3,4,5,3,5,3,4,4,2010,3,0,"河南省",1,1,41,2,1,6,1,1,0,0,0,27000,57500,5,3,0,3,0,4,4,1,1
"3193",3193,410000,2,1937,2,1,1,4,1,1500,8,17000,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,1,73,4,1,8,1,1,0,0,0,1500,17000,NA,NA,NA,NA,NA,4,4,1,1
"3194",3194,410000,2,1980,2,1,1,4,3,2000,5,23100,3,4,2,3,NA,NA,5,1,2010,3,0,"河南省",1,1,30,2,1,5,1,1,0,0,1,2000,23100,NA,NA,NA,3,0,5,1,1,0
"3195",3195,410000,1,1957,2,1,1,4,1,6000,5,16000,5,NA,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,0,53,3,0,5,1,1,0,NA,0,6000,16000,NA,NA,NA,NA,NA,4,3,1,NA
"3196",3196,410000,1,1952,2,1,1,4,7,10000,5,20000,3,4,NA,NA,NA,NA,1,2,2010,3,0,"河南省",1,0,58,3,1,5,1,1,0,0,3,10000,20000,NA,NA,NA,NA,NA,1,2,0,0
"3197",3197,410000,1,1942,1,2,1,4,4,12000,5,23000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",0,0,68,3,1,5,0,1,0,0,2,12000,23000,NA,NA,NA,NA,NA,4,3,1,NA
"3198",3198,410000,2,1992,1,1,1,3,4,18000,5,46500,1,NA,NA,NA,5,3,5,4,2010,3,0,"河南省",0,1,18,1,0,5,1,1,0,NA,2,18000,46500,5,3,0,NA,NA,5,4,1,1
"3199",3199,410000,1,1979,1,2,1,1,7,30000,4,30000,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",0,0,31,2,1,4,0,1,1,0,3,30000,30000,NA,NA,NA,NA,NA,5,3,1,NA
"3200",3200,410000,1,1964,1,1,1,4,3,23000,5,33500,3,4,NA,NA,5,NA,4,3,2010,3,0,"河南省",0,0,46,2,1,5,1,1,0,0,1,23000,33500,5,NA,0,NA,NA,4,3,1,NA
"3201",3201,410000,2,1977,1,1,1,4,4,0,5,20200,3,4,3,1,NA,NA,4,2,2010,3,0,"河南省",0,1,33,2,1,5,1,1,0,0,2,0,20200,NA,NA,NA,1,1,4,2,1,0
"3202",3202,410000,2,1951,1,2,1,4,4,12200,1,12200,6,NA,NA,NA,NA,NA,3,3,2010,3,0,"河南省",0,1,59,3,0,1,0,1,0,NA,2,12200,12200,NA,NA,NA,NA,NA,3,3,NA,NA
"3203",3203,410000,1,1982,1,2,1,1,9,15000,5,30000,3,4,2,3,1,NA,4,2,2010,3,0,"河南省",0,0,28,1,1,5,0,1,1,0,4,15000,30000,1,NA,1,3,0,4,2,1,0
"3204",3204,410000,2,1982,1,1,1,4,10,15000,6,15000,1,NA,NA,NA,2,3,4,3,2010,3,0,"河南省",0,1,28,1,0,6,1,1,0,NA,4,15000,15000,2,3,0,NA,NA,4,3,1,NA
"3205",3205,410000,1,1960,1,2,1,1,6,9600,3,19200,3,4,2,3,2,3,4,3,2010,3,0,"河南省",0,0,50,3,1,3,0,1,1,0,3,9600,19200,2,3,0,3,0,4,3,1,NA
"3206",3206,410000,2,1962,1,2,4,4,6,6000,4,10000,5,NA,NA,NA,2,3,5,4,2010,3,0,"河南省",0,1,48,2,0,4,0,0,0,NA,3,6000,10000,2,3,0,NA,NA,5,4,1,1
"3207",3207,410000,1,1979,1,2,1,4,9,11000,5,22500,3,4,5,3,1,NA,4,3,2010,3,0,"河南省",0,0,31,2,1,5,0,1,0,0,4,11000,22500,1,NA,1,3,0,4,3,1,NA
"3208",3208,410000,1,1987,1,2,1,3,10,5000,5,5000,1,NA,NA,NA,5,3,4,3,2010,3,0,"河南省",0,0,23,1,0,5,0,1,0,NA,4,5000,5000,5,3,0,NA,NA,4,3,1,NA
"3209",3209,410000,2,1963,1,2,1,4,6,50000,6,1e+05,3,4,5,3,5,3,4,2,2010,3,0,"河南省",0,1,47,2,1,6,0,1,0,0,3,50000,1e+05,5,3,0,3,0,4,2,1,0
"3210",3210,410000,1,1965,1,2,1,4,4,3200,2,3200,3,4,NA,NA,5,3,5,3,2010,3,0,"河南省",0,0,45,2,1,2,0,1,0,0,2,3200,3200,5,3,0,NA,NA,5,3,1,NA
"3211",3211,410000,2,1972,1,2,1,4,4,8400,5,8400,5,NA,NA,NA,2,3,4,3,2010,3,0,"河南省",0,1,38,2,0,5,0,1,0,NA,2,8400,8400,2,3,0,NA,NA,4,3,1,NA
"3212",3212,410000,1,1971,1,2,1,4,4,7500,6,13500,3,4,2,3,2,3,4,3,2010,3,0,"河南省",0,0,39,2,1,6,0,1,0,0,2,7500,13500,2,3,0,3,0,4,3,1,NA
"3213",3213,410000,2,1984,1,2,1,4,7,0,6,60500,5,NA,NA,NA,NA,NA,4,3,2010,3,0,"河南省",0,1,26,1,0,6,0,1,0,NA,3,0,60500,NA,NA,NA,NA,NA,4,3,1,NA
"3214",3214,410000,2,1943,1,2,1,4,4,12000,6,24800,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",0,1,67,3,1,6,0,1,0,0,2,12000,24800,NA,NA,NA,NA,NA,4,3,1,NA
"3215",3215,410000,1,1955,1,2,1,4,6,9000,3,15000,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",0,0,55,3,1,3,0,1,0,0,3,9000,15000,NA,NA,NA,NA,NA,5,4,1,1
"3216",3216,410000,1,1958,1,2,1,4,1,5000,3,20000,3,4,5,3,2,1,5,2,2010,3,0,"河南省",0,0,52,3,1,3,0,1,0,0,0,5000,20000,2,1,1,3,0,5,2,1,0
"3217",3217,410000,2,1975,1,2,1,3,7,60000,7,1e+05,3,1,1,NA,5,3,4,3,2010,3,0,"河南省",0,1,35,2,1,7,0,1,0,1,3,60000,1e+05,5,3,0,NA,1,4,3,1,NA
"3218",3218,410000,2,1967,1,2,1,4,6,6000,5,8000,3,4,3,1,3,1,4,3,2010,3,0,"河南省",0,1,43,2,1,5,0,1,0,0,3,6000,8000,3,1,1,1,1,4,3,1,NA
"3219",3219,410000,2,1958,1,2,1,4,6,9600,2,18000,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",0,1,52,3,1,2,0,1,0,0,3,9600,18000,NA,NA,NA,NA,NA,4,3,1,NA
"3220",3220,410000,2,1955,2,1,1,4,1,3000,1,40000,3,4,2,6,NA,NA,4,4,2010,3,0,"河南省",1,1,55,3,1,1,1,1,0,0,0,3000,40000,NA,NA,NA,6,0,4,4,1,1
"3221",3221,410000,2,1982,2,1,1,4,3,2400,3,5400,3,4,NA,NA,NA,NA,4,2,2010,3,0,"河南省",1,1,28,1,1,3,1,1,0,0,1,2400,5400,NA,NA,NA,NA,NA,4,2,1,0
"3222",3222,410000,2,1989,2,2,1,3,12,9999997,3,50000,1,NA,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,21,1,0,3,0,1,0,NA,4,NA,50000,NA,NA,NA,NA,NA,4,3,1,NA
"3223",3223,410000,1,1964,2,1,1,1,6,15800,3,30800,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,0,46,2,1,3,1,1,1,0,3,15800,30800,NA,NA,NA,NA,NA,5,3,1,NA
"3224",3224,410000,1,1944,2,1,1,4,3,10000,6,16350,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,66,3,1,6,1,1,0,0,1,10000,16350,NA,NA,NA,NA,NA,5,4,1,1
"3225",3225,410000,1,1965,2,1,1,4,3,9999999,1,9999999,1,NA,NA,NA,NA,NA,5,1,2010,3,0,"河南省",1,0,45,2,0,1,1,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,1,0
"3226",3226,410000,1,1953,2,1,1,4,1,9600,4,60600,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,0,57,3,1,4,1,1,0,0,0,9600,60600,NA,NA,NA,NA,NA,5,2,1,0
"3227",3227,410000,2,1963,2,1,1,4,1,1200,6,35500,3,4,2,3,NA,NA,5,3,2010,3,0,"河南省",1,1,47,2,1,6,1,1,0,0,0,1200,35500,NA,NA,NA,3,0,5,3,1,NA
"3228",3228,410000,1,1962,2,1,1,4,4,6000,5,70800,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,48,2,1,5,1,1,0,0,2,6000,70800,NA,NA,NA,NA,NA,5,4,1,1
"3229",3229,410000,2,1943,2,1,1,4,1,3850,5,87700,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,67,3,1,5,1,1,0,0,0,3850,87700,NA,NA,NA,NA,NA,4,3,1,NA
"3230",3230,410000,2,1978,2,1,1,4,3,4200,2,18400,3,4,5,3,NA,NA,4,3,2010,3,0,"河南省",1,1,32,2,1,2,1,1,0,0,1,4200,18400,NA,NA,NA,3,0,4,3,1,NA
"3231",3231,410000,2,1952,2,1,1,4,1,3000,3,28700,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,58,3,1,3,1,1,0,0,0,3000,28700,NA,NA,NA,NA,NA,5,4,1,1
"3232",3232,410000,1,1974,2,2,1,4,11,44950,6,74950,3,4,3,1,3,1,4,4,2010,3,0,"河南省",1,0,36,2,1,6,0,1,0,0,4,44950,74950,3,1,1,1,1,4,4,1,1
"3233",3233,410000,2,1929,2,1,1,4,1,2300,3,3300,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,1,81,4,1,3,1,1,0,0,0,2300,3300,NA,NA,NA,NA,NA,5,2,1,0
"3234",3234,410000,2,1940,2,1,1,4,1,9999998,5,9999998,6,NA,NA,NA,NA,NA,3,2,2010,3,0,"河南省",1,1,70,4,0,5,1,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,3,2,NA,0
"3235",3235,410000,2,1937,2,1,1,4,2,1200,2,3200,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,73,4,1,2,1,1,0,0,1,1200,3200,NA,NA,NA,NA,NA,5,3,1,NA
"3236",3236,410000,2,1977,2,1,1,4,1,3000,2,10600,3,4,NA,NA,NA,NA,4,1,2010,3,0,"河南省",1,1,33,2,1,2,1,1,0,0,0,3000,10600,NA,NA,NA,NA,NA,4,1,1,0
"3237",3237,410000,1,1935,2,1,1,1,1,1500,2,1500,6,NA,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,0,75,4,0,2,1,1,1,NA,0,1500,1500,NA,NA,NA,NA,NA,5,2,1,0
"3238",3238,410000,2,1980,2,1,1,4,3,6000,4,22500,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,30,2,1,4,1,1,0,0,1,6000,22500,NA,NA,NA,NA,NA,4,3,1,NA
"3239",3239,410000,2,1952,2,1,1,4,4,6600,3,53200,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,58,3,1,3,1,1,0,0,2,6600,53200,NA,NA,NA,NA,NA,4,3,1,NA
"3240",3240,410000,1,1964,2,1,1,4,3,2000,4,60000,3,4,2,3,NA,NA,3,2,2010,3,0,"河南省",1,0,46,2,1,4,1,1,0,0,1,2000,60000,NA,NA,NA,3,0,3,2,NA,0
"3241",3241,410000,1,1950,2,1,1,4,1,1200,4,21200,3,4,NA,NA,NA,NA,2,3,2010,3,0,"河南省",1,0,60,3,1,4,1,1,0,0,0,1200,21200,NA,NA,NA,NA,NA,2,3,0,NA
"3242",3242,410000,1,1933,2,1,1,4,2,2900,5,30900,6,NA,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,0,77,4,0,5,1,1,0,NA,1,2900,30900,NA,NA,NA,NA,NA,5,3,1,NA
"3243",3243,410000,1,1970,2,1,1,4,4,2100,3,3200,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,0,40,2,1,3,1,1,0,0,2,2100,3200,NA,NA,NA,NA,NA,5,3,1,NA
"3244",3244,410000,2,1975,2,1,1,4,1,3360,3,20060,3,1,2,3,NA,NA,4,2,2010,3,0,"河南省",1,1,35,2,1,3,1,1,0,1,0,3360,20060,NA,NA,NA,3,0,4,2,1,0
"3245",3245,410000,1,1944,2,1,1,4,4,2000,5,34800,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,66,3,1,5,1,1,0,0,2,2000,34800,NA,NA,NA,NA,NA,5,5,1,1
"3246",3246,410000,1,1954,2,1,1,4,3,5250,4,12700,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,56,3,1,4,1,1,0,0,1,5250,12700,NA,NA,NA,NA,NA,5,4,1,1
"3247",3247,410000,1,1939,2,2,1,4,4,14400,6,14700,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,0,71,4,1,6,0,1,0,0,2,14400,14700,NA,NA,NA,NA,NA,4,4,1,1
"3248",3248,410000,1,1931,2,1,1,1,1,0,5,23600,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,0,79,4,1,5,1,1,1,0,0,0,23600,NA,NA,NA,NA,NA,4,4,1,1
"3249",3249,410000,2,1965,2,1,1,4,1,2000,4,24400,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,45,2,1,4,1,1,0,0,0,2000,24400,NA,NA,NA,NA,0,5,5,1,1
"3250",3250,410000,1,1967,2,1,1,4,4,2500,4,5500,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,43,2,1,4,1,1,0,0,2,2500,5500,NA,NA,NA,NA,NA,5,4,1,1
"3251",3251,410000,2,1955,2,1,1,4,1,4000,5,56800,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,55,3,1,5,1,1,0,0,0,4000,56800,NA,NA,NA,NA,NA,5,4,1,1
"3252",3252,410000,2,1982,2,1,1,4,1,21000,5,47700,3,4,5,3,NA,NA,5,5,2010,3,0,"河南省",1,1,28,1,1,5,1,1,0,0,0,21000,47700,NA,NA,NA,3,0,5,5,1,1
"3253",3253,410000,1,1937,2,1,1,4,3,0,1,3200,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,73,4,1,1,1,1,0,0,1,0,3200,NA,NA,NA,NA,NA,5,5,1,1
"3254",3254,410000,1,1987,2,1,1,1,7,22000,6,49900,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,23,1,1,6,1,1,1,0,3,22000,49900,NA,NA,NA,NA,NA,5,5,1,1
"3255",3255,410000,2,1964,2,1,1,4,4,13000,4,26100,3,4,5,3,NA,NA,5,5,2010,3,0,"河南省",1,1,46,2,1,4,1,1,0,0,2,13000,26100,NA,NA,NA,3,0,5,5,1,1
"3256",3256,410000,2,1982,2,1,1,4,3,15000,6,53500,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,28,1,1,6,1,1,0,0,1,15000,53500,NA,NA,NA,NA,NA,5,5,1,1
"3257",3257,410000,1,1981,2,1,1,4,4,38000,4,53300,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,0,29,1,1,4,1,1,0,0,2,38000,53300,NA,NA,NA,NA,NA,4,4,1,1
"3258",3258,410000,1,1955,2,1,1,4,3,5000,3,9000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,55,3,1,3,1,1,0,0,1,5000,9000,NA,NA,NA,NA,NA,5,5,1,1
"3259",3259,410000,2,1965,2,1,1,4,3,13000,5,44810,3,4,1,NA,NA,NA,4,2,2010,3,0,"河南省",1,1,45,2,1,5,1,1,0,0,1,13000,44810,NA,NA,NA,NA,1,4,2,1,0
"3260",3260,410000,2,1989,2,1,1,4,6,2800,5,37200,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,21,1,1,5,1,1,0,0,3,2800,37200,NA,NA,NA,NA,NA,5,4,1,1
"3261",3261,410000,2,1947,2,1,1,4,1,5000,3,30600,3,4,NA,NA,NA,NA,4,3,2010,3,0,"河南省",1,1,63,3,1,3,1,1,0,0,0,5000,30600,NA,NA,NA,NA,NA,4,3,1,NA
"3262",3262,410000,1,1970,2,1,1,4,4,17000,6,19000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,40,2,1,6,1,1,0,0,2,17000,19000,NA,NA,NA,NA,NA,5,5,1,1
"3263",3263,410000,1,1970,2,1,1,4,3,3000,4,6450,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,40,2,1,4,1,1,0,0,1,3000,6450,NA,NA,NA,NA,NA,5,5,1,1
"3264",3264,410000,1,1978,2,1,1,4,3,11500,5,13300,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,0,32,2,1,5,1,1,0,0,1,11500,13300,NA,NA,NA,NA,NA,5,2,1,0
"3265",3265,410000,2,1946,2,1,1,4,1,0,5,28150,3,4,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,64,3,1,5,1,1,0,0,0,0,28150,NA,NA,NA,NA,NA,5,3,1,NA
"3266",3266,410000,1,1971,2,1,1,1,9,18000,5,42800,3,4,2,1,5,3,5,2,2010,3,0,"河南省",1,0,39,2,1,5,1,1,1,0,4,18000,42800,5,3,0,1,1,5,2,1,0
"3267",3267,410000,2,1974,2,1,1,4,3,1000,2,6200,3,1,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,36,2,1,2,1,1,0,1,1,1000,6200,NA,NA,NA,NA,NA,5,5,1,1
"3268",3268,410000,1,1962,2,1,1,4,3,5000,4,50600,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,48,2,1,4,1,1,0,0,1,5000,50600,NA,NA,NA,NA,NA,5,5,1,1
"3269",3269,410000,1,1932,2,1,1,4,3,1500,1,3200,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,78,4,1,1,1,1,0,0,1,1500,3200,NA,NA,NA,NA,NA,5,5,1,1
"3270",3270,410000,2,1974,2,1,1,4,3,18000,5,36000,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",1,1,36,2,1,5,1,1,0,0,1,18000,36000,NA,NA,NA,NA,NA,5,2,1,0
"3271",3271,410000,2,1949,2,1,1,4,1,4000,4,30700,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,61,3,1,4,1,1,0,0,0,4000,30700,NA,NA,NA,NA,NA,5,5,1,1
"3272",3272,410000,1,1950,2,1,1,4,3,7500,2,7650,3,4,NA,NA,NA,NA,4,4,2010,3,0,"河南省",1,0,60,3,1,2,1,1,0,0,1,7500,7650,NA,NA,NA,NA,NA,4,4,1,1
"3273",3273,410000,2,1970,2,1,1,4,1,3000,3,5310,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,40,2,1,3,1,1,0,0,0,3000,5310,NA,NA,NA,NA,NA,5,5,1,1
"3274",3274,410000,2,1958,2,1,1,4,1,3000,2,64800,6,NA,NA,NA,NA,NA,5,3,2010,3,0,"河南省",1,1,52,3,0,2,1,1,0,NA,0,3000,64800,NA,NA,NA,NA,NA,5,3,1,NA
"3275",3275,410000,2,1976,2,1,1,4,1,1000,3,5150,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,34,2,1,3,1,1,0,0,0,1000,5150,NA,NA,NA,NA,NA,5,4,1,1
"3276",3276,410000,2,1946,2,1,1,4,1,3000,2,67540,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,64,3,1,2,1,1,0,0,0,3000,67540,NA,NA,NA,NA,NA,5,5,1,1
"3277",3277,410000,2,1949,2,1,1,4,1,3500,6,8120,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,61,3,1,6,1,1,0,0,0,3500,8120,NA,NA,NA,NA,NA,5,5,1,1
"3278",3278,410000,2,1970,2,1,1,4,1,0,3,11330,3,4,5,3,NA,NA,5,4,2010,3,0,"河南省",1,1,40,2,1,3,1,1,0,0,0,0,11330,NA,NA,NA,3,0,5,4,1,1
"3279",3279,410000,2,1940,2,1,1,4,1,6000,4,6200,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,70,4,1,4,1,1,0,0,0,6000,6200,NA,NA,NA,NA,NA,5,5,1,1
"3280",3280,410000,2,1945,2,1,1,4,3,2000,3,4920,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,65,3,1,3,1,1,0,0,1,2000,4920,NA,NA,NA,NA,NA,5,5,1,1
"3281",3281,410000,1,1949,2,1,1,4,1,5000,3,5300,1,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,61,3,0,3,1,1,0,NA,0,5000,5300,NA,NA,NA,NA,NA,5,5,1,1
"3282",3282,410000,1,1942,2,1,1,4,7,1500,5,18250,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,68,3,1,5,1,1,0,0,3,1500,18250,NA,NA,NA,NA,NA,5,4,1,1
"3283",3283,410000,1,1952,2,1,1,4,1,6000,4,42800,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,58,3,1,4,1,1,0,0,0,6000,42800,NA,NA,NA,NA,NA,5,4,1,1
"3284",3284,410000,2,1952,2,1,1,4,1,5000,3,34800,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,1,58,3,1,3,1,1,0,0,0,5000,34800,NA,NA,NA,NA,NA,5,4,1,1
"3285",3285,410000,2,1957,2,1,1,4,1,2000,5,9800,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,53,3,1,5,1,1,0,0,0,2000,9800,NA,NA,NA,NA,NA,5,5,1,1
"3286",3286,410000,2,1939,2,1,1,4,1,0,4,1600,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,71,4,0,4,1,1,0,NA,0,0,1600,NA,NA,NA,NA,NA,5,5,1,1
"3287",3287,410000,2,1947,2,1,1,1,4,1000,5,19100,3,1,NA,NA,1,NA,5,5,2010,3,0,"河南省",1,1,63,3,1,5,1,1,1,1,2,1000,19100,1,NA,1,NA,NA,5,5,1,1
"3288",3288,410000,1,1959,2,1,1,4,3,15000,2,45800,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,0,51,3,1,2,1,1,0,0,1,15000,45800,NA,NA,NA,NA,NA,5,5,1,1
"3289",3289,410000,2,1960,2,1,1,4,1,3200,4,17040,3,4,5,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,50,3,1,4,1,1,0,0,0,3200,17040,NA,NA,NA,NA,0,5,5,1,1
"3290",3290,410000,2,1928,2,1,1,4,1,2000,4,6120,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,82,4,0,4,1,1,0,NA,0,2000,6120,NA,NA,NA,NA,NA,5,5,1,1
"3291",3291,410000,2,1970,2,1,1,4,1,1500,3,13300,3,4,2,3,NA,NA,4,4,2010,3,0,"河南省",1,1,40,2,1,3,1,1,0,0,0,1500,13300,NA,NA,NA,3,0,4,4,1,1
"3292",3292,410000,1,1963,2,1,1,4,4,7000,5,70480,3,4,NA,NA,NA,NA,5,4,2010,3,0,"河南省",1,0,47,2,1,5,1,1,0,0,2,7000,70480,NA,NA,NA,NA,NA,5,4,1,1
"3293",3293,410000,2,1950,2,1,1,4,1,2000,3,2300,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",1,1,60,3,0,3,1,1,0,NA,0,2000,2300,NA,NA,NA,NA,NA,5,5,1,1
"3294",3294,410000,1,1973,2,1,1,1,3,28500,8,39100,3,1,2,3,NA,NA,5,3,2010,3,0,"河南省",1,0,37,2,1,8,1,1,1,1,1,28500,39100,NA,NA,NA,3,0,5,3,1,NA
"3295",3295,410000,2,1965,1,1,1,4,3,0,5,18000,3,1,3,1,5,3,4,3,2010,3,0,"河南省",0,1,45,2,1,5,1,1,0,1,1,0,18000,5,3,0,1,1,4,3,1,NA
"3296",3296,410000,1,1966,1,1,1,4,4,20000,4,30000,3,4,NA,NA,5,3,4,3,2010,3,0,"河南省",0,0,44,2,1,4,1,1,0,0,2,20000,30000,5,3,0,NA,NA,4,3,1,NA
"3297",3297,410000,1,1944,1,2,1,1,6,9999999,5,24000,3,4,NA,NA,NA,NA,5,5,2010,3,0,"河南省",0,0,66,3,1,5,0,1,1,0,3,NA,24000,NA,NA,NA,NA,NA,5,5,1,1
"3298",3298,410000,2,1984,1,1,1,4,4,0,5,50000,3,4,5,6,NA,NA,5,4,2010,3,0,"河南省",0,1,26,1,1,5,1,1,0,0,2,0,50000,NA,NA,NA,6,0,5,4,1,1
"3299",3299,410000,2,1975,1,1,1,4,3,0,5,30000,3,4,2,3,NA,NA,5,3,2010,3,0,"河南省",0,1,35,2,1,5,1,1,0,0,1,0,30000,NA,NA,NA,3,0,5,3,1,NA
"3300",3300,410000,1,1939,1,2,1,1,4,19080,4,45980,3,4,NA,NA,NA,NA,5,2,2010,3,0,"河南省",0,0,71,4,1,4,0,1,1,0,2,19080,45980,NA,NA,NA,NA,NA,5,2,1,0
"3301",3301,410000,2,1965,1,2,1,4,4,1500,5,11700,3,4,2,3,NA,NA,5,2,2010,3,0,"河南省",0,1,45,2,1,5,0,1,0,0,2,1500,11700,NA,NA,NA,3,0,5,2,1,0
"3302",3302,410000,2,1954,1,1,1,4,1,0,4,20000,6,NA,NA,NA,NA,NA,5,5,2010,3,0,"河南省",0,1,56,3,0,4,1,1,0,NA,0,0,20000,NA,NA,NA,NA,NA,5,5,1,1
"3303",3303,410000,1,1934,1,1,1,4,1,8000,5,8000,3,4,NA,NA,5,3,5,4,2010,3,0,"河南省",0,0,76,4,1,5,1,1,0,0,0,8000,8000,5,3,0,NA,NA,5,4,1,1
"3304",3304,410000,1,1988,1,1,1,4,4,25000,5,50000,1,NA,NA,NA,2,3,4,2,2010,3,0,"河南省",0,0,22,1,0,5,1,1,0,NA,2,25000,50000,2,3,0,NA,NA,4,2,1,0
