"","id","qs2a","RURAL1","qa01","qa02","qa03","qa04","qa06","qa08a","qa10","qb4a","qb4c","qc1_5b","qc1_5d","qc1_5e","qd01","qe05_06","qe05_05","year","wave","time","female","age","corhort","marriage","hukouRural","edu","eduyear","party","party_parter","socialLevel_Per","job","occ","occR","occ_parter","occ_parterR","trust_gover","trus_local","trust_goverR","trus_localR"
"6449",5899,28,1,2,50,2,1,4,3,8,8,1,4,8,1,3,4,3,2006,4,0,1,50,3,1,1,2,8,0,0,3,1,8,0,8,0,4,3,1,1
"6450",5900,28,1,1,62,2,1,4,2,6,8,1,4,8,1,3,4,3,2006,4,0,0,62,3,1,1,1,6,0,0,3,1,8,0,8,0,4,3,1,1
"6451",5901,28,1,2,54,2,1,4,2,6,-99.99,-99.99,4,8,1,4,3,3,2006,4,0,1,54,3,1,1,1,6,0,0,4,-99.99,-99.99,NA,8,0,3,3,1,1
"6452",5902,28,1,2,67,5,1,4,2,6,8,1,7,97,97,3,4,3,2006,4,0,1,67,3,0,1,1,6,0,NA,3,1,8,0,97,NA,4,3,1,1
"6453",5903,28,1,2,40,2,1,4,2,5,8,1,4,8,1,2,3,2,2006,4,0,1,40,2,1,1,1,5,0,0,2,1,8,0,8,0,3,2,1,0
"6454",5904,28,1,2,63,2,1,4,2,2,8,1,4,8,1,3,4,3,2006,4,0,1,63,3,1,1,1,2,0,0,3,1,8,0,8,0,4,3,1,1
"6455",5905,28,1,1,49,2,1,4,3,9,8,1,4,8,1,4,4,4,2006,4,0,0,49,2,1,1,2,9,0,0,4,1,8,0,8,0,4,4,1,1
"6456",5906,28,1,1,57,2,1,4,1,0,8,1,4,8,1,3,3,2,2006,4,0,0,57,3,1,1,0,0,0,0,3,1,8,0,8,0,3,2,1,0
"6457",5907,28,1,1,56,5,1,4,2,4,8,1,7,97,97,3,3,2,2006,4,0,0,56,3,0,1,1,4,0,NA,3,1,8,0,97,NA,3,2,1,0
"6458",5908,28,1,1,40,2,1,4,2,4,8,1,4,8,1,4,3,3,2006,4,0,0,40,2,1,1,1,4,0,0,4,1,8,0,8,0,3,3,1,1
"6459",5909,28,1,2,68,2,1,4,1,0,-99.99,-99.99,4,97,97,4,2,2,2006,4,0,1,68,3,1,1,0,0,0,0,4,-99.99,-99.99,NA,97,NA,2,2,0,0
"6460",5910,28,1,1,59,2,1,4,2,3,8,1,4,8,1,5,4,3,2006,4,0,0,59,3,1,1,1,3,0,0,5,1,8,0,8,0,4,3,1,1
"6461",5911,28,1,1,59,1,1,4,1,0,8,1,7,97,97,4,3,3,2006,4,0,0,59,3,0,1,0,0,0,NA,4,1,8,0,97,NA,3,3,1,1
"6462",5912,28,1,1,47,2,1,4,2,5,8,1,4,98,98,5,3,3,2006,4,0,0,47,2,1,1,1,5,0,0,5,1,8,0,98,NA,3,3,1,1
"6463",5913,28,1,2,50,2,1,4,2,1,8,1,4,8,1,3,3,2,2006,4,0,1,50,3,1,1,1,1,0,0,3,1,8,0,8,0,3,2,1,0
"6464",5914,28,1,2,59,2,1,4,1,0,8,1,4,8,1,5,4,3,2006,4,0,1,59,3,1,1,0,0,0,0,5,1,8,0,8,0,4,3,1,1
"6465",5915,28,1,2,31,2,1,4,2,6,8,1,4,12,12,3,3,3,2006,4,0,1,31,2,1,1,1,6,0,0,3,1,8,0,12,0,3,3,1,1
"6466",5916,28,1,2,42,2,1,4,3,8,8,1,4,7,9,5,4,3,2006,4,0,1,42,2,1,1,2,8,0,0,5,1,8,0,7,0,4,3,1,1
"6467",5917,28,1,1,54,2,1,4,2,3,8,1,4,8,1,3,4,3,2006,4,0,0,54,3,1,1,1,3,0,0,3,1,8,0,8,0,4,3,1,1
"6468",5918,28,1,2,55,5,1,4,2,5,-99.99,-99.99,7,97,97,3,3,3,2006,4,0,1,55,3,0,1,1,5,0,NA,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"6469",5919,28,1,1,42,2,1,4,2,2,8,1,4,8,1,4,4,3,2006,4,0,0,42,2,1,1,1,2,0,0,4,1,8,0,8,0,4,3,1,1
"6470",5920,28,1,1,40,2,2,4,3,7,8,1,4,8,1,5,4,3,2006,4,0,0,40,2,1,0,2,7,0,0,5,1,8,0,8,0,4,3,1,1
"6471",5921,28,1,1,69,2,2,2,2,3,-99.99,-99.99,4,8,1,5,4,3,2006,4,0,0,69,3,1,0,1,3,1,0,5,-99.99,-99.99,NA,8,0,4,3,1,1
"6472",5922,28,1,1,69,2,1,4,2,6,8,1,4,8,1,3,4,4,2006,4,0,0,69,3,1,1,1,6,0,0,3,1,8,0,8,0,4,4,1,1
"6473",5923,28,1,2,61,2,1,4,1,0,8,1,4,8,1,3,4,4,2006,4,0,1,61,3,1,1,0,0,0,0,3,1,8,0,8,0,4,4,1,1
"6474",5924,28,1,1,69,2,1,2,2,4,8,1,4,97,97,3,4,4,2006,4,0,0,69,3,1,1,1,4,1,0,3,1,8,0,97,NA,4,4,1,1
"6475",5925,28,1,2,58,2,1,4,1,0,-99.99,-99.99,4,8,1,3,4,4,2006,4,0,1,58,3,1,1,0,0,0,0,3,-99.99,-99.99,NA,8,0,4,4,1,1
"6476",5926,28,1,2,56,2,1,4,2,3,8,1,2,7,3,2,4,4,2006,4,0,1,56,3,1,1,1,3,0,1,2,1,8,0,7,0,4,4,1,1
"6477",5927,28,1,2,53,2,1,4,1,0,-99.99,-99.99,4,8,1,4,4,2,2006,4,0,1,53,3,1,1,0,0,0,0,4,-99.99,-99.99,NA,8,0,4,2,1,0
"6478",5928,28,1,2,50,2,1,4,3,9,8,1,2,8,1,2,4,4,2006,4,0,1,50,3,1,1,2,9,0,1,2,1,8,0,8,0,4,4,1,1
"6479",5929,28,1,1,65,2,1,4,2,1,8,1,4,8,1,3,4,4,2006,4,0,0,65,3,1,1,1,1,0,0,3,1,8,0,8,0,4,4,1,1
"6480",5930,28,1,1,44,2,1,4,3,7,8,1,4,8,1,3,4,4,2006,4,0,0,44,2,1,1,2,7,0,0,3,1,8,0,8,0,4,4,1,1
"6481",5931,28,1,1,53,2,1,2,3,9,8,1,4,8,1,4,4,4,2006,4,0,0,53,3,1,1,2,9,1,0,4,1,8,0,8,0,4,4,1,1
"6482",5932,28,1,1,58,6,1,4,2,5,8,1,4,8,1,3,4,4,2006,4,0,0,58,3,0,1,1,5,0,0,3,1,8,0,8,0,4,4,1,1
"6483",5933,28,1,1,60,2,1,4,3,7,8,1,4,97,97,4,4,3,2006,4,0,0,60,3,1,1,2,7,0,0,4,1,8,0,97,NA,4,3,1,1
"6484",5934,28,1,1,54,2,1,4,3,8,8,1,4,8,1,3,4,3,2006,4,0,0,54,3,1,1,2,8,0,0,3,1,8,0,8,0,4,3,1,1
"6485",5935,28,1,2,53,2,1,4,2,4,8,1,4,8,1,4,4,4,2006,4,0,1,53,3,1,1,1,4,0,0,4,1,8,0,8,0,4,4,1,1
"6486",5936,28,1,2,34,2,1,4,2,6,8,1,4,8,1,4,4,3,2006,4,0,1,34,2,1,1,1,6,0,0,4,1,8,0,8,0,4,3,1,1
"6487",5937,28,1,2,49,2,1,4,2,3,8,1,4,8,1,3,4,3,2006,4,0,1,49,2,1,1,1,3,0,0,3,1,8,0,8,0,4,3,1,1
"6488",5938,28,1,2,61,2,1,4,1,0,8,1,4,8,1,4,4,4,2006,4,0,1,61,3,1,1,0,0,0,0,4,1,8,0,8,0,4,4,1,1
"6489",5939,28,1,1,45,2,1,4,3,9,8,1,4,8,1,2,4,3,2006,4,0,0,45,2,1,1,2,9,0,0,2,1,8,0,8,0,4,3,1,1
"6490",5940,28,1,2,54,2,1,4,1,0,8,1,4,8,1,3,4,3,2006,4,0,1,54,3,1,1,0,0,0,0,3,1,8,0,8,0,4,3,1,1
"6491",5941,28,1,1,59,2,1,4,2,2,8,1,4,8,1,3,4,4,2006,4,0,0,59,3,1,1,1,2,0,0,3,1,8,0,8,0,4,4,1,1
"6492",5942,28,1,1,56,2,1,4,2,2,8,1,4,8,1,5,4,3,2006,4,0,0,56,3,1,1,1,2,0,0,5,1,8,0,8,0,4,3,1,1
"6493",5943,28,1,1,55,2,1,4,2,4,8,1,4,8,1,3,4,4,2006,4,0,0,55,3,1,1,1,4,0,0,3,1,8,0,8,0,4,4,1,1
"6494",5944,28,1,2,34,2,1,4,2,3,8,1,1,8,1,5,4,3,2006,4,0,1,34,2,1,1,1,3,0,0,5,1,8,0,8,0,4,3,1,1
"6495",5945,28,1,1,57,2,1,4,2,1,8,1,4,97,97,3,4,4,2006,4,0,0,57,3,1,1,1,1,0,0,3,1,8,0,97,NA,4,4,1,1
"6496",5946,28,1,1,51,2,1,4,6,12,7,3,4,8,1,3,4,3,2006,4,0,0,51,3,1,1,3,12,0,0,3,3,7,0,8,0,4,3,1,1
"6497",5947,28,1,2,50,2,1,4,1,0,8,1,4,8,1,4,4,4,2006,4,0,1,50,3,1,1,0,0,0,0,4,1,8,0,8,0,4,4,1,1
"6498",5948,28,1,2,47,2,1,4,1,0,8,1,4,8,1,4,4,3,2006,4,0,1,47,2,1,1,0,0,0,0,4,1,8,0,8,0,4,3,1,1
"6499",5949,28,1,2,52,2,1,4,1,0,8,1,4,8,1,4,4,3,2006,4,0,1,52,3,1,1,0,0,0,0,4,1,8,0,8,0,4,3,1,1
"6500",5950,28,1,2,58,2,1,4,1,0,8,1,4,8,1,3,4,4,2006,4,0,1,58,3,1,1,0,0,0,0,3,1,8,0,8,0,4,4,1,1
"6501",5951,28,1,2,51,2,1,4,2,3,8,1,4,8,1,3,4,4,2006,4,0,1,51,3,1,1,1,3,0,0,3,1,8,0,8,0,4,4,1,1
"6502",5952,28,1,1,58,2,1,4,2,6,8,1,4,97,97,2,4,4,2006,4,0,0,58,3,1,1,1,6,0,0,2,1,8,0,97,NA,4,4,1,1
"6503",5953,28,1,1,37,2,1,4,2,5,8,1,4,8,1,3,4,3,2006,4,0,0,37,2,1,1,1,5,0,0,3,1,8,0,8,0,4,3,1,1
"6504",5954,28,1,2,29,2,1,4,2,5,-99.99,-99.99,4,98,98,3,5,3,2006,4,0,1,29,1,1,1,1,5,0,0,3,-99.99,-99.99,NA,98,NA,5,3,NA,1
"6505",5955,28,1,1,68,2,1,4,2,2,8,1,4,8,1,3,3,3,2006,4,0,0,68,3,1,1,1,2,0,0,3,1,8,0,8,0,3,3,1,1
"6506",5956,28,1,1,69,2,1,4,2,1,-99.99,-99.99,4,8,1,3,4,3,2006,4,0,0,69,3,1,1,1,1,0,0,3,-99.99,-99.99,NA,8,0,4,3,1,1
"6507",5957,28,1,2,42,5,1,4,3,7,7,3,7,97,97,4,3,2,2006,4,0,1,42,2,0,1,2,7,0,NA,4,3,7,0,97,NA,3,2,1,0
"6508",5958,28,1,2,66,2,1,4,1,0,-99.99,-99.99,2,97,97,4,3,4,2006,4,0,1,66,3,1,1,0,0,0,1,4,-99.99,-99.99,NA,97,NA,3,4,1,1
"6509",5959,28,1,2,50,2,1,4,2,1,8,1,4,8,1,3,3,2,2006,4,0,1,50,3,1,1,1,1,0,0,3,1,8,0,8,0,3,2,1,0
"6510",5960,28,1,1,61,2,1,4,3,7,5,6,4,97,97,3,4,3,2006,4,0,0,61,3,1,1,2,7,0,0,3,6,5,0,97,NA,4,3,1,1
"6511",5961,28,1,2,42,2,1,4,1,0,8,1,4,8,1,3,4,3,2006,4,0,1,42,2,1,1,0,0,0,0,3,1,8,0,8,0,4,3,1,1
"6512",5962,28,1,1,62,2,1,4,2,4,8,1,4,8,1,3,4,3,2006,4,0,0,62,3,1,1,1,4,0,0,3,1,8,0,8,0,4,3,1,1
"6513",5963,28,1,2,47,2,1,4,2,4,8,1,4,8,1,3,4,3,2006,4,0,1,47,2,1,1,1,4,0,0,3,1,8,0,8,0,4,3,1,1
"6514",5964,28,1,2,39,2,1,4,2,3,8,1,4,8,1,4,4,3,2006,4,0,1,39,2,1,1,1,3,0,0,4,1,8,0,8,0,4,3,1,1
"6515",5965,28,1,1,41,2,1,4,3,8,7,3,4,8,1,4,4,3,2006,4,0,0,41,2,1,1,2,8,0,0,4,3,7,0,8,0,4,3,1,1
"6516",5966,28,1,1,69,2,1,4,2,4,8,1,4,8,1,3,4,3,2006,4,0,0,69,3,1,1,1,4,0,0,3,1,8,0,8,0,4,3,1,1
"6517",5967,28,1,1,49,2,1,4,2,2,8,1,4,8,1,4,3,3,2006,4,0,0,49,2,1,1,1,2,0,0,4,1,8,0,8,0,3,3,1,1
"6518",5968,28,1,1,37,2,1,4,2,5,8,1,4,12,12,3,4,3,2006,4,0,0,37,2,1,1,1,5,0,0,3,1,8,0,12,0,4,3,1,1
"6519",5969,28,1,1,34,2,1,4,3,9,11,11,4,8,1,3,3,4,2006,4,0,0,34,2,1,1,2,9,0,0,3,11,11,0,8,0,3,4,1,1
"6520",5970,28,1,1,54,6,1,4,2,3,8,1,4,8,1,4,4,3,2006,4,0,0,54,3,0,1,1,3,0,0,4,1,8,0,8,0,4,3,1,1
"6521",5971,28,1,2,58,2,1,4,1,0,8,1,4,8,1,3,4,3,2006,4,0,1,58,3,1,1,0,0,0,0,3,1,8,0,8,0,4,3,1,1
"6522",5972,28,1,2,44,2,1,4,1,0,8,1,4,8,1,3,3,2,2006,4,0,1,44,2,1,1,0,0,0,0,3,1,8,0,8,0,3,2,1,0
"6523",5973,28,1,1,66,2,1,4,2,5,8,1,4,8,1,3,3,3,2006,4,0,0,66,3,1,1,1,5,0,0,3,1,8,0,8,0,3,3,1,1
"6524",5974,28,1,2,39,2,1,4,1,0,8,1,4,8,1,4,4,3,2006,4,0,1,39,2,1,1,0,0,0,0,4,1,8,0,8,0,4,3,1,1
"6525",5975,28,1,2,69,2,1,4,1,0,8,1,4,8,1,3,4,3,2006,4,0,1,69,3,1,1,0,0,0,0,3,1,8,0,8,0,4,3,1,1
"6526",5976,28,1,2,54,4,1,4,1,0,8,1,4,8,1,3,3,3,2006,4,0,1,54,3,0,1,0,0,0,0,3,1,8,0,8,0,3,3,1,1
"6527",5977,28,1,1,59,2,1,4,2,3,8,1,4,8,1,3,4,4,2006,4,0,0,59,3,1,1,1,3,0,0,3,1,8,0,8,0,4,4,1,1
"6528",5978,28,1,1,58,2,1,4,2,6,8,1,4,8,1,3,4,3,2006,4,0,0,58,3,1,1,1,6,0,0,3,1,8,0,8,0,4,3,1,1
"6529",5979,28,1,1,57,2,1,4,1,0,8,1,4,8,1,5,4,3,2006,4,0,0,57,3,1,1,0,0,0,0,5,1,8,0,8,0,4,3,1,1
"6530",5980,28,1,1,66,2,1,4,1,0,8,1,4,8,1,5,4,3,2006,4,0,0,66,3,1,1,0,0,0,0,5,1,8,0,8,0,4,3,1,1
"6531",5981,28,1,1,19,1,1,4,3,7,3,7,7,97,97,3,3,3,2006,4,0,0,19,1,0,1,2,7,0,NA,3,7,3,1,97,NA,3,3,1,1
"6532",5982,28,1,1,59,3,1,4,1,0,8,1,7,97,97,5,3,2,2006,4,0,0,59,3,0,1,0,0,0,NA,5,1,8,0,97,NA,3,2,1,0
"6533",5983,28,1,2,45,2,1,4,2,1,-99.99,-99.99,4,98,98,4,4,3,2006,4,0,1,45,2,1,1,1,1,0,0,4,-99.99,-99.99,NA,98,NA,4,3,1,1
"6534",5984,28,1,2,63,2,1,4,1,0,8,1,4,8,1,5,4,3,2006,4,0,1,63,3,1,1,0,0,0,0,5,1,8,0,8,0,4,3,1,1
"6535",5985,28,1,2,58,2,1,4,2,1,8,1,4,8,1,4,4,3,2006,4,0,1,58,3,1,1,1,1,0,0,4,1,8,0,8,0,4,3,1,1
"6536",6409,29,0,2,22,1,2,4,5,12,3,7,7,97,97,3,4,3,2006,4,0,1,22,1,0,0,3,12,0,NA,3,7,3,1,97,NA,4,3,1,1
"6537",6410,29,0,1,32,1,1,2,8,17,-99.99,-99.99,7,97,97,2,4,3,2006,4,0,0,32,2,0,1,4,17,1,NA,2,-99.99,-99.99,NA,97,NA,4,3,1,1
"6538",6411,29,0,2,21,1,2,1,7,14,-99.99,-99.99,7,97,97,3,4,3,2006,4,0,1,21,1,0,0,4,14,0,NA,3,-99.99,-99.99,NA,97,NA,4,3,1,1
"6539",6412,29,0,1,63,2,2,2,7,15,1,7,4,97,97,2,4,3,2006,4,0,0,63,3,1,0,4,15,1,0,2,7,1,1,97,NA,4,3,1,1
"6540",6413,29,0,1,25,1,2,1,8,15,7,9,7,97,97,3,4,4,2006,4,0,0,25,1,0,0,4,15,0,NA,3,9,7,0,97,NA,4,4,1,1
"6541",6414,29,0,2,65,2,2,4,2,3,-99.99,-99.99,4,1,7,3,3,3,2006,4,0,1,65,3,1,0,1,3,0,0,3,-99.99,-99.99,NA,1,1,3,3,1,1
"6542",6415,29,0,2,50,2,2,4,3,9,-99.99,-99.99,4,1,7,4,3,2,2006,4,0,1,50,3,1,0,2,9,0,0,4,-99.99,-99.99,NA,1,1,3,2,1,0
"6543",6416,29,0,2,60,2,2,4,3,9,-99.99,-99.99,4,98,98,2,3,2,2006,4,0,1,60,3,1,0,2,9,0,0,2,-99.99,-99.99,NA,98,NA,3,2,1,0
"6544",6417,29,0,1,23,1,2,1,8,17,5,9,7,97,97,5,3,3,2006,4,0,0,23,1,0,0,4,17,0,NA,5,9,5,0,97,NA,3,3,1,1
"6545",6418,29,0,2,52,2,2,4,6,9,-99.99,-99.99,4,3,7,4,3,3,2006,4,0,1,52,3,1,0,3,9,0,0,4,-99.99,-99.99,NA,3,1,3,3,1,1
"6546",6419,29,0,1,19,1,1,1,7,12,-99.99,-99.99,7,97,97,6,3,3,2006,4,0,0,19,1,0,1,4,12,0,NA,NA,-99.99,-99.99,NA,97,NA,3,3,1,1
"6547",6420,29,0,2,67,2,2,2,4,10,-99.99,-99.99,2,3,7,3,4,4,2006,4,0,1,67,3,1,0,3,10,1,1,3,-99.99,-99.99,NA,3,1,4,4,1,1
"6548",6421,29,0,1,60,2,2,4,3,9,-99.99,-99.99,2,14,14,3,4,3,2006,4,0,0,60,3,1,0,2,9,0,1,3,-99.99,-99.99,NA,14,NA,4,3,1,1
"6549",6422,29,0,2,69,2,2,2,7,15,-99.99,-99.99,2,2,7,3,4,4,2006,4,0,1,69,3,1,0,4,15,1,1,3,-99.99,-99.99,NA,2,1,4,4,1,1
"6550",6423,29,0,1,55,2,2,4,7,15,5,9,4,97,97,5,3,5,2006,4,0,0,55,3,1,0,4,15,0,0,5,9,5,0,97,NA,3,5,1,NA
"6551",6424,29,0,1,68,2,2,4,8,17,-99.99,-99.99,4,97,97,5,4,2,2006,4,0,0,68,3,1,0,4,17,0,0,5,-99.99,-99.99,NA,97,NA,4,2,1,0
"6552",6425,29,0,2,64,2,2,3,7,12,3,7,4,97,97,3,4,3,2006,4,0,1,64,3,1,0,4,12,1,0,3,7,3,1,97,NA,4,3,1,1
"6553",6426,29,0,2,58,2,2,4,3,5,4,8,4,97,97,5,4,3,2006,4,0,1,58,3,1,0,2,5,0,0,5,8,4,1,97,NA,4,3,1,1
"6554",6427,29,0,2,38,2,1,4,2,5,10,7,4,4,7,5,3,2,2006,4,0,1,38,2,1,1,1,5,0,0,5,7,10,1,4,1,3,2,1,0
"6555",6428,29,0,1,45,2,2,4,7,15,4,9,4,5,9,3,4,3,2006,4,0,0,45,2,1,0,4,15,0,0,3,9,4,1,5,0,4,3,1,1
"6556",6429,29,0,2,66,2,2,4,4,12,-99.99,-99.99,4,97,97,3,5,3,2006,4,0,1,66,3,1,0,3,12,0,0,3,-99.99,-99.99,NA,97,NA,5,3,NA,1
"6557",6430,29,0,2,21,1,2,1,7,15,-99.99,-99.99,7,97,97,3,4,3,2006,4,0,1,21,1,0,0,4,15,0,NA,3,-99.99,-99.99,NA,97,NA,4,3,1,1
"6558",6431,29,0,2,28,2,2,4,9,20,3,7,2,3,8,3,4,3,2006,4,0,1,28,1,1,0,4,20,0,1,3,7,3,1,3,1,4,3,1,1
"6559",6432,29,0,2,23,1,2,2,8,16,-99.99,-99.99,7,97,97,2,3,3,2006,4,0,1,23,1,0,0,4,16,1,NA,2,-99.99,-99.99,NA,97,NA,3,3,1,1
"6560",6433,29,0,1,41,2,2,2,8,16,3,7,2,3,7,3,5,5,2006,4,0,0,41,2,1,0,4,16,1,1,3,7,3,1,3,1,5,5,NA,NA
"6561",6434,29,0,1,67,2,2,3,9,17,-99.99,-99.99,3,97,97,3,3,3,2006,4,0,0,67,3,1,0,4,17,1,1,3,-99.99,-99.99,NA,97,NA,3,3,1,1
"6562",6435,29,0,2,60,2,2,4,8,16,3,7,4,2,8,3,4,3,2006,4,0,1,60,3,1,0,4,16,0,0,3,7,3,1,2,1,4,3,1,1
"6563",6436,29,0,1,68,2,2,4,8,16,-99.99,-99.99,4,4,8,2,3,3,2006,4,0,0,68,3,1,0,4,16,0,0,2,-99.99,-99.99,NA,4,1,3,3,1,1
"6564",6437,29,0,1,68,2,2,4,3,8,-99.99,-99.99,4,97,97,4,3,3,2006,4,0,0,68,3,1,0,2,8,0,0,4,-99.99,-99.99,NA,97,NA,3,3,1,1
"6565",6438,29,0,2,64,2,2,4,6,12,-99.99,-99.99,2,97,97,4,4,3,2006,4,0,1,64,3,1,0,3,12,0,1,4,-99.99,-99.99,NA,97,NA,4,3,1,1
"6566",6439,29,0,2,46,2,2,4,7,15,3,7,2,6,10,2,3,3,2006,4,0,1,46,2,1,0,4,15,0,1,2,7,3,1,6,0,3,3,1,1
"6567",6440,29,0,2,58,5,1,4,1,0,7,3,7,97,97,5,3,3,2006,4,0,1,58,3,0,1,0,0,0,NA,5,3,7,0,97,NA,3,3,1,1
"6568",6441,29,0,2,23,1,2,1,7,15,5,9,7,97,97,3,3,3,2006,4,0,1,23,1,0,0,4,15,0,NA,3,9,5,0,97,NA,3,3,1,1
"6569",6442,29,0,2,20,1,2,1,8,14,-99.99,-99.99,7,97,97,3,4,3,2006,4,0,1,20,1,0,0,4,14,0,NA,3,-99.99,-99.99,NA,97,NA,4,3,1,1
"6570",6443,29,0,2,61,2,2,4,3,9,2,8,4,2,8,4,3,3,2006,4,0,1,61,3,1,0,2,9,0,0,4,8,2,1,2,1,3,3,1,1
"6571",6444,29,0,2,26,2,2,4,3,9,7,4,4,7,4,3,4,3,2006,4,0,1,26,1,1,0,2,9,0,0,3,4,7,0,7,0,4,3,1,1
"6572",6445,29,0,2,35,1,2,4,3,9,5,9,7,97,97,3,3,3,2006,4,0,1,35,2,0,0,2,9,0,NA,3,9,5,0,97,NA,3,3,1,1
"6573",6447,29,0,1,68,2,2,3,8,16,-99.99,-99.99,2,2,8,2,3,3,2006,4,0,0,68,3,1,0,4,16,1,1,2,-99.99,-99.99,NA,2,1,3,3,1,1
"6574",6448,29,0,2,69,2,2,2,8,16,-99.99,-99.99,2,3,7,3,3,3,2006,4,0,1,69,3,1,0,4,16,1,1,3,-99.99,-99.99,NA,3,1,3,3,1,1
"6575",6449,29,0,1,42,2,2,2,8,16,3,7,2,3,7,2,3,3,2006,4,0,0,42,2,1,0,4,16,1,1,2,7,3,1,3,1,3,3,1,1
"6576",6450,29,0,2,69,2,2,2,7,14,-99.99,-99.99,2,3,7,2,3,3,2006,4,0,1,69,3,1,0,4,14,1,1,2,-99.99,-99.99,NA,3,1,3,3,1,1
"6577",6452,29,0,1,33,1,2,2,9,19,3,7,7,97,97,4,3,3,2006,4,0,0,33,2,0,0,4,19,1,NA,4,7,3,1,97,NA,3,3,1,1
"6578",6453,29,0,2,62,2,2,4,3,8,-99.99,-99.99,2,3,7,5,4,3,2006,4,0,1,62,3,1,0,2,8,0,1,5,-99.99,-99.99,NA,3,1,4,3,1,1
"6579",6454,29,1,2,32,2,1,4,4,10,7,3,4,5,9,3,4,3,2006,4,0,1,32,2,1,1,3,10,0,0,3,3,7,0,5,0,4,3,1,1
"6580",6455,29,1,2,45,2,1,4,3,9,-99.99,-99.99,4,8,1,4,4,3,2006,4,0,1,45,2,1,1,2,9,0,0,4,-99.99,-99.99,NA,8,0,4,3,1,1
"6581",6456,29,1,2,42,2,1,4,3,8,-99.99,-99.99,4,8,1,2,3,2,2006,4,0,1,42,2,1,1,2,8,0,0,2,-99.99,-99.99,NA,8,0,3,2,1,0
"6582",6457,29,1,1,51,2,1,4,3,8,7,9,4,97,97,5,3,3,2006,4,0,0,51,3,1,1,2,8,0,0,5,9,7,0,97,NA,3,3,1,1
"6583",6458,29,1,1,39,2,1,4,3,7,7,9,4,7,9,5,4,3,2006,4,0,0,39,2,1,1,2,7,0,0,5,9,7,0,7,0,4,3,1,1
"6584",6459,29,1,1,40,2,2,2,7,16,1,7,2,5,9,2,4,3,2006,4,0,0,40,2,1,0,4,16,1,1,2,7,1,1,5,0,4,3,1,1
"6585",6460,29,1,1,22,1,2,1,7,13,3,7,7,97,97,4,4,3,2006,4,0,0,22,1,0,0,4,13,0,NA,4,7,3,1,97,NA,4,3,1,1
"6586",6461,29,1,1,46,3,1,4,2,5,7,9,7,97,97,5,3,3,2006,4,0,0,46,2,0,1,1,5,0,NA,5,9,7,0,97,NA,3,3,1,1
"6587",6462,29,1,2,47,2,1,4,1,0,7,9,4,7,9,5,2,3,2006,4,0,1,47,2,1,1,0,0,0,0,5,9,7,0,7,0,2,3,0,1
"6588",6463,29,1,1,24,1,1,1,7,14,2,8,7,97,97,4,2,2,2006,4,0,0,24,1,0,1,4,14,0,NA,4,8,2,1,97,NA,2,2,0,0
"6589",6464,29,1,1,23,1,2,4,5,12,7,9,7,97,97,4,3,3,2006,4,0,0,23,1,0,0,3,12,0,NA,4,9,7,0,97,NA,3,3,1,1
"6590",6465,29,1,2,49,2,1,4,1,0,-99.99,-99.99,4,8,1,3,3,2,2006,4,0,1,49,2,1,1,0,0,0,0,3,-99.99,-99.99,NA,8,0,3,2,1,0
"6591",6466,29,1,2,44,2,1,4,3,9,7,4,2,97,97,4,4,3,2006,4,0,1,44,2,1,1,2,9,0,1,4,4,7,0,97,NA,4,3,1,1
"6592",6467,29,1,2,36,2,1,4,2,3,-99.99,-99.99,1,97,97,3,4,3,2006,4,0,1,36,2,1,1,1,3,0,0,3,-99.99,-99.99,NA,97,NA,4,3,1,1
"6593",6468,29,1,2,45,2,1,4,1,1,-99.99,-99.99,4,8,1,2,3,3,2006,4,0,1,45,2,1,1,0,1,0,0,2,-99.99,-99.99,NA,8,0,3,3,1,1
"6594",6469,29,1,1,58,2,1,4,2,2,8,1,4,8,1,5,4,1,2006,4,0,0,58,3,1,1,1,2,0,0,5,1,8,0,8,0,4,1,1,0
"6595",6470,29,1,1,61,2,1,4,1,0,8,1,4,8,1,5,4,3,2006,4,0,0,61,3,1,1,0,0,0,0,5,1,8,0,8,0,4,3,1,1
"6596",6471,29,1,1,42,2,1,4,2,6,8,1,4,8,1,3,3,2,2006,4,0,0,42,2,1,1,1,6,0,0,3,1,8,0,8,0,3,2,1,0
"6597",6472,29,1,1,42,2,1,4,2,5,7,9,4,8,1,3,3,3,2006,4,0,0,42,2,1,1,1,5,0,0,3,9,7,0,8,0,3,3,1,1
"6598",6473,29,1,1,21,1,1,1,4,12,-99.99,-99.99,7,97,97,3,4,2,2006,4,0,0,21,1,0,1,3,12,0,NA,3,-99.99,-99.99,NA,97,NA,4,2,1,0
"6599",6474,29,1,1,46,2,1,4,4,11,8,1,4,8,1,4,4,4,2006,4,0,0,46,2,1,1,3,11,0,0,4,1,8,0,8,0,4,4,1,1
"6600",6475,29,1,2,52,2,1,4,2,2,8,1,4,8,1,2,3,3,2006,4,0,1,52,3,1,1,1,2,0,0,2,1,8,0,8,0,3,3,1,1
"6601",6476,29,1,2,54,2,1,4,1,0,8,1,4,12,12,5,4,4,2006,4,0,1,54,3,1,1,0,0,0,0,5,1,8,0,12,0,4,4,1,1
