"","id","Proid","A1","A2","A3A","A4","SE1","SE1A","SE9","SE17","SE8","SE4","SE3","SE2","E1B","E1H","year","wave","province","time","female","age","corhort","marriage","socialLevel","hukouRural","race","edu","eduyear","party","incomeFam","job","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"3239",3341202,33,2,1,79,1,1,5,1,2,99,8,11,1,5,7,2014,1,"浙江省",1,1,79,4,1,NA,1,1,1,5,0,NA,1,11,0,5,7,1,NA
"3240",3341201,33,1,1,72,1,1,5,1,2,8,8,11,96,6,5,2014,1,"浙江省",1,0,72,4,1,8,1,1,1,5,0,NA,96,11,0,6,5,1,1
"3241",3341114,33,1,1,61,1,5,12,3,2,8,2e+05,11,93,5,4,2014,1,"浙江省",1,0,61,3,1,8,1,1,3,12,1,2e+05,93,11,0,5,4,1,0
"3242",3341109,33,1,9,29,1,1,5,1,2,5,25000,11,94,4,5,2014,1,"浙江省",1,0,29,1,1,5,NA,1,1,5,0,25000,94,11,0,4,5,0,1
"3243",3341108,33,1,1,51,1,0,0,1,2,98,7000,10,4,5,2,2014,1,"浙江省",1,0,51,3,1,NA,1,1,0,0,0,7000,4,10,0,5,2,1,0
"3244",3341106,33,2,2,37,1,1,5,1,2,99,70000,11,94,5,3,2014,1,"浙江省",1,1,37,2,1,NA,0,1,1,5,0,70000,94,11,0,5,3,1,0
"3245",3341105,33,1,1,53,1,0,1,1,2,98,9,11,94,8,4,2014,1,"浙江省",1,0,53,3,1,NA,1,1,0,1,0,NA,94,11,0,8,4,NA,0
"3246",3341104,33,2,1,53,1,0,0,1,2,3,25000,11,1,5,5,2014,1,"浙江省",1,1,53,3,1,3,1,1,0,0,0,25000,1,11,0,5,5,1,1
"3247",3332215,33,2,1,25,1,5,12,2,1,6,1e+05,8,3,4,1,2014,1,"浙江省",1,1,25,1,0,6,1,1,3,12,0,1e+05,3,8,0,4,1,0,0
"3248",3332213,33,1,1,56,1,3,7,1,2,5,8,11,96,6,1,2014,1,"浙江省",1,0,56,3,1,5,1,1,2,7,0,NA,96,11,0,6,1,1,0
"3249",3332212,33,1,9,65,1,1,6,1,2,98,8,10,6,8,3,2014,1,"浙江省",1,0,65,3,1,NA,NA,1,1,6,0,NA,6,10,0,8,3,NA,0
"3250",3332211,33,1,1,56,1,0,5,1,6,1,30000,8,5,6,6,2014,1,"浙江省",1,0,56,3,0,1,1,1,0,5,0,30000,5,8,0,6,6,1,1
"3251",3332209,33,1,1,51,1,3,9,1,2,3,9,11,6,6,3,2014,1,"浙江省",1,0,51,3,1,3,1,1,2,9,0,NA,6,11,0,6,3,1,0
"3252",3332208,33,1,1,48,1,3,9,1,2,8,8,11,96,4,2,2014,1,"浙江省",1,0,48,2,1,8,1,1,2,9,0,NA,96,11,0,4,2,0,0
"3253",3332207,33,1,1,32,1,5,12,1,2,8,30000,10,6,4,1,2014,1,"浙江省",1,0,32,2,1,8,1,1,3,12,0,30000,6,10,0,4,1,0,0
"3254",3332206,33,1,2,35,1,3,9,1,2,9,5e+05,10,4,5,4,2014,1,"浙江省",1,0,35,2,1,9,0,1,2,9,0,5e+05,4,10,0,5,4,1,0
"3255",3332205,33,2,2,52,1,4,9,1,2,1,1e+05,9,93,4,4,2014,1,"浙江省",1,1,52,3,1,1,0,1,2,9,0,1e+05,93,9,1,4,4,0,0
"3256",3332115,33,1,1,63,1,5,7,3,2,9,1e+05,9,93,6,4,2014,1,"浙江省",1,0,63,3,1,9,1,1,3,7,1,1e+05,93,9,1,6,4,1,0
"3257",3332114,33,1,1,57,1,3,7,1,2,6,2e+05,9,5,5,1,2014,1,"浙江省",1,0,57,3,1,6,1,1,2,7,0,2e+05,5,9,1,5,1,1,0
"3258",3332113,33,1,1,66,1,1,3,1,2,5,8,11,6,6,6,2014,1,"浙江省",1,0,66,3,1,5,1,1,1,3,0,NA,6,11,0,6,6,1,1
"3259",3332112,33,1,1,68,1,1,6,1,2,5,9,10,1,6,3,2014,1,"浙江省",1,0,68,3,1,5,1,1,1,6,0,NA,1,10,0,6,3,1,0
"3260",3332111,33,1,1,71,1,1,5,1,1,98,6000,11,1,5,5,2014,1,"浙江省",1,0,71,4,0,NA,1,1,1,5,0,6000,1,11,0,5,5,1,1
"3261",3332109,33,1,1,66,1,0,0,1,2,1,15000,10,6,5,5,2014,1,"浙江省",1,0,66,3,1,1,1,1,0,0,0,15000,6,10,0,5,5,1,1
"3262",3332106,33,1,2,78,1,2,5,3,2,7,36000,2,93,6,4,2014,1,"浙江省",1,0,78,4,1,7,0,1,1,5,1,36000,93,2,1,6,4,1,0
"3263",3331212,33,1,1,25,2,5,12,1,1,2,9,10,6,4,2,2014,1,"浙江省",1,0,25,1,0,2,1,0,3,12,0,NA,6,10,0,4,2,0,0
"3264",3331210,33,2,1,23,1,3,9,1,2,3,40000,8,6,4,4,2014,1,"浙江省",1,1,23,1,1,3,1,1,2,9,0,40000,6,8,0,4,4,0,0
"3265",3331209,33,1,2,47,1,0,3,1,2,5,45000,10,5,4,5,2014,1,"浙江省",1,0,47,2,1,5,0,1,0,3,0,45000,5,10,0,4,5,0,1
"3266",3331208,33,2,2,49,1,0,5,1,2,98,8,4,92,5,5,2014,1,"浙江省",1,1,49,2,1,NA,0,1,0,5,0,NA,92,4,0,5,5,1,1
"3267",3331115,33,2,2,42,1,3,9,1,2,4,1e+05,10,6,6,6,2014,1,"浙江省",1,1,42,2,1,4,0,1,2,9,0,1e+05,6,10,0,6,6,1,1
"3268",3331113,33,2,2,74,1,1,3,1,2,5,60000,10,93,6,6,2014,1,"浙江省",1,1,74,4,1,5,0,1,1,3,0,60000,93,10,0,6,6,1,1
"3269",3331112,33,1,1,57,1,5,12,3,2,7,9,11,7,4,3,2014,1,"浙江省",1,0,57,3,1,7,1,1,3,12,1,NA,7,11,1,4,3,0,0
"3270",3331110,33,1,1,67,1,0,6,1,2,98,8,11,1,5,4,2014,1,"浙江省",1,0,67,3,1,NA,1,1,0,6,0,NA,1,11,0,5,4,1,0
"3271",3331109,33,1,1,53,1,3,7,1,2,5,8,98,1,8,1,2014,1,"浙江省",1,0,53,3,1,5,1,1,2,7,0,NA,1,98,NA,8,1,NA,0
"3272",3331107,33,1,2,49,1,1,6,1,2,8,75000,11,1,6,6,2014,1,"浙江省",1,0,49,2,1,8,0,1,1,6,0,75000,1,11,0,6,6,1,1
"3273",3331104,33,1,1,59,1,5,12,1,2,8,1e+05,8,1,6,1,2014,1,"浙江省",1,0,59,3,1,8,1,1,3,12,0,1e+05,1,8,0,6,1,1,0
"3274",3331103,33,2,2,23,1,7,16,3,1,5,1e+05,6,10,5,5,2014,1,"浙江省",1,1,23,1,0,5,0,1,4,16,1,1e+05,10,6,1,5,5,1,1
"3275",3331102,33,1,1,53,1,1,3,1,2,5,30000,10,6,6,4,2014,1,"浙江省",1,0,53,3,1,5,1,1,1,3,0,30000,6,10,0,6,4,1,0
"3276",3331101,33,1,1,57,1,3,2,1,6,8,1e+05,8,1,5,4,2014,1,"浙江省",1,0,57,3,0,8,1,1,2,2,0,1e+05,1,8,0,5,4,1,0
"3277",3322213,33,1,2,51,1,3,9,1,2,1,9,10,5,8,2,2014,1,"浙江省",1,0,51,3,1,1,0,1,2,9,0,NA,5,10,0,8,2,NA,0
"3278",3322209,33,2,2,99,1,7,16,2,2,6,9,99,99,8,8,2014,1,"浙江省",1,1,99,4,1,6,0,1,4,16,0,NA,99,99,NA,8,8,NA,NA
"3279",3322208,33,2,2,60,1,3,9,1,2,5,130000,2,93,5,2,2014,1,"浙江省",1,1,60,3,1,5,0,1,2,9,0,130000,93,2,1,5,2,1,0
"3280",3322207,33,2,1,72,1,1,6,1,4,4,8,11,93,6,5,2014,1,"浙江省",1,1,72,4,0,4,1,1,1,6,0,NA,93,11,0,6,5,1,1
"3281",3322203,33,2,2,67,1,0,4,1,4,8,36000,9,93,6,5,2014,1,"浙江省",1,1,67,3,0,8,0,1,0,4,0,36000,93,9,1,6,5,1,1
"3282",3322113,33,2,2,62,1,1,6,1,2,5,9,11,93,4,4,2014,1,"浙江省",1,1,62,3,1,5,0,1,1,6,0,NA,93,11,0,4,4,0,0
"3283",3322112,33,2,2,58,1,5,10,1,2,3,7000,9,93,5,3,2014,1,"浙江省",1,1,58,3,1,3,0,1,3,10,0,7000,93,9,1,5,3,1,0
"3284",3322111,33,2,2,62,1,0,0,1,2,5,8,11,93,5,6,2014,1,"浙江省",1,1,62,3,1,5,0,1,0,0,0,NA,93,11,0,5,6,1,1
"3285",3322109,33,2,2,57,1,0,2,1,9,5,8,8,6,8,4,2014,1,"浙江省",1,1,57,3,NA,5,0,1,0,2,0,NA,6,8,0,8,4,NA,0
"3286",3322108,33,2,1,73,1,0,3,1,4,6,25000,11,93,6,5,2014,1,"浙江省",1,1,73,4,0,6,1,1,0,3,0,25000,93,11,0,6,5,1,1
"3287",3322107,33,2,1,59,1,0,0,1,6,5,8,11,93,6,5,2014,1,"浙江省",1,1,59,3,0,5,1,1,0,0,0,NA,93,11,0,6,5,1,1
"3288",3322105,33,1,2,62,1,9,99,1,2,7,9,11,94,7,7,2014,1,"浙江省",1,0,62,3,1,7,0,1,NA,99,0,NA,94,11,0,7,7,NA,NA
"3289",3322104,33,2,2,85,1,0,99,1,2,6,9,11,94,8,8,2014,1,"浙江省",1,1,85,4,1,6,0,1,0,99,0,NA,94,11,0,8,8,NA,NA
"3290",3321213,33,2,2,28,1,7,16,1,1,6,9,3,2,4,4,2014,1,"浙江省",1,1,28,1,0,6,0,1,4,16,0,NA,2,3,1,4,4,0,0
"3291",3321203,33,1,2,82,1,0,99,1,2,6,9,11,94,8,8,2014,1,"浙江省",1,0,82,4,1,6,0,1,0,99,0,NA,94,11,0,8,8,NA,NA
"3292",3321202,33,1,2,24,1,7,16,1,1,98,8,4,10,5,4,2014,1,"浙江省",1,0,24,1,0,NA,0,1,4,16,0,NA,10,4,0,5,4,1,0
"3293",3321103,33,2,1,82,1,0,99,1,4,98,42000,99,96,8,8,2014,1,"浙江省",1,1,82,4,0,NA,1,1,0,99,0,42000,96,99,NA,8,8,NA,NA
"3294",3312214,33,1,2,61,1,4,9,1,2,10,70000,2,93,5,5,2014,1,"浙江省",1,0,61,3,1,10,0,1,2,9,0,70000,93,2,1,5,5,1,1
"3295",3312208,33,2,1,47,1,0,3,1,2,2,50000,99,92,8,8,2014,1,"浙江省",1,1,47,2,1,2,1,1,0,3,0,50000,92,99,NA,8,8,NA,NA
"3296",3312206,33,2,1,46,1,0,2,1,2,6,8,10,92,8,8,2014,1,"浙江省",1,1,46,2,1,6,1,1,0,2,0,NA,92,10,0,8,8,NA,NA
"3297",3312204,33,1,2,29,1,5,12,2,2,6,9,8,3,6,5,2014,1,"浙江省",1,0,29,1,1,6,0,1,3,12,0,NA,3,8,0,6,5,1,1
"3298",3312115,33,1,1,75,1,0,0,1,2,4,9,8,3,6,4,2014,1,"浙江省",1,0,75,4,1,4,1,1,0,0,0,NA,3,8,0,6,4,1,0
"3299",3312113,33,1,1,48,1,3,8,1,2,5,1e+05,8,3,5,3,2014,1,"浙江省",1,0,48,2,1,5,1,1,2,8,0,1e+05,3,8,0,5,3,1,0
"3300",3312111,33,1,1,22,1,3,9,1,1,9,9,7,5,6,4,2014,1,"浙江省",1,0,22,1,0,9,1,1,2,9,0,NA,5,7,1,6,4,1,0
"3301",3312109,33,2,1,25,1,7,16,3,2,5,9,3,8,5,4,2014,1,"浙江省",1,1,25,1,1,5,1,1,4,16,1,NA,8,3,1,5,4,1,0
"3302",3312104,33,1,1,57,1,0,2,1,2,6,36000,8,6,5,5,2014,1,"浙江省",1,0,57,3,1,6,1,1,0,2,0,36000,6,8,0,5,5,1,1
"3303",3312103,33,1,1,24,2,3,9,1,2,5,70000,8,2,4,4,2014,1,"浙江省",1,0,24,1,1,5,1,0,2,9,0,70000,2,8,0,4,4,0,0
"3304",3312101,33,1,1,60,1,1,6,1,2,3,15000,8,3,6,6,2014,1,"浙江省",1,0,60,3,1,3,1,1,1,6,0,15000,3,8,0,6,6,1,1
"3305",3311309,33,1,2,49,1,1,5,1,2,1,17400,11,96,5,4,2014,1,"浙江省",1,0,49,2,1,1,0,1,1,5,0,17400,96,11,0,5,4,1,0
"3306",3311307,33,1,2,23,1,7,16,3,1,6,8,11,91,4,3,2014,1,"浙江省",1,0,23,1,0,6,0,1,4,16,1,NA,91,11,0,4,3,0,0
"3307",3311305,33,1,1,26,1,6,14,1,1,5,9,8,5,3,1,2014,1,"浙江省",1,0,26,1,0,5,1,1,3,14,0,NA,5,8,0,3,1,0,0
"3308",3311304,33,2,2,59,1,0,3,1,2,99,9,8,93,6,4,2014,1,"浙江省",1,1,59,3,1,NA,0,1,0,3,0,NA,93,8,0,6,4,1,0
"3309",3311301,33,2,2,29,1,7,16,1,2,8,2e+06,10,4,5,4,2014,1,"浙江省",1,1,29,1,1,8,0,1,4,16,0,2e+06,4,10,0,5,4,1,0
"3310",3311212,33,2,2,31,1,7,14,3,2,8,2e+05,6,10,5,4,2014,1,"浙江省",1,1,31,2,1,8,0,1,4,14,1,2e+05,10,6,1,5,4,1,0
"3311",3311208,33,1,2,91,1,5,10,1,2,8,150000,6,93,8,1,2014,1,"浙江省",1,0,91,4,1,8,0,1,3,10,0,150000,93,6,1,8,1,NA,0
"3312",3311207,33,1,2,34,1,6,12,1,2,4,150000,2,2,6,5,2014,1,"浙江省",1,0,34,2,1,4,0,1,3,12,0,150000,2,2,1,6,5,1,1
"3313",3311206,33,2,2,25,1,7,16,3,1,8,1e+05,1,7,4,4,2014,1,"浙江省",1,1,25,1,0,8,0,1,4,16,1,1e+05,7,1,1,4,4,0,0
"3314",3311202,33,2,2,65,1,2,6,1,2,10,60000,9,93,5,6,2014,1,"浙江省",1,1,65,3,1,10,0,1,1,6,0,60000,93,9,1,5,6,1,1
"3315",3292215,32,1,1,72,1,0,0,1,2,6,15000,11,1,6,6,2014,1,"江苏省",1,0,72,4,1,6,1,1,0,0,0,15000,1,11,0,6,6,1,1
"3316",3292210,32,2,1,58,1,0,1,1,2,5,9,11,92,4,4,2014,1,"江苏省",1,1,58,3,1,5,1,1,0,1,0,NA,92,11,0,4,4,0,0
"3317",3292208,32,1,1,61,1,4,10,1,2,5,9,99,1,5,5,2014,1,"江苏省",1,0,61,3,1,5,1,1,2,10,0,NA,1,99,NA,5,5,1,1
"3318",3292206,32,1,1,57,1,0,3,2,1,10,9,98,1,6,6,2014,1,"江苏省",1,0,57,3,0,10,1,1,0,3,0,NA,1,98,NA,6,6,1,1
"3319",3292203,32,1,1,58,1,5,13,1,2,8,1e+05,11,1,6,6,2014,1,"江苏省",1,0,58,3,1,8,1,1,3,13,0,1e+05,1,11,0,6,6,1,1
"3320",3292202,32,1,1,78,1,3,9,1,2,8,9,11,96,6,6,2014,1,"江苏省",1,0,78,4,1,8,1,1,2,9,0,NA,96,11,0,6,6,1,1
"3321",3292112,32,1,2,41,1,3,9,1,2,5,9,2,6,4,4,2014,1,"江苏省",1,0,41,2,1,5,0,1,2,9,0,NA,6,2,1,4,4,0,0
"3322",3292109,32,2,2,62,1,2,6,1,2,5,50000,11,1,6,5,2014,1,"江苏省",1,1,62,3,1,5,0,1,1,6,0,50000,1,11,0,6,5,1,1
"3323",3292108,32,2,1,28,1,5,12,1,2,3,8,8,3,5,4,2014,1,"江苏省",1,1,28,1,1,3,1,1,3,12,0,NA,3,8,0,5,4,1,0
"3324",3292107,32,1,2,40,1,5,12,1,2,6,9,99,3,4,3,2014,1,"江苏省",1,0,40,2,1,6,0,1,3,12,0,NA,3,99,NA,4,3,0,0
"3325",3292106,32,2,1,83,1,0,99,3,4,98,7200,6,96,6,5,2014,1,"江苏省",1,1,83,4,0,NA,1,1,0,99,1,7200,96,6,1,6,5,1,1
"3326",3292105,32,2,2,50,1,1,5,1,2,5,8,99,92,7,7,2014,1,"江苏省",1,1,50,3,1,5,0,1,1,5,0,NA,92,99,NA,7,7,NA,NA
"3327",3292103,32,1,2,68,1,1,6,1,2,5,50000,6,93,4,3,2014,1,"江苏省",1,0,68,3,1,5,0,1,1,6,0,50000,93,6,1,4,3,0,0
"3328",3292102,32,2,1,71,1,0,0,1,4,8,9,11,92,4,4,2014,1,"江苏省",1,1,71,4,0,8,1,1,0,0,0,NA,92,11,0,4,4,0,0
"3329",3291210,32,1,1,25,1,6,16,1,2,1,9,8,4,4,3,2014,1,"江苏省",1,0,25,1,1,1,1,1,3,16,0,NA,4,8,0,4,3,0,0
"3330",3291207,32,1,2,59,1,1,6,1,2,98,9,11,96,7,5,2014,1,"江苏省",1,0,59,3,1,NA,0,1,1,6,0,NA,96,11,0,7,5,NA,1
"3331",3291206,32,2,1,27,1,5,15,1,2,7,1e+05,98,92,5,5,2014,1,"江苏省",1,1,27,1,1,7,1,1,3,15,0,1e+05,92,98,NA,5,5,1,1
"3332",3291204,32,1,1,24,1,5,12,1,1,8,9,9,8,5,5,2014,1,"江苏省",1,0,24,1,0,8,1,1,3,12,0,NA,8,9,1,5,5,1,1
"3333",3291201,32,2,1,48,1,3,9,1,2,5,20000,6,6,6,6,2014,1,"江苏省",1,1,48,2,1,5,1,1,2,9,0,20000,6,6,1,6,6,1,1
"3334",3291115,32,2,2,39,1,7,17,1,2,5,9,6,10,6,4,2014,1,"江苏省",1,1,39,2,1,5,0,1,4,17,0,NA,10,6,1,6,4,1,0
"3335",3291114,32,2,2,28,1,7,16,3,2,7,2e+05,6,8,6,6,2014,1,"江苏省",1,1,28,1,1,7,0,1,4,16,1,2e+05,8,6,1,6,6,1,1
"3336",3291107,32,1,2,58,1,8,18,3,2,7,9,6,7,4,4,2014,1,"江苏省",1,0,58,3,1,7,0,1,4,18,1,NA,7,6,1,4,4,0,0
"3337",3282215,32,2,1,61,1,0,0,1,4,98,9,11,1,8,8,2014,1,"江苏省",1,1,61,3,0,NA,1,1,0,0,0,NA,1,11,0,8,8,NA,NA
"3338",3282213,32,1,1,54,1,5,9,1,2,5,20000,11,1,5,6,2014,1,"江苏省",1,0,54,3,1,5,1,1,3,9,0,20000,1,11,0,5,6,1,1
"3339",3282211,32,2,1,66,1,5,12,1,2,8,9,98,1,4,1,2014,1,"江苏省",1,1,66,3,1,8,1,1,3,12,0,NA,1,98,NA,4,1,0,0
"3340",3282210,32,2,1,91,1,0,0,1,4,98,9,98,1,5,5,2014,1,"江苏省",1,1,91,4,0,NA,1,1,0,0,0,NA,1,98,NA,5,5,1,1
"3341",3282208,32,1,1,58,1,3,9,1,2,3,9,11,1,6,3,2014,1,"江苏省",1,0,58,3,1,3,1,1,2,9,0,NA,1,11,0,6,3,1,0
"3342",3282206,32,2,1,58,1,0,0,1,2,4,8,11,1,6,6,2014,1,"江苏省",1,1,58,3,1,4,1,1,0,0,0,NA,1,11,0,6,6,1,1
"3343",3282204,32,1,1,35,1,3,9,1,2,5,9,10,6,6,3,2014,1,"江苏省",1,0,35,2,1,5,1,1,2,9,0,NA,6,10,0,6,3,1,0
"3344",3282202,32,1,1,62,1,5,12,1,2,5,9000,11,1,5,4,2014,1,"江苏省",1,0,62,3,1,5,1,1,3,12,0,9000,1,11,0,5,4,1,0
"3345",3282201,32,1,1,44,1,3,9,1,2,99,30000,11,1,6,4,2014,1,"江苏省",1,0,44,2,1,NA,1,1,2,9,0,30000,1,11,0,6,4,1,0
"3346",3282114,32,1,9,72,1,3,9,3,2,8,15000,11,96,6,5,2014,1,"江苏省",1,0,72,4,1,8,NA,1,2,9,1,15000,96,11,0,6,5,1,1
"3347",3282113,32,2,1,83,1,0,0,1,4,98,9,11,92,5,6,2014,1,"江苏省",1,1,83,4,0,NA,1,1,0,0,0,NA,92,11,0,5,6,1,1
"3348",3282109,32,1,1,73,1,0,6,1,2,5,9,11,1,6,5,2014,1,"江苏省",1,0,73,4,1,5,1,1,0,6,0,NA,1,11,0,6,5,1,1
"3349",3282101,32,2,1,49,1,3,9,1,2,10,9,98,92,8,4,2014,1,"江苏省",1,1,49,2,1,10,1,1,2,9,0,NA,92,98,NA,8,4,NA,0
"3350",3281212,32,1,1,60,1,1,5,1,2,4,9,11,1,6,5,2014,1,"江苏省",1,0,60,3,1,4,1,1,1,5,0,NA,1,11,0,6,5,1,1
"3351",3281211,32,2,1,53,1,0,4,1,2,4,70000,11,1,6,4,2014,1,"江苏省",1,1,53,3,1,4,1,1,0,4,0,70000,1,11,0,6,4,1,0
"3352",3281208,32,1,1,59,1,3,9,1,2,8,150000,11,1,6,4,2014,1,"江苏省",1,0,59,3,1,8,1,1,2,9,0,150000,1,11,0,6,4,1,0
"3353",3281207,32,2,1,38,1,3,9,1,2,5,9,11,92,4,4,2014,1,"江苏省",1,1,38,2,1,5,1,1,2,9,0,NA,92,11,0,4,4,0,0
"3354",3281206,32,2,1,81,1,0,0,1,4,6,9,11,92,5,4,2014,1,"江苏省",1,1,81,4,0,6,1,1,0,0,0,NA,92,11,0,5,4,1,0
"3355",3281202,32,2,1,99,1,3,9,1,2,8,9,98,1,5,5,2014,1,"江苏省",1,1,99,4,1,8,1,1,2,9,0,NA,1,98,NA,5,5,1,1
"3356",3281201,32,1,1,50,1,0,0,1,1,10,0,11,1,6,6,2014,1,"江苏省",1,0,50,3,0,10,1,1,0,0,0,0,1,11,0,6,6,1,1
"3357",3281115,32,2,1,66,1,2,7,3,2,7,10800,11,96,6,3,2014,1,"江苏省",1,1,66,3,1,7,1,1,1,7,1,10800,96,11,0,6,3,1,0
"3358",3281114,32,2,1,35,1,5,12,1,2,6,9,8,3,5,4,2014,1,"江苏省",1,1,35,2,1,6,1,1,3,12,0,NA,3,8,0,5,4,1,0
"3359",3281109,32,1,1,35,1,7,16,2,2,8,60000,8,3,5,3,2014,1,"江苏省",1,0,35,2,1,8,1,1,4,16,0,60000,3,8,0,5,3,1,0
"3360",3281107,32,2,1,74,1,0,2,1,4,10,9,98,1,5,6,2014,1,"江苏省",1,1,74,4,0,10,1,1,0,2,0,NA,1,98,NA,5,6,1,1
"3361",3281105,32,2,1,48,1,0,4,1,2,5,40000,8,3,6,5,2014,1,"江苏省",1,1,48,2,1,5,1,1,0,4,0,40000,3,8,0,6,5,1,1
"3362",3281104,32,1,1,55,1,3,9,1,2,6,9,8,3,3,4,2014,1,"江苏省",1,0,55,3,1,6,1,1,2,9,0,NA,3,8,0,3,4,0,0
"3363",3281103,32,2,1,38,1,1,6,1,2,5,9,11,92,5,4,2014,1,"江苏省",1,1,38,2,1,5,1,1,1,6,0,NA,92,11,0,5,4,1,0
"3364",3281102,32,2,1,33,1,7,16,2,2,2,8,8,2,6,4,2014,1,"江苏省",1,1,33,2,1,2,1,1,4,16,0,NA,2,8,0,6,4,1,0
"3365",3281101,32,2,2,39,1,3,8,1,2,5,50000,8,3,4,4,2014,1,"江苏省",1,1,39,2,1,5,0,1,2,8,0,50000,3,8,0,4,4,0,0
"3366",3272215,32,2,1,60,1,0,0,1,2,5,30000,11,1,7,7,2014,1,"江苏省",1,1,60,3,1,5,1,1,0,0,0,30000,1,11,0,7,7,NA,NA
"3367",3272212,32,1,1,60,1,3,9,1,2,8,30000,11,1,6,3,2014,1,"江苏省",1,0,60,3,1,8,1,1,2,9,0,30000,1,11,0,6,3,1,0
"3368",3272211,32,1,1,67,1,1,6,1,2,4,9,11,1,5,3,2014,1,"江苏省",1,0,67,3,1,4,1,1,1,6,0,NA,1,11,0,5,3,1,0
"3369",3272209,32,2,1,56,1,0,0,1,2,98,9,98,1,5,9,2014,1,"江苏省",1,1,56,3,1,NA,1,1,0,0,0,NA,1,98,NA,5,9,1,NA
"3370",3272207,32,2,1,42,1,0,2,1,2,4,9,8,3,6,3,2014,1,"江苏省",1,1,42,2,1,4,1,1,0,2,0,NA,3,8,0,6,3,1,0
"3371",3272203,32,1,1,70,1,1,6,1,2,98,9,11,1,6,6,2014,1,"江苏省",1,0,70,4,1,NA,1,1,1,6,0,NA,1,11,0,6,6,1,1
"3372",3272202,32,1,1,75,1,0,3,3,2,6,3000,11,96,6,4,2014,1,"江苏省",1,0,75,4,1,6,1,1,0,3,1,3000,96,11,0,6,4,1,0
"3373",3272115,32,1,1,32,1,5,12,1,2,9,9,4,1,5,5,2014,1,"江苏省",1,0,32,2,1,9,1,1,3,12,0,NA,1,4,0,5,5,1,1
"3374",3272114,32,2,2,57,1,5,10,1,2,8,9,98,92,5,8,2014,1,"江苏省",1,1,57,3,1,8,0,1,3,10,0,NA,92,98,NA,5,8,1,NA
"3375",3272110,32,2,1,48,1,0,0,1,2,6,9,11,1,6,5,2014,1,"江苏省",1,1,48,2,1,6,1,1,0,0,0,NA,1,11,0,6,5,1,1
"3376",3272108,32,1,1,45,1,3,9,1,2,6,9,8,3,6,1,2014,1,"江苏省",1,0,45,2,1,6,1,1,2,9,0,NA,3,8,0,6,1,1,0
"3377",3272105,32,2,9,40,1,3,9,1,2,5,9,11,92,5,3,2014,1,"江苏省",1,1,40,2,1,5,NA,1,2,9,0,NA,92,11,0,5,3,1,0
"3378",3272104,32,2,1,21,1,5,12,3,2,1,9,10,1,5,3,2014,1,"江苏省",1,1,21,1,1,1,1,1,3,12,1,NA,1,10,0,5,3,1,0
"3379",3272103,32,2,1,42,1,0,99,1,2,5,10000,11,92,4,5,2014,1,"江苏省",1,1,42,2,1,5,1,1,0,99,0,10000,92,11,0,4,5,0,1
"3380",3272102,32,2,1,60,1,3,9,3,2,5,9,8,3,8,4,2014,1,"江苏省",1,1,60,3,1,5,1,1,2,9,1,NA,3,8,0,8,4,NA,0
"3381",3272101,32,2,1,59,1,0,0,1,2,5,8,11,92,5,3,2014,1,"江苏省",1,1,59,3,1,5,1,1,0,0,0,NA,92,11,0,5,3,1,0
"3382",3271215,32,2,1,40,2,0,0,1,2,98,9,11,1,4,4,2014,1,"江苏省",1,1,40,2,1,NA,1,0,0,0,0,NA,1,11,0,4,4,0,0
"3383",3271213,32,2,1,47,1,0,0,1,2,6,24000,11,1,5,2,2014,1,"江苏省",1,1,47,2,1,6,1,1,0,0,0,24000,1,11,0,5,2,1,0
"3384",3271210,32,2,1,47,1,3,9,1,2,4,75000,10,6,6,4,2014,1,"江苏省",1,1,47,2,1,4,1,1,2,9,0,75000,6,10,0,6,4,1,0
"3385",3271208,32,1,1,59,1,3,9,1,2,8,30000,11,1,5,3,2014,1,"江苏省",1,0,59,3,1,8,1,1,2,9,0,30000,1,11,0,5,3,1,0
"3386",3271205,32,1,1,61,1,5,12,3,2,7,2e+05,11,1,6,4,2014,1,"江苏省",1,0,61,3,1,7,1,1,3,12,1,2e+05,1,11,0,6,4,1,0
"3387",3271204,32,2,1,52,1,2,7,1,2,5,9,11,92,6,4,2014,1,"江苏省",1,1,52,3,1,5,1,1,1,7,0,NA,92,11,0,6,4,1,0
"3388",3271203,32,2,1,72,1,0,5,1,2,98,8,98,1,5,9,2014,1,"江苏省",1,1,72,4,1,NA,1,1,0,5,0,NA,1,98,NA,5,9,1,NA
"3389",3271114,32,1,1,46,1,1,6,1,2,5,50000,10,6,6,6,2014,1,"江苏省",1,0,46,2,1,5,1,1,1,6,0,50000,6,10,0,6,6,1,1
"3390",3271113,32,1,1,32,1,0,0,1,2,5,9,10,5,4,4,2014,1,"江苏省",1,0,32,2,1,5,1,1,0,0,0,NA,5,10,0,4,4,0,0
"3391",3271112,32,2,1,58,1,0,0,1,2,98,9,11,1,8,8,2014,1,"江苏省",1,1,58,3,1,NA,1,1,0,0,0,NA,1,11,0,8,8,NA,NA
"3392",3271110,32,1,1,47,1,0,2,1,1,10,9,11,1,5,5,2014,1,"江苏省",1,0,47,2,0,10,1,1,0,2,0,NA,1,11,0,5,5,1,1
