"","id","province","A1","A2","A4A","A5","SE1","SE1A","SE11","SE13","SE22","SE5","E4B","E4H","year","wave","time","female","age","corhort","marriage","socialLevel","hukouRural","race","edu","eduyear","party","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"3608",3608,"湖南省",2,1,39,1,5,12,6,1,2,"8",6,1,2019,1,1,1,39,2,1,6,1,1,2,12,0,"8","0",6,1,1,0
"3609",3609,"湖南省",1,9,23,1,7,15,NA,1,1,"8",5,3,2019,1,1,0,23,1,0,NA,NA,1,3,15,0,"8","0",5,3,1,0
"3610",3610,"湖南省",2,2,50,1,3,5,5,1,2,"11",5,5,2019,1,1,1,50,3,1,5,0,1,1,5,0,"11","0",5,5,1,1
"3611",3611,"湖南省",2,3,46,1,5,9,7,2,2,"8",4,4,2019,1,1,1,46,2,1,7,0,1,2,9,0,"8","0",4,4,0,0
"3612",3612,"湖南省",2,3,60,1,7,12,5,1,2,"6",6,NA,2019,1,1,1,60,3,1,5,0,1,3,12,0,"6","1",6,NA,1,NA
"3613",3613,"湖南省",2,3,53,1,5,9,7,1,2,NA,6,5,2019,1,1,1,53,3,1,7,0,1,2,9,0,NA,NA,6,5,1,1
"3614",3614,"湖南省",1,1,80,1,5,9,5,3,2,"1",6,5,2019,1,1,0,80,4,1,5,1,1,2,9,1,"1","1",6,5,1,1
"3615",3615,"湖南省",2,2,46,1,7,11,6,1,2,"10",5,4,2019,1,1,1,46,2,1,6,0,1,3,11,0,"10","0",5,4,1,0
"3616",3616,"湖南省",1,1,24,1,9,21,1,2,1,"7",6,6,2019,1,1,0,24,1,0,1,1,1,4,21,0,"7","1",6,6,1,1
"3617",3617,"湖南省",2,3,30,1,5,9,NA,1,2,"8",5,4,2019,1,1,1,30,2,1,NA,0,1,2,9,0,"8","0",5,4,1,0
"3618",3618,"湖南省",1,3,29,1,7,12,9,1,2,"6",5,5,2019,1,1,0,29,1,1,9,0,1,3,12,0,"6","1",5,5,1,1
"3619",3619,"湖南省",2,2,87,1,7,18,7,3,4,"6",6,6,2019,1,1,1,87,4,0,7,0,1,3,18,1,"6","1",6,6,1,1
"3620",3620,"湖南省",1,2,79,1,3,4,5,1,2,"2",5,3,2019,1,1,0,79,4,1,5,0,1,1,4,0,"2","1",5,3,1,0
"3621",3621,"湖南省",1,2,57,1,7,15,7,1,2,NA,6,3,2019,1,1,0,57,3,1,7,0,1,3,15,0,NA,NA,6,3,1,0
"3622",3622,"湖南省",1,3,31,1,2,3,4,1,2,"8",4,3,2019,1,1,0,31,2,1,4,0,1,0,3,0,"8","0",4,3,0,0
"3623",3623,"湖南省",1,1,42,1,5,10,8,2,2,"8",4,2,2019,1,1,0,42,2,1,8,1,1,2,10,0,"8","0",4,2,0,0
"3624",3624,"湖南省",1,1,46,1,7,12,7,1,2,"11",6,3,2019,1,1,0,46,2,1,7,1,1,3,12,0,"11","0",6,3,1,0
"3625",3625,"湖南省",2,1,34,1,3,6,5,1,2,"8",5,5,2019,1,1,1,34,2,1,5,1,1,1,6,0,"8","0",5,5,1,1
"3626",3626,"湖南省",1,2,61,2,7,12,3,1,NA,"8",5,4,2019,1,1,0,61,3,NA,3,0,0,3,12,0,"8","0",5,4,1,0
"3627",3627,"湖南省",2,2,48,2,4,8,4,1,2,NA,4,5,2019,1,1,1,48,2,1,4,0,0,1,8,0,NA,NA,4,5,0,1
"3628",3628,"湖南省",2,1,42,2,6,10,4,1,2,NA,5,3,2019,1,1,1,42,2,1,4,1,0,2,10,0,NA,NA,5,3,1,0
"3629",3629,"湖南省",2,2,30,1,8,12,5,1,2,NA,6,6,2019,1,1,1,30,2,1,5,0,1,3,12,0,NA,NA,6,6,1,1
"3630",3630,"湖南省",2,1,39,2,7,12,6,1,2,"8",6,5,2019,1,1,1,39,2,1,6,1,0,3,12,0,"8","0",6,5,1,1
"3631",3631,"湖南省",1,2,52,1,7,12,6,3,2,"2",4,4,2019,1,1,0,52,3,1,6,0,1,3,12,1,"2","1",4,4,0,0
"3632",3632,"湖南省",2,2,56,1,5,10,NA,1,2,"8",3,5,2019,1,1,1,56,3,1,NA,0,1,2,10,0,"8","0",3,5,0,1
"3633",3633,"湖南省",1,1,66,2,2,3,3,1,4,"11",4,4,2019,1,1,0,66,3,0,3,1,0,0,3,0,"11","0",4,4,0,0
"3634",3634,"湖南省",2,1,31,1,5,9,6,1,2,"10",6,3,2019,1,1,1,31,2,1,6,1,1,2,9,0,"10","0",6,3,1,0
"3635",3635,"湖南省",1,2,51,2,5,9,NA,1,2,"10",NA,4,2019,1,1,0,51,3,1,NA,0,0,2,9,0,"10","0",NA,4,NA,0
"3636",3636,"湖南省",1,2,73,1,5,9,5,3,2,"9",6,4,2019,1,1,0,73,4,1,5,0,1,2,9,1,"9","1",6,4,1,0
"3637",3637,"湖南省",1,2,68,1,5,9,6,1,2,"2",6,5,2019,1,1,0,68,3,1,6,0,1,2,9,0,"2","1",6,5,1,1
"3638",3638,"湖南省",2,2,53,2,7,12,6,3,2,"1",6,2,2019,1,1,1,53,3,1,6,0,0,3,12,1,"1","1",6,2,1,0
"3639",3639,"湖南省",1,2,59,1,7,11,4,1,2,"9",6,4,2019,1,1,0,59,3,1,4,0,1,3,11,0,"9","1",6,4,1,0
"3640",3640,"湖南省",2,2,47,1,5,9,9,1,2,"6",6,6,2019,1,1,1,47,2,1,9,0,1,2,9,0,"6","1",6,6,1,1
"3641",3641,"湖南省",1,1,18,2,7,12,1,1,1,NA,6,6,2019,1,1,0,18,1,0,1,1,0,3,12,0,NA,NA,6,6,1,1
"3642",3642,"湖南省",2,2,81,1,7,10,6,3,2,"9",6,4,2019,1,1,1,81,4,1,6,0,1,3,10,1,"9","1",6,4,1,0
"3643",3643,"湖南省",2,1,43,2,3,6,4,1,2,"8",4,4,2019,1,1,1,43,2,1,4,1,0,1,6,0,"8","0",4,4,0,0
"3644",3644,"湖南省",1,1,21,1,9,16,6,2,1,"7",6,5,2019,1,1,0,21,1,0,6,1,1,4,16,0,"7","1",6,5,1,1
"3645",3645,"湖南省",2,4,77,1,7,13,6,3,2,"6",6,NA,2019,1,1,1,77,4,1,6,1,1,3,13,1,"6","1",6,NA,1,NA
"3646",3646,"湖南省",2,2,55,2,5,9,2,1,2,NA,6,6,2019,1,1,1,55,3,1,2,0,0,2,9,0,NA,NA,6,6,1,1
"3647",3647,"湖南省",1,2,49,1,7,10,5,1,2,"8",6,3,2019,1,1,0,49,2,1,5,0,1,3,10,0,"8","0",6,3,1,0
"3648",3648,"湖南省",2,3,72,1,3,9,6,1,2,"10",5,4,2019,1,1,1,72,4,1,6,0,1,1,9,0,"10","0",5,4,1,0
"3649",3649,"湖南省",2,2,64,1,7,15,6,3,2,"8",6,4,2019,1,1,1,64,3,1,6,0,1,3,15,1,"8","0",6,4,1,0
"3650",3650,"湖南省",1,3,59,2,9,12,9,3,2,"1",6,5,2019,1,1,0,59,3,1,9,0,0,4,12,1,"1","1",6,5,1,1
"3651",3651,"湖南省",2,1,38,1,7,10,3,1,2,NA,6,5,2019,1,1,1,38,2,1,3,1,1,3,10,0,NA,NA,6,5,1,1
"3652",3652,"湖南省",2,2,70,1,2,4,6,1,2,"2",6,6,2019,1,1,1,70,4,1,6,0,1,0,4,0,"2","1",6,6,1,1
"3653",3653,"湖南省",2,2,79,1,7,12,6,1,2,"6",6,6,2019,1,1,1,79,4,1,6,0,1,3,12,0,"6","1",6,6,1,1
"3654",3654,"湖南省",2,3,83,1,7,12,5,3,2,"6",6,5,2019,1,1,1,83,4,1,5,0,1,3,12,1,"6","1",6,5,1,1
"3655",3655,"湖南省",2,3,64,1,7,11,9,1,2,"6",6,6,2019,1,1,1,64,3,1,9,0,1,3,11,0,"6","1",6,6,1,1
"3656",3656,"湖南省",1,2,78,1,7,13,8,1,2,"6",6,4,2019,1,1,0,78,4,1,8,0,1,3,13,0,"6","1",6,4,1,0
"3657",3657,"湖南省",2,1,58,1,5,9,6,1,2,"8",5,5,2019,1,1,1,58,3,1,6,1,1,2,9,0,"8","0",5,5,1,1
"3658",3658,"湖南省",2,2,56,1,5,9,5,1,2,"8",4,4,2019,1,1,1,56,3,1,5,0,1,2,9,0,"8","0",4,4,0,0
"3659",3659,"湖南省",1,1,44,1,6,9,5,1,2,"10",6,4,2019,1,1,0,44,2,1,5,1,1,2,9,0,"10","0",6,4,1,0
"3660",3660,"湖南省",1,2,43,1,7,12,7,1,2,"10",4,4,2019,1,1,0,43,2,1,7,0,1,3,12,0,"10","0",4,4,0,0
"3661",3661,"湖南省",2,2,41,1,7,12,7,3,2,"6",5,5,2019,1,1,1,41,2,1,7,0,1,3,12,1,"6","1",5,5,1,1
"3662",3662,"湖南省",2,1,52,2,2,2,7,1,2,NA,6,4,2019,1,1,1,52,3,1,7,1,0,0,2,0,NA,NA,6,4,1,0
"3663",3663,"湖南省",2,2,49,2,8,10,6,3,2,"1",6,5,2019,1,1,1,49,2,1,6,0,0,3,10,1,"1","1",6,5,1,1
"3664",3664,"湖南省",1,1,51,2,5,9,6,1,2,"8",6,5,2019,1,1,0,51,3,1,6,1,0,2,9,0,"8","0",6,5,1,1
"3665",3665,"湖南省",1,1,52,2,5,7,6,1,4,NA,6,3,2019,1,1,0,52,3,0,6,1,0,2,7,0,NA,NA,6,3,1,0
"3666",3666,"湖南省",2,1,42,2,7,12,8,3,2,NA,6,4,2019,1,1,1,42,2,1,8,1,0,3,12,1,NA,NA,6,4,1,0
"3667",3667,"湖南省",1,1,75,2,3,6,5,1,2,NA,5,4,2019,1,1,0,75,4,1,5,1,0,1,6,0,NA,NA,5,4,1,0
"3668",3668,"湖南省",1,3,74,2,3,5,8,3,2,"1",6,6,2019,1,1,0,74,4,1,8,0,0,1,5,1,"1","1",6,6,1,1
"3669",3669,"湖南省",2,1,40,2,5,9,6,3,2,NA,6,4,2019,1,1,1,40,2,1,6,1,0,2,9,1,NA,NA,6,4,1,0
"3670",3670,"湖南省",1,1,50,2,6,9,8,3,2,NA,6,4,2019,1,1,0,50,3,1,8,1,0,2,9,1,NA,NA,6,4,1,0
"3671",3671,"湖南省",2,1,21,2,9,16,8,2,1,"11",5,5,2019,1,1,1,21,1,0,8,1,0,4,16,0,"11","0",5,5,1,1
"3672",3672,"湖南省",1,2,70,2,7,12,5,2,2,"6",6,5,2019,1,1,0,70,4,1,5,0,0,3,12,0,"6","1",6,5,1,1
"3673",3673,"湖南省",1,2,73,1,4,8,NA,3,2,"11",6,4,2019,1,1,0,73,4,1,NA,0,1,1,8,1,"11","0",6,4,1,0
"3674",3674,"湖南省",2,1,75,2,3,6,5,1,4,"11",5,4,2019,1,1,1,75,4,0,5,1,0,1,6,0,"11","0",5,4,1,0
"3675",3675,"湖南省",2,1,26,2,5,9,1,1,2,"8",4,4,2019,1,1,1,26,1,1,1,1,0,2,9,0,"8","0",4,4,0,0
"3676",3676,"湖南省",2,1,45,2,3,6,6,1,2,"11",4,3,2019,1,1,1,45,2,1,6,1,0,1,6,0,"11","0",4,3,0,0
"3677",3677,"湖南省",1,1,67,2,3,5,5,3,2,"11",6,4,2019,1,1,0,67,3,1,5,1,0,1,5,1,"11","0",6,4,1,0
"3678",3678,"湖南省",1,2,65,1,5,9,5,3,2,"2",6,5,2019,1,1,0,65,3,1,5,0,1,2,9,1,"2","1",6,5,1,1
"3679",3679,"湖南省",1,1,60,2,7,12,6,1,4,NA,6,3,2019,1,1,0,60,3,0,6,1,0,3,12,0,NA,NA,6,3,1,0
"3680",3680,"湖南省",1,2,70,2,5,9,8,1,2,"11",6,3,2019,1,1,0,70,4,1,8,0,0,2,9,0,"11","0",6,3,1,0
"3681",3681,"湖南省",2,1,42,2,5,9,7,1,2,"10",6,5,2019,1,1,1,42,2,1,7,1,0,2,9,0,"10","0",6,5,1,1
"3682",3682,"湖南省",2,2,47,2,7,12,5,1,2,"11",6,5,2019,1,1,1,47,2,1,5,0,0,3,12,0,"11","0",6,5,1,1
"3683",3683,"湖南省",2,1,26,2,5,9,8,1,2,"11",6,5,2019,1,1,1,26,1,1,8,1,0,2,9,0,"11","0",6,5,1,1
"3684",3684,"湖南省",1,1,58,2,4,8,7,2,2,"8",6,4,2019,1,1,0,58,3,1,7,1,0,1,8,0,"8","0",6,4,1,0
"3685",3685,"湖南省",1,1,43,2,3,6,3,1,2,"11",6,4,2019,1,1,0,43,2,1,3,1,0,1,6,0,"11","0",6,4,1,0
"3686",3686,"湖南省",1,1,46,1,3,6,10,1,2,"11",6,3,2019,1,1,0,46,2,1,10,1,1,1,6,0,"11","0",6,3,1,0
"3687",3687,"湖南省",1,1,64,2,7,12,6,1,2,"1",6,4,2019,1,1,0,64,3,1,6,1,0,3,12,0,"1","1",6,4,1,0
"3688",3688,"湖南省",1,3,45,2,8,16,8,3,2,"1",6,4,2019,1,1,0,45,2,1,8,0,0,3,16,1,"1","1",6,4,1,0
"3689",3689,"湖南省",2,1,37,2,5,9,5,1,2,"11",6,4,2019,1,1,1,37,2,1,5,1,0,2,9,0,"11","0",6,4,1,0
"3690",3690,"湖南省",2,1,64,2,7,9,10,1,2,"6",6,4,2019,1,1,1,64,3,1,10,1,0,3,9,0,"6","1",6,4,1,0
"3691",3691,"湖南省",2,1,31,2,5,9,7,1,2,"11",6,4,2019,1,1,1,31,2,1,7,1,0,2,9,0,"11","0",6,4,1,0
"3692",3692,"湖南省",2,1,40,2,6,14,6,2,2,"11",6,5,2019,1,1,1,40,2,1,6,1,0,2,14,0,"11","0",6,5,1,1
"3693",3693,"湖南省",1,1,69,1,5,9,8,3,2,"11",6,2,2019,1,1,0,69,3,1,8,1,1,2,9,1,"11","0",6,2,1,0
"3694",3694,"湖南省",1,1,66,1,2,5,7,1,2,"11",5,3,2019,1,1,0,66,3,1,7,1,1,0,5,0,"11","0",5,3,1,0
"3695",3695,"湖南省",2,1,72,1,0,7,6,1,4,NA,NA,NA,2019,1,1,1,72,4,0,6,1,1,0,7,0,NA,NA,NA,NA,NA,NA
"3696",3696,"湖南省",1,1,51,1,7,12,5,1,2,NA,5,5,2019,1,1,0,51,3,1,5,1,1,3,12,0,NA,NA,5,5,1,1
"3697",3697,"湖南省",2,3,39,1,9,14,7,3,6,"1",6,5,2019,1,1,1,39,2,0,7,0,1,4,14,1,"1","1",6,5,1,1
"3698",3698,"湖南省",2,2,32,1,9,16,9,1,2,NA,6,5,2019,1,1,1,32,2,1,9,0,1,4,16,0,NA,NA,6,5,1,1
"3699",3699,"湖南省",1,1,44,1,4,8,7,1,2,"8",5,3,2019,1,1,0,44,2,1,7,1,1,1,8,0,"8","0",5,3,1,0
"3700",3700,"湖南省",1,1,65,1,3,6,5,1,4,"10",5,4,2019,1,1,0,65,3,0,5,1,1,1,6,0,"10","0",5,4,1,0
"3701",3701,"湖南省",2,1,65,1,0,7,5,1,2,"11",6,5,2019,1,1,1,65,3,1,5,1,1,0,7,0,"11","0",6,5,1,1
"3702",3702,"湖南省",1,1,34,1,9,16,NA,1,1,"4",5,5,2019,1,1,0,34,2,0,NA,1,1,4,16,0,"4","0",5,5,1,1
"3703",3703,"湖南省",1,1,66,1,3,6,8,1,3,"11",5,5,2019,1,1,0,66,3,0,8,1,1,1,6,0,"11","0",5,5,1,1
"3704",3704,"湖南省",1,1,21,1,5,9,5,1,1,"10",6,4,2019,1,1,0,21,1,0,5,1,1,2,9,0,"10","0",6,4,1,0
"3705",3705,"湖南省",1,1,44,1,4,8,2,1,2,"8",5,3,2019,1,1,0,44,2,1,2,1,1,1,8,0,"8","0",5,3,1,0
"3706",3706,"湖南省",1,2,59,1,9,9,5,1,2,"7",6,4,2019,1,1,0,59,3,1,5,0,1,4,9,0,"7","1",6,4,1,0
"3707",3707,"湖南省",1,1,74,1,2,5,7,1,2,"2",6,3,2019,1,1,0,74,4,1,7,1,1,0,5,0,"2","1",6,3,1,0
"3708",3708,"湖南省",2,1,44,1,3,6,5,1,2,"11",5,4,2019,1,1,1,44,2,1,5,1,1,1,6,0,"11","0",5,4,1,0
"3709",3709,"湖南省",1,3,35,1,9,16,5,1,2,"2",6,4,2019,1,1,0,35,2,1,5,0,1,4,16,0,"2","1",6,4,1,0
"3710",3710,"湖南省",1,3,60,1,7,12,5,3,2,"2",NA,4,2019,1,1,0,60,3,1,5,0,1,3,12,1,"2","1",NA,4,NA,0
"3711",3711,"湖南省",2,1,68,1,3,6,6,1,2,"11",6,3,2019,1,1,1,68,3,1,6,1,1,1,6,0,"11","0",6,3,1,0
"3712",3712,"湖南省",1,2,34,1,7,9,6,1,2,"8",6,4,2019,1,1,0,34,2,1,6,0,1,3,9,0,"8","0",6,4,1,0
"3713",3713,"湖南省",1,2,24,1,9,16,5,1,1,"3",6,6,2019,1,1,0,24,1,0,5,0,1,4,16,0,"3","1",6,6,1,1
"3714",3714,"湖南省",1,2,65,1,3,NA,5,1,2,"3",5,4,2019,1,1,0,65,3,1,5,0,1,1,NA,0,"3","1",5,4,1,0
"3715",3715,"湖南省",1,3,54,1,9,18,5,1,2,"6",5,5,2019,1,1,0,54,3,1,5,0,1,4,18,0,"6","1",5,5,1,1
"3716",3716,"湖南省",1,2,67,1,7,9,4,1,4,"11",6,4,2019,1,1,0,67,3,0,4,0,1,3,9,0,"11","0",6,4,1,0
"3717",3717,"湖南省",1,2,51,1,9,15,6,1,1,"10",5,5,2019,1,1,0,51,3,0,6,0,1,4,15,0,"10","0",5,5,1,1
"3718",3718,"湖南省",2,1,62,1,7,10,7,1,2,"11",6,3,2019,1,1,1,62,3,1,7,1,1,3,10,0,"11","0",6,3,1,0
"3719",3719,"湖南省",2,2,19,1,7,NA,5,2,1,"11",5,4,2019,1,1,1,19,1,0,5,0,1,3,NA,0,"11","0",5,4,1,0
"3720",3720,"湖南省",2,2,53,1,5,9,6,1,2,"6",6,4,2019,1,1,1,53,3,1,6,0,1,2,9,0,"6","1",6,4,1,0
"3721",3721,"湖南省",2,2,47,1,5,9,5,1,2,"8",6,4,2019,1,1,1,47,2,1,5,0,1,2,9,0,"8","0",6,4,1,0
"3722",3722,"湖南省",2,1,24,1,9,15,5,2,1,"6",5,4,2019,1,1,1,24,1,0,5,1,1,4,15,0,"6","1",5,4,1,0
"3723",3723,"湖南省",2,3,18,1,7,12,8,2,1,"11",6,4,2019,1,1,1,18,1,0,8,0,1,3,12,0,"11","0",6,4,1,0
"3724",3724,"湖南省",2,2,49,1,5,12,6,1,2,NA,5,5,2019,1,1,1,49,2,1,6,0,1,2,12,0,NA,NA,5,5,1,1
"3725",3725,"湖南省",2,1,47,1,4,7,7,1,2,"11",6,5,2019,1,1,1,47,2,1,7,1,1,1,7,0,"11","0",6,5,1,1
"3726",3726,"湖南省",2,1,51,1,5,9,5,1,2,"11",6,4,2019,1,1,1,51,3,1,5,1,1,2,9,0,"11","0",6,4,1,0
"3727",3727,"湖南省",2,3,55,1,7,12,8,1,2,"2",6,4,2019,1,1,1,55,3,1,8,0,1,3,12,0,"2","1",6,4,1,0
"3728",3728,"湖南省",1,1,68,1,1,7,7,1,2,"2",6,4,2019,1,1,0,68,3,1,7,1,1,0,7,0,"2","1",6,4,1,0
"3729",3729,"湖南省",2,2,48,1,5,9,5,1,2,NA,4,4,2019,1,1,1,48,2,1,5,0,1,2,9,0,NA,NA,4,4,0,0
"3730",3730,"湖南省",1,1,49,1,5,12,5,1,2,"8",5,5,2019,1,1,0,49,2,1,5,1,1,2,12,0,"8","0",5,5,1,1
"3731",3731,"湖南省",1,1,69,1,5,8,5,1,2,NA,5,4,2019,1,1,0,69,3,1,5,1,1,2,8,0,NA,NA,5,4,1,0
"3732",3732,"湖南省",2,1,49,1,3,6,1,1,2,"11",6,4,2019,1,1,1,49,2,1,1,1,1,1,6,0,"11","0",6,4,1,0
"3733",3733,"湖南省",1,1,28,1,5,9,7,1,1,NA,6,4,2019,1,1,0,28,1,0,7,1,1,2,9,0,NA,NA,6,4,1,0
"3734",3734,"湖南省",1,1,62,1,5,9,NA,1,2,NA,5,6,2019,1,1,0,62,3,1,NA,1,1,2,9,0,NA,NA,5,6,1,1
"3735",3735,"湖南省",1,1,59,1,2,4,6,1,2,"11",5,4,2019,1,1,0,59,3,1,6,1,1,0,4,0,"11","0",5,4,1,0
"3736",3736,"湖南省",2,1,56,1,0,7,5,1,2,NA,3,3,2019,1,1,1,56,3,1,5,1,1,0,7,0,NA,NA,3,3,0,0
"3737",3737,"湖南省",2,1,56,1,5,9,NA,1,2,NA,5,2,2019,1,1,1,56,3,1,NA,1,1,2,9,0,NA,NA,5,2,1,0
"3738",3738,"湖南省",2,1,66,1,5,9,5,1,2,"11",5,2,2019,1,1,1,66,3,1,5,1,1,2,9,0,"11","0",5,2,1,0
"3739",3739,"湖南省",2,1,55,1,2,3,5,1,2,NA,5,4,2019,1,1,1,55,3,1,5,1,1,0,3,0,NA,NA,5,4,1,0
"3740",3740,"湖南省",1,1,66,1,2,1,NA,1,2,"11",6,5,2019,1,1,0,66,3,1,NA,1,1,0,1,0,"11","0",6,5,1,1
"3741",3741,"湖南省",2,1,63,1,0,7,1,1,2,"11",6,6,2019,1,1,1,63,3,1,1,1,1,0,7,0,"11","0",6,6,1,1
"3742",3742,"湖南省",2,1,42,1,3,6,5,1,2,"10",6,4,2019,1,1,1,42,2,1,5,1,1,1,6,0,"10","0",6,4,1,0
"3743",3743,"湖南省",2,1,55,1,4,7,5,1,2,NA,4,4,2019,1,1,1,55,3,1,5,1,1,1,7,0,NA,NA,4,4,0,0
"3744",3744,"湖南省",2,1,37,1,7,12,7,1,2,NA,6,5,2019,1,1,1,37,2,1,7,1,1,3,12,0,NA,NA,6,5,1,1
"3745",3745,"湖南省",2,1,56,1,5,9,5,1,2,"11",5,4,2019,1,1,1,56,3,1,5,1,1,2,9,0,"11","0",5,4,1,0
"3746",3746,"湖南省",1,1,52,1,7,12,6,3,2,"1",6,3,2019,1,1,0,52,3,1,6,1,1,3,12,1,"1","1",6,3,1,0
"3747",3747,"湖南省",2,1,51,1,2,4,10,1,2,"11",6,4,2019,1,1,1,51,3,1,10,1,1,0,4,0,"11","0",6,4,1,0
"3748",3748,"湖南省",2,1,70,1,3,6,5,3,2,NA,6,5,2019,1,1,1,70,4,1,5,1,1,1,6,1,NA,NA,6,5,1,1
"3749",3749,"湖南省",2,1,50,1,1,7,NA,1,2,NA,NA,2,2019,1,1,1,50,3,1,NA,1,1,0,7,0,NA,NA,NA,2,NA,0
"3750",3750,"湖南省",1,1,61,1,1,7,NA,1,2,NA,6,6,2019,1,1,0,61,3,1,NA,1,1,0,7,0,NA,NA,6,6,1,1
"3751",3751,"湖南省",2,1,53,1,5,9,5,1,2,"11",6,6,2019,1,1,1,53,3,1,5,1,1,2,9,0,"11","0",6,6,1,1
"3752",3752,"湖南省",2,1,27,1,5,9,4,1,2,NA,NA,2,2019,1,1,1,27,1,1,4,1,1,2,9,0,NA,NA,NA,2,NA,0
"3753",3753,"湖南省",2,1,69,1,2,2,8,1,2,NA,6,4,2019,1,1,1,69,3,1,8,1,1,0,2,0,NA,NA,6,4,1,0
"3754",3754,"湖南省",1,1,83,1,0,7,8,1,2,"11",6,5,2019,1,1,0,83,4,1,8,1,1,0,7,0,"11","0",6,5,1,1
"3755",3755,"湖南省",2,3,41,1,5,9,3,1,2,"8",5,1,2019,1,1,1,41,2,1,3,0,1,2,9,0,"8","0",5,1,1,0
"3756",3756,"湖南省",2,1,51,1,5,9,4,1,2,NA,NA,3,2019,1,1,1,51,3,1,4,1,1,2,9,0,NA,NA,NA,3,NA,0
"3757",3757,"湖南省",1,1,70,1,3,6,7,3,2,NA,5,2,2019,1,1,0,70,4,1,7,1,1,1,6,1,NA,NA,5,2,1,0
"3758",3758,"湖南省",2,2,50,1,7,12,5,1,2,"6",6,6,2019,1,1,1,50,3,1,5,0,1,3,12,0,"6","1",6,6,1,1
"3759",3759,"湖南省",2,2,57,1,9,16,8,1,2,"6",6,4,2019,1,1,1,57,3,1,8,0,1,4,16,0,"6","1",6,4,1,0
"3760",3760,"湖南省",2,2,51,1,3,6,5,1,2,NA,5,3,2019,1,1,1,51,3,1,5,0,1,1,6,0,NA,NA,5,3,1,0
"3761",3761,"湖南省",1,3,40,1,4,7,3,1,2,"10",5,4,2019,1,1,0,40,2,1,3,0,1,1,7,0,"10","0",5,4,1,0
"3762",3762,"湖南省",1,1,50,1,5,9,5,1,2,"11",5,4,2019,1,1,0,50,3,1,5,1,1,2,9,0,"11","0",5,4,1,0
"3763",3763,"湖南省",2,1,41,1,5,6,3,1,2,NA,5,5,2019,1,1,1,41,2,1,3,1,1,2,6,0,NA,NA,5,5,1,1
"3764",3764,"湖南省",2,1,22,1,7,15,7,1,2,"11",6,4,2019,1,1,1,22,1,1,7,1,1,3,15,0,"11","0",6,4,1,0
"3765",3765,"湖南省",2,2,55,1,1,7,5,1,2,NA,6,5,2019,1,1,1,55,3,1,5,0,1,0,7,0,NA,NA,6,5,1,1
"3766",3766,"湖南省",2,2,68,1,7,12,8,3,2,NA,6,4,2019,1,1,1,68,3,1,8,0,1,3,12,1,NA,NA,6,4,1,0
"3767",3767,"湖南省",2,1,55,1,5,9,6,1,2,NA,6,5,2019,1,1,1,55,3,1,6,1,1,2,9,0,NA,NA,6,5,1,1
"3768",3768,"湖南省",2,1,22,1,5,9,5,1,1,"10",6,3,2019,1,1,1,22,1,0,5,1,1,2,9,0,"10","0",6,3,1,0
"3769",3769,"湖南省",1,1,66,1,5,9,8,1,2,"2",6,3,2019,1,1,0,66,3,1,8,1,1,2,9,0,"2","1",6,3,1,0
"3770",3770,"湖南省",1,2,35,1,5,9,5,1,2,NA,6,2,2019,1,1,0,35,2,1,5,0,1,2,9,0,NA,NA,6,2,1,0
"3771",3771,"湖南省",2,2,21,1,7,16,7,3,1,NA,6,5,2019,1,1,1,21,1,0,7,0,1,3,16,1,NA,NA,6,5,1,1
"3772",3772,"湖南省",2,1,21,1,9,15,6,2,1,"10",6,4,2019,1,1,1,21,1,0,6,1,1,4,15,0,"10","0",6,4,1,0
"3773",3773,"湖南省",1,1,45,1,7,12,7,1,2,"10",5,5,2019,1,1,0,45,2,1,7,1,1,3,12,0,"10","0",5,5,1,1
"3774",3774,"湖南省",2,2,68,1,7,12,5,3,2,NA,6,4,2019,1,1,1,68,3,1,5,0,1,3,12,1,NA,NA,6,4,1,0
"3775",3775,"湖南省",1,1,65,1,0,7,5,1,2,"11",6,4,2019,1,1,0,65,3,1,5,1,1,0,7,0,"11","0",6,4,1,0
"3776",3776,"湖南省",2,3,53,1,4,8,7,1,2,"11",6,4,2019,1,1,1,53,3,1,7,0,1,1,8,0,"11","0",6,4,1,0
"3777",3777,"湖南省",2,2,32,1,9,16,7,1,2,"6",5,4,2019,1,1,1,32,2,1,7,0,1,4,16,0,"6","1",5,4,1,0
"3778",3778,"湖南省",2,1,55,1,3,5,NA,1,4,"11",6,3,2019,1,1,1,55,3,0,NA,1,1,1,5,0,"11","0",6,3,1,0
"3779",3779,"湖南省",2,1,19,1,9,14,7,2,1,NA,6,6,2019,1,1,1,19,1,0,7,1,1,4,14,0,NA,NA,6,6,1,1
"3780",3780,"湖南省",2,2,50,1,7,15,7,3,2,NA,6,4,2019,1,1,1,50,3,1,7,0,1,3,15,1,NA,NA,6,4,1,0
"3781",3781,"湖南省",1,1,19,1,7,14,6,2,1,"11",6,4,2019,1,1,0,19,1,0,6,1,1,3,14,0,"11","0",6,4,1,0
"3782",3782,"湖南省",2,2,47,1,9,12,7,3,2,"1",6,4,2019,1,1,1,47,2,1,7,0,1,4,12,1,"1","1",6,4,1,0
"3783",3783,"湖南省",1,2,28,1,9,16,6,3,2,"1",5,5,2019,1,1,0,28,1,1,6,0,1,4,16,1,"1","1",5,5,1,1
