"","id","PSU","gender","a1","a4","a4a","a5","a8","c15_a","c15b","c15_c","k7","k12","k12a","k13","k3","k5","k26b_a","c6a","c6g","year","wave","time","age","corhort","female","marriage","edu","eduyear","hukouRural","race","party","party_parter","incomeFam","job","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"537",537,153,2,1964,6,2,1,1,0,0,0,1,1,97,25000,1,0,5,1,1,2008,2,0,44,2,1,1,1,6,1,1,0,0,25000,1,0,0,4,4,1,1
"538",538,153,1,1979,9,3,1,1,0,1,0,1,1,97,40000,1,0,5,1,2,2008,2,0,29,1,0,1,2,9,1,1,0,0,40000,1,0,0,4,3,1,1
"539",539,153,1,1985,4,1,1,1,0,0,0,1,5,25000,97,1,0,5,2,2,2008,2,0,23,1,0,1,0,4,1,1,0,0,25000,1,0,0,3,3,1,1
"540",540,153,2,1959,5,1,1,1,0,0,0,1,1,97,20000,0,0,7,2,2,2008,2,0,49,2,1,1,0,5,1,1,0,NA,20000,0,0,0,3,3,1,1
"541",541,153,1,1977,12,4,1,1,0,3,0,1,1,97,40000,1,0,5,2,2,2008,2,0,31,2,0,1,3,12,1,1,0,0,40000,1,0,0,3,3,1,1
"542",542,153,2,1958,0,1,1,1,0,0,0,1,1,97,25000,1,0,5,1,8,2008,2,0,50,3,1,1,0,0,1,1,0,0,25000,1,0,0,4,NA,1,NA
"543",543,153,1,1982,7,2,1,7,0,1,0,1,1,97,9,1,0,7,1,2,2008,2,0,26,1,0,1,1,7,1,0,0,NA,NA,1,0,0,4,3,1,1
"544",544,153,2,1985,7,2,1,1,0,0,0,1,1,97,5000,1,0,5,3,2,2008,2,0,23,1,1,1,1,7,1,1,0,0,5000,1,0,0,2,3,0,1
"545",545,153,2,1969,6,2,1,7,0,0,0,1,1,97,24000,1,0,7,1,3,2008,2,0,39,2,1,1,1,6,1,0,0,NA,24000,1,0,0,4,2,1,0
"546",546,153,2,1959,9,2,1,1,0,1,0,1,9,9,97,0,0,5,1,3,2008,2,0,49,2,1,1,1,9,1,1,0,0,NA,0,0,0,4,2,1,0
"547",547,153,2,1970,0,1,1,1,0,0,0,1,1,97,8,1,0,5,8,8,2008,2,0,38,2,1,1,0,0,1,1,0,0,NA,1,0,0,NA,NA,NA,NA
"548",548,153,1,1962,6,2,1,1,0,0,0,1,1,97,30000,1,0,5,1,1,2008,2,0,46,2,0,1,1,6,1,1,0,0,30000,1,0,0,4,4,1,1
"549",549,153,1,1954,7,3,1,1,9,9,9,1,1,97,70000,1,0,7,1,1,2008,2,0,54,3,0,1,2,7,1,1,NA,NA,70000,1,0,0,4,4,1,1
"550",550,153,1,1958,7,2,1,1,0,0,0,1,1,97,8,1,0,5,3,3,2008,2,0,50,3,0,1,1,7,1,1,0,0,NA,1,0,0,2,2,0,0
"551",551,153,1,1963,6,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,45,2,0,1,1,6,1,1,0,0,10000,1,0,0,4,4,1,1
"552",552,153,2,1964,7,2,1,1,0,0,0,1,1,97,30000,1,0,7,1,1,2008,2,0,44,2,1,1,1,7,1,1,0,NA,30000,1,0,0,4,4,1,1
"553",553,153,2,1943,6,2,1,1,0,1,0,1,1,97,8,0,0,5,1,2,2008,2,0,65,3,1,1,1,6,1,1,0,0,NA,0,0,0,4,3,1,1
"554",554,153,1,1971,7,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,2,2008,2,0,37,2,0,1,1,7,1,1,0,0,10000,1,0,0,4,3,1,1
"555",555,153,2,1971,4,1,1,1,0,1,0,1,1,97,10000,1,0,5,1,2,2008,2,0,37,2,1,1,0,4,1,1,0,0,10000,1,0,0,4,3,1,1
"556",556,153,2,1979,6,2,1,1,0,0,0,1,1,97,20000,1,0,5,2,2,2008,2,0,29,1,1,1,1,6,1,1,0,0,20000,1,0,0,3,3,1,1
"557",557,153,2,1961,7,3,1,1,0,0,0,1,1,97,9,1,0,5,2,2,2008,2,0,47,2,1,1,2,7,1,1,0,0,NA,1,0,0,3,3,1,1
"558",558,153,1,1969,5,2,1,1,0,0,0,1,1,97,20000,1,0,5,1,1,2008,2,0,39,2,0,1,1,5,1,1,0,0,20000,1,0,0,4,4,1,1
"559",559,153,1,1979,5,2,1,1,0,1,0,1,1,97,10000,1,0,5,1,4,2008,2,0,29,1,0,1,1,5,1,1,0,0,10000,1,0,0,4,1,1,0
"560",560,153,1,1978,5,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,2,2008,2,0,30,2,0,1,1,5,1,1,0,0,10000,1,0,0,4,3,1,1
"561",561,153,2,1969,2,1,1,1,0,0,0,1,1,97,10000,1,0,5,2,2,2008,2,0,39,2,1,1,0,2,1,1,0,0,10000,1,0,0,3,3,1,1
"562",562,153,1,1943,6,2,1,1,0,3,0,4,1,97,25000,1,0,5,1,1,2008,2,0,65,3,0,0,1,6,1,1,0,0,25000,1,0,0,4,4,1,1
"563",563,153,1,1979,8,2,1,1,0,3,0,1,1,97,30000,1,0,5,1,1,2008,2,0,29,1,0,1,1,8,1,1,0,0,30000,1,0,0,4,4,1,1
"564",564,153,2,1946,4,1,1,1,0,0,0,1,1,97,14000,1,0,5,1,1,2008,2,0,62,3,1,1,0,4,1,1,0,0,14000,1,0,0,4,4,1,1
"565",565,153,2,1950,0,1,1,1,0,0,0,1,1,97,10000,1,0,5,1,8,2008,2,0,58,3,1,1,0,0,1,1,0,0,10000,1,0,0,4,NA,1,NA
"566",566,153,2,1986,9,3,1,1,0,1,0,1,1,97,10000,1,0,5,2,2,2008,2,0,22,1,1,1,2,9,1,1,0,0,10000,1,0,0,3,3,1,1
"567",567,153,2,1976,7,2,1,1,0,0,0,1,1,97,4000,1,0,5,1,2,2008,2,0,32,2,1,1,1,7,1,1,0,0,4000,1,0,0,4,3,1,1
"568",568,153,2,1961,3,1,1,1,0,0,0,1,5,20000,97,1,0,5,1,1,2008,2,0,47,2,1,1,0,3,1,1,0,0,20000,1,0,0,4,4,1,1
"569",569,153,1,1953,12,4,1,1,0,0,0,1,1,97,20000,1,0,5,1,1,2008,2,0,55,3,0,1,3,12,1,1,0,0,20000,1,0,0,4,4,1,1
"570",570,153,2,1948,5,2,1,7,0,0,0,4,1,97,8,0,0,5,1,1,2008,2,0,60,3,1,0,1,5,1,0,0,0,NA,0,0,0,4,4,1,1
"571",571,153,1,1982,8,3,1,1,0,3,0,1,1,97,20000,1,0,5,1,1,2008,2,0,26,1,0,1,2,8,1,1,0,0,20000,1,0,0,4,4,1,1
"572",572,153,1,1966,0,1,1,1,0,0,0,5,1,97,4500,1,0,7,1,1,2008,2,0,42,2,0,0,0,0,1,1,0,NA,4500,1,0,0,4,4,1,1
"573",573,153,2,1986,9,3,1,1,0,0,0,1,1,97,5500,1,0,5,1,3,2008,2,0,22,1,1,1,2,9,1,1,0,0,5500,1,0,0,4,2,1,0
"574",574,153,1,1956,11,4,1,1,0,3,0,1,1,97,30000,1,0,5,1,2,2008,2,0,52,3,0,1,3,11,1,1,0,0,30000,1,0,0,4,3,1,1
"575",575,153,2,1971,5,2,1,1,0,0,0,1,1,97,8,1,0,1,1,2,2008,2,0,37,2,1,1,1,5,1,1,0,1,NA,1,0,0,4,3,1,1
"576",576,153,2,1952,0,1,1,1,0,0,0,1,1,97,20000,1,0,5,1,1,2008,2,0,56,3,1,1,0,0,1,1,0,0,20000,1,0,0,4,4,1,1
"577",577,153,2,1984,6,3,1,1,0,1,0,1,1,97,10000,1,0,5,1,1,2008,2,0,24,1,1,1,2,6,1,1,0,0,10000,1,0,0,4,4,1,1
"578",578,153,2,1970,5,2,1,1,0,0,0,1,1,97,12000,1,0,5,1,8,2008,2,0,38,2,1,1,1,5,1,1,0,0,12000,1,0,0,4,NA,1,NA
"579",579,153,1,1960,6,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,2,2008,2,0,48,2,0,1,1,6,1,1,0,0,10000,1,0,0,4,3,1,1
"580",580,153,1,1970,8,3,1,1,0,0,0,1,1,97,8000,1,0,5,1,8,2008,2,0,38,2,0,1,2,8,1,1,0,0,8000,1,0,0,4,NA,1,NA
"581",581,153,1,1961,0,1,1,1,0,0,0,1,1,97,20000,0,0,5,1,1,2008,2,0,47,2,0,1,0,0,1,1,0,0,20000,0,0,0,4,4,1,1
"582",582,153,2,1964,5,1,1,1,0,0,0,1,1,97,15000,1,0,5,1,1,2008,2,0,44,2,1,1,0,5,1,1,0,0,15000,1,0,0,4,4,1,1
"583",583,153,1,1979,8,3,1,1,0,3,0,1,1,97,18000,1,0,5,2,1,2008,2,0,29,1,0,1,2,8,1,1,0,0,18000,1,0,0,3,4,1,1
"584",584,153,1,1960,9,3,1,1,0,3,0,1,1,97,10000,1,0,5,1,1,2008,2,0,48,2,0,1,2,9,1,1,0,0,10000,1,0,0,4,4,1,1
"585",585,153,2,1986,5,2,1,1,0,0,0,1,1,97,5000,1,0,5,1,1,2008,2,0,22,1,1,1,1,5,1,1,0,0,5000,1,0,0,4,4,1,1
"586",586,153,2,1962,8,3,1,1,0,3,0,1,1,97,10000,1,0,5,2,2,2008,2,0,46,2,1,1,2,8,1,1,0,0,10000,1,0,0,3,3,1,1
"587",587,153,2,1965,2,2,1,1,0,3,0,1,1,97,15000,1,0,5,1,3,2008,2,0,43,2,1,1,1,2,1,1,0,0,15000,1,0,0,4,2,1,0
"588",588,153,2,1974,8,3,1,1,0,3,0,1,1,97,70000,1,0,1,2,2,2008,2,0,34,2,1,1,2,8,1,1,0,1,70000,1,0,0,3,3,1,1
"589",589,153,2,1973,6,2,1,1,0,3,0,1,1,97,20000,1,0,5,1,1,2008,2,0,35,2,1,1,1,6,1,1,0,0,20000,1,0,0,4,4,1,1
"590",590,153,1,1972,4,1,1,1,0,0,0,1,1,97,10000,1,0,5,2,2,2008,2,0,36,2,0,1,0,4,1,1,0,0,10000,1,0,0,3,3,1,1
"591",591,153,1,1966,7,3,1,1,0,3,0,1,1,97,5500,1,0,5,1,2,2008,2,0,42,2,0,1,2,7,1,1,0,0,5500,1,0,0,4,3,1,1
"592",592,153,1,1972,5,2,1,7,0,0,0,1,1,97,12000,1,0,5,1,1,2008,2,0,36,2,0,1,1,5,1,0,0,0,12000,1,0,0,4,4,1,1
"593",593,153,1,1966,3,2,1,1,0,0,0,1,1,97,20000,1,0,5,1,3,2008,2,0,42,2,0,1,1,3,1,1,0,0,20000,1,0,0,4,2,1,0
"594",594,153,1,1950,9,3,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,58,3,0,1,2,9,1,1,0,0,10000,1,0,0,4,4,1,1
"595",595,153,1,1970,5,1,1,1,0,0,0,1,1,97,40000,1,0,5,1,1,2008,2,0,38,2,0,1,0,5,1,1,0,0,40000,1,0,0,4,4,1,1
"596",596,153,2,1980,7,2,1,7,0,0,0,1,1,97,1300,1,0,5,1,1,2008,2,0,28,1,1,1,1,7,1,0,0,0,1300,1,0,0,4,4,1,1
"597",597,153,2,1976,8,3,1,1,0,0,0,1,1,97,20000,1,0,5,1,1,2008,2,0,32,2,1,1,2,8,1,1,0,0,20000,1,0,0,4,4,1,1
"598",598,153,2,1952,4,1,1,1,0,0,0,1,1,97,8000,1,0,5,1,1,2008,2,0,56,3,1,1,0,4,1,1,0,0,8000,1,0,0,4,4,1,1
"599",599,153,1,1969,6,2,1,1,0,0,0,1,1,97,30000,1,0,5,2,2,2008,2,0,39,2,0,1,1,6,1,1,0,0,30000,1,0,0,3,3,1,1
"600",600,153,1,1945,7,2,1,1,0,3,0,1,1,97,5500,1,0,5,1,1,2008,2,0,63,3,0,1,1,7,1,1,0,0,5500,1,0,0,4,4,1,1
"601",601,211,2,1950,9,3,5,1,1,1,0,1,5,8,97,6,6,7,2,3,2008,2,0,58,3,1,1,2,9,0,1,1,NA,NA,6,6,1,3,2,1,0
"602",602,211,2,1953,12,4,5,1,0,0,0,1,5,2800,97,10,6,5,1,2,2008,2,0,55,3,1,1,3,12,0,1,0,0,2800,10,6,1,4,3,1,1
"603",603,211,2,1986,15,6,5,1,1,3,0,5,5,9,97,10,10,7,2,2,2008,2,0,22,1,1,0,4,15,0,1,1,NA,NA,10,10,0,3,3,1,1
"604",604,211,1,1949,12,3,5,1,0,0,0,1,5,9,97,5,2,5,1,1,2008,2,0,59,3,0,1,2,12,0,1,0,0,NA,5,2,1,4,4,1,1
"605",605,211,1,1985,15,5,5,1,0,1,0,5,5,8,97,5,2,7,2,3,2008,2,0,23,1,0,0,3,15,0,1,0,NA,NA,5,2,1,3,2,1,0
"606",606,211,2,1973,16,7,5,1,0,3,0,1,5,9,97,10,7,5,1,2,2008,2,0,35,2,1,1,4,16,0,1,0,0,NA,10,7,1,4,3,1,1
"607",607,211,2,1960,13,6,5,1,0,0,0,1,5,9,97,9,2,5,1,1,2008,2,0,48,2,1,1,4,13,0,1,0,0,NA,9,2,1,4,4,1,1
"608",608,211,1,1942,6,2,5,1,0,0,0,1,5,9,97,5,2,5,1,1,2008,2,0,66,3,0,1,1,6,0,1,0,0,NA,5,2,1,4,4,1,1
"609",609,211,1,1963,9,3,5,1,0,1,0,1,5,2000,97,2,10,5,2,2,2008,2,0,45,2,0,1,2,9,0,1,0,0,2000,2,10,0,3,3,1,1
"610",610,211,2,1965,9,3,5,1,0,0,0,1,5,9,97,2,10,5,3,8,2008,2,0,43,2,1,1,2,9,0,1,0,0,NA,2,10,0,2,NA,0,NA
"611",611,211,1,1963,9,3,1,1,0,0,0,1,5,20000,97,3,8,5,2,2,2008,2,0,45,2,0,1,2,9,1,1,0,0,20000,3,8,0,3,3,1,1
"612",612,211,1,1967,9,3,5,1,1,0,0,1,5,9,97,77,97,5,2,2,2008,2,0,41,2,0,1,2,9,0,1,1,0,NA,77,97,NA,3,3,1,1
"613",613,211,2,1973,9,3,1,9,0,0,0,1,5,8,97,0,0,9,2,2,2008,2,0,35,2,1,1,2,9,1,NA,0,NA,NA,0,0,0,3,3,1,1
"614",614,211,1,1985,9,3,1,1,0,0,0,5,5,9,97,9,10,5,1,2,2008,2,0,23,1,0,0,2,9,1,1,0,0,NA,9,10,0,4,3,1,1
"615",615,211,2,1966,7,3,1,1,0,0,0,1,5,8,97,5,8,5,1,2,2008,2,0,42,2,1,1,2,7,1,1,0,0,NA,5,8,0,4,3,1,1
"616",616,211,1,1957,5,2,1,1,0,0,0,1,5,20000,97,3,8,5,8,8,2008,2,0,51,3,0,1,1,5,1,1,0,0,20000,3,8,0,NA,NA,NA,NA
"617",617,211,1,1966,4,2,1,1,0,3,0,1,5,15000,97,5,10,5,1,1,2008,2,0,42,2,0,1,1,4,1,1,0,0,15000,5,10,0,4,4,1,1
"618",618,211,1,1980,6,2,1,1,0,0,0,5,5,18000,97,5,10,7,4,4,2008,2,0,28,1,0,0,1,6,1,1,0,NA,18000,5,10,0,1,1,0,0
"619",619,211,2,1968,9,3,5,1,0,0,0,1,5,10000,97,77,10,5,2,2,2008,2,0,40,2,1,1,2,9,0,1,0,0,10000,77,10,0,3,3,1,1
"620",620,211,2,1973,6,2,1,1,0,0,0,1,5,20000,97,1,0,5,1,1,2008,2,0,35,2,1,1,1,6,1,1,0,0,20000,1,0,0,4,4,1,1
"621",621,211,2,1963,9,3,1,1,0,0,0,1,5,20000,97,5,2,5,1,1,2008,2,0,45,2,1,1,2,9,1,1,0,0,20000,5,2,1,4,4,1,1
"622",622,211,2,1940,6,2,5,9,0,0,0,1,5,5000,97,99,99,5,1,1,2008,2,0,68,3,1,1,1,6,0,NA,0,0,5000,99,99,NA,4,4,1,1
"623",623,211,2,1969,6,2,1,1,0,0,0,1,5,10000,97,99,99,5,2,2,2008,2,0,39,2,1,1,1,6,1,1,0,0,10000,99,99,NA,3,3,1,1
"624",624,211,2,1982,9,3,1,1,0,0,0,1,5,20000,97,5,10,5,2,2,2008,2,0,26,1,1,1,2,9,1,1,0,0,20000,5,10,0,3,3,1,1
"625",625,211,2,1965,9,3,5,9,0,0,0,1,5,10000,97,3,8,5,1,2,2008,2,0,43,2,1,1,2,9,0,NA,0,0,10000,3,8,0,4,3,1,1
"626",626,211,2,1968,99,3,1,1,0,0,0,1,5,8000,97,77,8,5,1,1,2008,2,0,40,2,1,1,2,99,1,1,0,0,8000,77,8,0,4,4,1,1
"627",627,211,2,1969,6,2,1,1,0,0,0,1,5,10000,97,0,0,5,1,1,2008,2,0,39,2,1,1,1,6,1,1,0,0,10000,0,0,0,4,4,1,1
"628",628,211,2,1953,0,1,1,1,0,0,0,1,5,15000,97,1,0,5,1,8,2008,2,0,55,3,1,1,0,0,1,1,0,0,15000,1,0,0,4,NA,1,NA
"629",629,211,1,1983,6,2,1,1,0,0,0,5,5,17000,97,5,10,7,4,4,2008,2,0,25,1,0,0,1,6,1,1,0,NA,17000,5,10,0,1,1,0,0
"630",630,211,2,1987,7,3,1,1,0,1,0,1,5,20000,97,2,10,5,4,4,2008,2,0,21,1,1,1,2,7,1,1,0,0,20000,2,10,0,1,1,0,0
"631",631,211,2,1972,9,3,1,1,0,0,0,1,5,20000,97,5,10,5,4,4,2008,2,0,36,2,1,1,2,9,1,1,0,0,20000,5,10,0,1,1,0,0
"632",632,211,1,1964,9,3,1,9,0,0,0,1,5,30000,97,5,2,5,3,3,2008,2,0,44,2,0,1,2,9,1,NA,0,0,30000,5,2,1,2,2,0,0
"633",633,211,1,1969,7,3,1,1,0,0,0,1,1,97,8,3,8,5,1,1,2008,2,0,39,2,0,1,2,7,1,1,0,0,NA,3,8,0,4,4,1,1
"634",634,211,1,1982,8,3,1,9,0,0,0,1,5,9,97,5,2,5,8,8,2008,2,0,26,1,0,1,2,8,1,NA,0,0,NA,5,2,1,NA,NA,NA,NA
"635",635,211,2,1960,4,2,1,9,0,0,0,1,1,97,3500,1,0,5,1,1,2008,2,0,48,2,1,1,1,4,1,NA,0,0,3500,1,0,0,4,4,1,1
"636",636,211,2,1963,6,2,5,1,0,0,0,1,5,9,97,0,0,5,1,1,2008,2,0,45,2,1,1,1,6,0,1,0,0,NA,0,0,0,4,4,1,1
"637",637,211,2,1941,8,3,5,1,0,0,0,1,5,9,97,5,9,7,1,1,2008,2,0,67,3,1,1,2,8,0,1,0,NA,NA,5,9,1,4,4,1,1
"638",638,211,1,1976,9,2,1,1,0,0,0,1,1,97,20000,5,10,5,1,4,2008,2,0,32,2,0,1,1,9,1,1,0,0,20000,5,10,0,4,1,1,0
"639",639,211,2,1979,9,3,1,1,0,0,0,1,1,97,10000,5,10,5,2,3,2008,2,0,29,1,1,1,2,9,1,1,0,0,10000,5,10,0,3,2,1,0
"640",640,211,2,1989,9,3,1,1,0,0,0,1,5,9,97,0,0,5,1,1,2008,2,0,19,1,1,1,2,9,1,1,0,0,NA,0,0,0,4,4,1,1
"641",641,211,1,1971,5,2,1,1,0,0,0,1,5,25000,97,3,8,5,1,4,2008,2,0,37,2,0,1,1,5,1,1,0,0,25000,3,8,0,4,1,1,0
"642",642,211,1,1969,8,3,5,1,0,0,0,1,5,9,97,5,2,1,1,1,2008,2,0,39,2,0,1,2,8,0,1,0,1,NA,5,2,1,4,4,1,1
"643",643,211,1,1953,1,1,1,1,0,0,0,1,5,10000,97,5,10,5,2,2,2008,2,0,55,3,0,1,0,1,1,1,0,0,10000,5,10,0,3,3,1,1
"644",644,211,1,1977,12,5,5,1,0,0,0,1,5,9,97,5,9,5,1,1,2008,2,0,31,2,0,1,3,12,0,1,0,0,NA,5,9,1,4,4,1,1
"645",645,211,2,1964,99,6,5,1,0,3,0,1,5,9,97,9,4,5,2,2,2008,2,0,44,2,1,1,4,99,0,1,0,0,NA,9,4,0,3,3,1,1
"646",646,211,2,1949,9,3,5,1,0,0,0,1,9,9,97,2,9,5,1,1,2008,2,0,59,3,1,1,2,9,0,1,0,0,NA,2,9,1,4,4,1,1
"647",647,211,2,1948,9,3,1,1,0,0,0,1,5,9,97,5,99,5,1,1,2008,2,0,60,3,1,1,2,9,1,1,0,0,NA,5,99,0,4,4,1,1
"648",648,211,2,1978,12,4,5,7,0,0,0,1,1,97,9,0,0,5,1,1,2008,2,0,30,2,1,1,3,12,0,0,0,0,NA,0,0,0,4,4,1,1
"649",649,211,2,1974,12,4,1,1,0,0,0,1,5,9,97,5,9,1,1,1,2008,2,0,34,2,1,1,3,12,1,1,0,1,NA,5,9,1,4,4,1,1
"650",650,211,1,1956,8,3,5,1,1,3,0,1,5,9,97,5,2,5,1,1,2008,2,0,52,3,0,1,2,8,0,1,1,0,NA,5,2,1,4,4,1,1
"651",651,211,2,1963,8,3,5,1,0,0,0,1,5,9,97,5,9,5,1,1,2008,2,0,45,2,1,1,2,8,0,1,0,0,NA,5,9,1,4,4,1,1
"652",652,212,1,1966,7,3,1,9,0,0,0,1,5,8,97,1,0,5,1,3,2008,2,0,42,2,0,1,2,7,1,NA,0,0,NA,1,0,0,4,2,1,0
"653",653,212,2,1967,8,2,1,9,0,0,0,1,1,97,20000,1,0,5,2,2,2008,2,0,41,2,1,1,1,8,1,NA,0,0,20000,1,0,0,3,3,1,1
"654",654,212,2,1947,9,3,5,1,1,0,0,1,5,9,97,5,2,7,1,3,2008,2,0,61,3,1,1,2,9,0,1,1,NA,NA,5,2,1,4,2,1,0
"655",655,212,2,1958,9,3,1,9,0,1,0,1,5,9,97,1,0,5,1,1,2008,2,0,50,3,1,1,2,9,1,NA,0,0,NA,1,0,0,4,4,1,1
"656",656,212,2,1963,7,2,1,9,0,3,0,1,1,97,10000,1,0,5,1,1,2008,2,0,45,2,1,1,1,7,1,NA,0,0,10000,1,0,0,4,4,1,1
"657",657,212,1,1946,11,3,1,7,0,0,0,1,1,97,9,1,0,5,2,2,2008,2,0,62,3,0,1,2,11,1,0,0,0,NA,1,0,0,3,3,1,1
"658",658,212,1,1969,9,3,5,9,9,9,9,4,5,10000,97,5,2,5,9,9,2008,2,0,39,2,0,0,2,9,0,NA,NA,0,10000,5,2,1,NA,NA,NA,NA
"659",659,212,1,1965,6,2,1,9,0,0,0,1,5,9,97,0,0,7,1,1,2008,2,0,43,2,0,1,1,6,1,NA,0,NA,NA,0,0,0,4,4,1,1
"660",660,212,2,1973,9,3,1,7,0,3,0,1,5,25000,97,1,0,7,1,1,2008,2,0,35,2,1,1,2,9,1,0,0,NA,25000,1,0,0,4,4,1,1
"661",661,212,2,1959,9,3,1,9,0,0,0,1,5,10000,97,1,0,5,2,2,2008,2,0,49,2,1,1,2,9,1,NA,0,0,10000,1,0,0,3,3,1,1
"662",662,212,2,1966,7,3,1,9,0,0,0,1,1,97,9,0,0,5,2,8,2008,2,0,42,2,1,1,2,7,1,NA,0,0,NA,0,0,0,3,NA,1,NA
"663",663,212,1,1953,7,2,1,7,0,0,0,1,1,97,9,1,0,5,1,3,2008,2,0,55,3,0,1,1,7,1,0,0,0,NA,1,0,0,4,2,1,0
"664",664,212,2,1961,2,1,1,1,0,0,0,1,5,4000,97,1,0,5,2,2,2008,2,0,47,2,1,1,0,2,1,1,0,0,4000,1,0,0,3,3,1,1
"665",665,212,1,1966,6,2,1,9,0,0,0,1,1,97,9,1,0,7,1,2,2008,2,0,42,2,0,1,1,6,1,NA,0,NA,NA,1,0,0,4,3,1,1
"666",666,212,1,1950,9,3,1,1,0,3,0,1,1,97,20000,1,0,5,1,4,2008,2,0,58,3,0,1,2,9,1,1,0,0,20000,1,0,0,4,1,1,0
"667",667,212,2,1962,8,3,1,7,0,0,0,1,5,20000,97,5,10,5,2,3,2008,2,0,46,2,1,1,2,8,1,0,0,0,20000,5,10,0,3,2,1,0
"668",668,212,2,1948,6,2,1,1,0,0,0,1,5,9,97,1,0,5,2,3,2008,2,0,60,3,1,1,1,6,1,1,0,0,NA,1,0,0,3,2,1,0
"669",669,212,2,1950,12,5,5,9,0,3,0,1,5,9,97,9,6,5,1,2,2008,2,0,58,3,1,1,3,12,0,NA,0,0,NA,9,6,1,4,3,1,1
"670",670,212,1,1976,12,4,5,7,0,0,0,1,5,9,97,10,1,5,1,2,2008,2,0,32,2,0,1,3,12,0,0,0,0,NA,10,1,1,4,3,1,1
"671",671,212,2,1965,4,1,1,9,0,0,0,1,1,97,3000,1,0,5,1,2,2008,2,0,43,2,1,1,0,4,1,NA,0,0,3000,1,0,0,4,3,1,1
"672",672,212,2,1955,0,1,1,7,0,0,0,1,5,9,97,1,0,5,1,1,2008,2,0,53,3,1,1,0,0,1,0,0,0,NA,1,0,0,4,4,1,1
"673",673,212,2,1970,6,2,1,9,0,0,0,1,1,97,9,1,0,5,1,3,2008,2,0,38,2,1,1,1,6,1,NA,0,0,NA,1,0,0,4,2,1,0
"674",674,212,1,1977,9,3,1,7,1,1,0,1,1,97,9,3,8,1,1,2,2008,2,0,31,2,0,1,2,9,1,0,1,1,NA,3,8,0,4,3,1,1
"675",675,212,1,1966,6,2,1,9,0,0,0,1,1,97,9,1,0,5,1,2,2008,2,0,42,2,0,1,1,6,1,NA,0,0,NA,1,0,0,4,3,1,1
"676",676,212,1,1987,7,2,1,9,0,0,0,5,5,9,97,1,0,7,1,2,2008,2,0,21,1,0,0,1,7,1,NA,0,NA,NA,1,0,0,4,3,1,1
"677",677,212,2,1980,9,3,1,1,0,0,0,1,5,30000,97,0,0,5,2,2,2008,2,0,28,1,1,1,2,9,1,1,0,0,30000,0,0,0,3,3,1,1
"678",678,212,2,1957,5,2,1,9,0,0,0,1,5,10000,97,1,0,5,1,1,2008,2,0,51,3,1,1,1,5,1,NA,0,0,10000,1,0,0,4,4,1,1
"679",679,212,1,1962,6,2,1,9,0,0,0,2,1,97,9,1,0,5,1,2,2008,2,0,46,2,0,0,1,6,1,NA,0,0,NA,1,0,0,4,3,1,1
"680",680,212,2,1963,0,1,1,9,0,0,0,1,1,97,5000,1,0,5,1,4,2008,2,0,45,2,1,1,0,0,1,NA,0,0,5000,1,0,0,4,1,1,0
"681",681,212,1,1946,11,3,1,9,9,3,0,1,1,97,9,1,0,5,1,1,2008,2,0,62,3,0,1,2,11,1,NA,NA,0,NA,1,0,0,4,4,1,1
"682",682,212,1,1948,6,2,1,9,0,0,0,1,1,97,9,1,0,5,2,3,2008,2,0,60,3,0,1,1,6,1,NA,0,0,NA,1,0,0,3,2,1,0
"683",683,212,1,1953,6,2,1,9,0,0,0,1,1,97,9,1,0,5,1,2,2008,2,0,55,3,0,1,1,6,1,NA,0,0,NA,1,0,0,4,3,1,1
"684",684,212,1,1984,9,3,1,9,0,1,0,5,1,97,9,1,0,7,1,3,2008,2,0,24,1,0,0,2,9,1,NA,0,NA,NA,1,0,0,4,2,1,0
"685",685,212,2,1957,99,3,5,9,0,0,0,1,1,97,10000,1,0,1,2,2,2008,2,0,51,3,1,1,2,99,0,NA,0,1,10000,1,0,0,3,3,1,1
"686",686,212,2,1986,9,3,1,9,0,0,0,1,1,97,9,1,0,5,1,2,2008,2,0,22,1,1,1,2,9,1,NA,0,0,NA,1,0,0,4,3,1,1
"687",687,212,2,1960,4,2,1,9,0,0,0,1,1,97,10000,1,0,5,1,2,2008,2,0,48,2,1,1,1,4,1,NA,0,0,10000,1,0,0,4,3,1,1
"688",688,212,1,1969,7,2,1,9,0,0,0,5,1,97,9,1,0,7,2,2,2008,2,0,39,2,0,0,1,7,1,NA,0,NA,NA,1,0,0,3,3,1,1
"689",689,212,1,1941,12,4,5,1,1,1,0,1,5,40000,97,2,2,1,2,8,2008,2,0,67,3,0,1,3,12,0,1,1,1,40000,2,2,1,3,NA,1,NA
"690",690,212,1,1970,7,2,1,9,0,0,0,1,1,97,55000,1,0,5,1,4,2008,2,0,38,2,0,1,1,7,1,NA,0,0,55000,1,0,0,4,1,1,0
"691",691,212,1,1938,6,2,1,9,0,0,0,1,5,1000,97,1,0,5,1,3,2008,2,0,70,4,0,1,1,6,1,NA,0,0,1000,1,0,0,4,2,1,0
