"","id","PSU","gender","a1","a4","a4a","a5","a8","c15_a","c15b","c15_c","k7","k12","k12a","k13","k3","k5","k26b_a","c6a","c6g","year","wave","time","age","corhort","female","marriage","edu","eduyear","hukouRural","race","party","party_parter","incomeFam","job","occ","occR","trust_gover","trust_local","trust_goverR","trust_localR"
"692",692,212,2,1947,6,2,1,9,0,0,0,4,5,800,97,1,0,5,2,2,2008,2,0,61,3,1,0,1,6,1,NA,0,0,800,1,0,0,3,3,1,1
"693",693,212,2,1955,7,3,1,9,0,0,0,1,5,9,97,1,0,5,1,1,2008,2,0,53,3,1,1,2,7,1,NA,0,0,NA,1,0,0,4,4,1,1
"694",694,213,1,1990,9,3,1,1,0,1,0,5,5,12000,97,0,0,7,1,1,2008,2,0,18,1,0,0,2,9,1,1,0,NA,12000,0,0,0,4,4,1,1
"695",695,213,2,1970,0,1,1,1,0,0,0,1,1,97,2000,0,0,5,1,1,2008,2,0,38,2,1,1,0,0,1,1,0,0,2000,0,0,0,4,4,1,1
"696",696,213,1,1986,12,4,1,1,0,0,0,5,5,8,97,10,2,7,2,8,2008,2,0,22,1,0,0,3,12,1,1,0,NA,NA,10,2,1,3,NA,1,NA
"697",697,213,2,1956,0,1,1,1,0,0,0,1,1,97,10000,0,0,5,2,2,2008,2,0,52,3,1,1,0,0,1,1,0,0,10000,0,0,0,3,3,1,1
"698",698,213,2,1965,6,2,1,1,0,0,0,1,5,60000,97,2,8,5,1,1,2008,2,0,43,2,1,1,1,6,1,1,0,0,60000,2,8,0,4,4,1,1
"699",699,213,1,1963,8,3,1,1,0,0,0,1,5,3000,97,0,0,5,1,1,2008,2,0,45,2,0,1,2,8,1,1,0,0,3000,0,0,0,4,4,1,1
"700",700,213,1,1947,5,2,1,1,0,0,0,4,1,97,9,0,0,7,1,1,2008,2,0,61,3,0,0,1,5,1,1,0,NA,NA,0,0,0,4,4,1,1
"701",701,213,1,1985,9,3,1,1,0,0,0,1,5,8,97,5,10,5,1,1,2008,2,0,23,1,0,1,2,9,1,1,0,0,NA,5,10,0,4,4,1,1
"702",702,213,2,1967,6,2,5,9,0,0,0,1,5,20000,97,2,8,5,1,1,2008,2,0,41,2,1,1,1,6,0,NA,0,0,20000,2,8,0,4,4,1,1
"703",703,213,2,1972,6,2,1,1,0,0,0,1,5,9,97,2,8,5,1,8,2008,2,0,36,2,1,1,1,6,1,1,0,0,NA,2,8,0,4,NA,1,NA
"704",704,213,2,1987,15,6,5,9,0,3,0,5,5,8,97,0,0,7,2,2,2008,2,0,21,1,1,0,4,15,0,NA,0,NA,NA,0,0,0,3,3,1,1
"705",705,213,2,1981,15,6,5,1,0,1,0,1,5,9,97,2,10,5,1,2,2008,2,0,27,1,1,1,4,15,0,1,0,0,NA,2,10,0,4,3,1,1
"706",706,213,1,1970,9,3,5,1,0,0,0,1,5,80000,97,3,8,5,2,2,2008,2,0,38,2,0,1,2,9,0,1,0,0,80000,3,8,0,3,3,1,1
"707",707,213,1,1958,9,3,5,1,0,0,0,1,5,30000,97,9,2,5,1,1,2008,2,0,50,3,0,1,2,9,0,1,0,0,30000,9,2,1,4,4,1,1
"708",708,213,2,1975,15,6,5,9,0,3,0,1,5,8,97,5,10,5,2,2,2008,2,0,33,2,1,1,4,15,0,NA,0,0,NA,5,10,0,3,3,1,1
"709",709,213,2,1963,16,6,5,9,0,0,0,1,5,8,97,9,10,5,2,2,2008,2,0,45,2,1,1,4,16,0,NA,0,0,NA,9,10,0,3,3,1,1
"710",710,213,2,1951,5,2,5,9,1,1,1,1,5,34000,97,9,2,1,1,2,2008,2,0,57,3,1,1,1,5,0,NA,1,1,34000,9,2,1,4,3,1,1
"711",711,213,1,1979,10,3,5,1,0,1,0,5,5,9,97,5,77,9,1,1,2008,2,0,29,1,0,0,2,10,0,1,0,NA,NA,5,77,0,4,4,1,1
"712",712,213,1,1952,5,2,5,1,0,0,0,1,5,9,97,5,96,5,1,2,2008,2,0,56,3,0,1,1,5,0,1,0,0,NA,5,96,0,4,3,1,1
"713",713,213,1,1948,6,2,1,1,0,0,0,1,5,8,97,5,77,5,1,1,2008,2,0,60,3,0,1,1,6,1,1,0,0,NA,5,77,0,4,4,1,1
"714",714,213,1,1982,12,6,5,1,0,0,0,1,5,8,97,5,9,5,1,1,2008,2,0,26,1,0,1,4,12,0,1,0,0,NA,5,9,1,4,4,1,1
"715",715,213,1,1983,15,6,5,1,1,3,0,5,5,8,97,10,1,9,1,1,2008,2,0,25,1,0,0,4,15,0,1,1,NA,NA,10,1,1,4,4,1,1
"716",716,213,2,1973,12,4,5,9,0,0,0,1,5,8,97,3,8,7,1,1,2008,2,0,35,2,1,1,3,12,0,NA,0,NA,NA,3,8,0,4,4,1,1
"717",717,213,2,1988,13,6,5,9,0,1,0,5,5,8,97,0,0,5,2,8,2008,2,0,20,1,1,0,4,13,0,NA,0,0,NA,0,0,0,3,NA,1,NA
"718",718,213,2,1944,6,2,5,1,1,3,0,1,5,25000,97,5,6,1,1,1,2008,2,0,64,3,1,1,1,6,0,1,1,1,25000,5,6,1,4,4,1,1
"719",719,213,2,1963,16,7,5,1,0,3,0,1,5,8,97,5,2,1,1,2,2008,2,0,45,2,1,1,4,16,0,1,0,1,NA,5,2,1,4,3,1,1
"720",720,213,2,1986,12,7,5,1,0,0,0,1,5,8,97,5,2,7,1,2,2008,2,0,22,1,1,1,4,12,0,1,0,NA,NA,5,2,1,4,3,1,1
"721",721,213,1,1970,12,5,5,1,0,0,0,5,5,8,97,5,6,7,1,1,2008,2,0,38,2,0,0,3,12,0,1,0,NA,NA,5,6,1,4,4,1,1
"722",722,213,1,1980,12,5,5,1,0,0,0,1,5,9,97,5,2,5,1,1,2008,2,0,28,1,0,1,3,12,0,1,0,0,NA,5,2,1,4,4,1,1
"723",723,213,1,1982,16,7,5,1,0,1,0,1,5,30000,97,7,2,1,1,2,2008,2,0,26,1,0,1,4,16,0,1,0,1,30000,7,2,1,4,3,1,1
"724",724,213,1,1955,9,3,5,9,1,1,0,1,5,2000,97,3,99,5,1,2,2008,2,0,53,3,0,1,2,9,0,NA,1,0,2000,3,99,0,4,3,1,1
"725",725,213,2,1960,9,3,5,1,0,3,0,1,5,9,97,5,2,5,1,2,2008,2,0,48,2,1,1,2,9,0,1,0,0,NA,5,2,1,4,3,1,1
"726",726,213,2,1954,6,3,5,9,9,3,0,1,5,10000,97,2,9,5,1,1,2008,2,0,54,3,1,1,2,6,0,NA,NA,0,10000,2,9,1,4,4,1,1
"727",727,213,1,1975,15,7,5,1,0,3,0,1,5,8,97,5,2,5,1,1,2008,2,0,33,2,0,1,4,15,0,1,0,0,NA,5,2,1,4,4,1,1
"728",728,213,2,1942,0,1,5,1,0,0,0,1,5,12000,97,2,2,5,2,2,2008,2,0,66,3,1,1,0,0,0,1,0,0,12000,2,2,1,3,3,1,1
"729",729,213,2,1968,9,3,5,1,0,0,0,1,5,8,97,5,8,5,1,1,2008,2,0,40,2,1,1,2,9,0,1,0,0,NA,5,8,0,4,4,1,1
"730",730,213,2,1944,2,1,5,1,1,3,0,1,5,8,97,5,2,5,1,2,2008,2,0,64,3,1,1,0,2,0,1,1,0,NA,5,2,1,4,3,1,1
"731",731,213,1,1941,6,2,5,1,1,0,0,1,5,9,97,5,2,5,1,2,2008,2,0,67,3,0,1,1,6,0,1,1,0,NA,5,2,1,4,3,1,1
"732",732,213,1,1946,12,4,5,1,1,3,0,1,5,9,97,7,2,5,1,1,2008,2,0,62,3,0,1,3,12,0,1,1,0,NA,7,2,1,4,4,1,1
"733",733,213,2,1946,12,3,5,9,1,3,9,1,5,8,97,6,2,1,1,1,2008,2,0,62,3,1,1,2,12,0,NA,1,1,NA,6,2,1,4,4,1,1
"734",734,213,1,1938,15,7,5,9,1,3,0,1,5,8,97,77,6,9,1,2,2008,2,0,70,4,0,1,4,15,0,NA,1,NA,NA,77,6,1,4,3,1,1
"735",735,213,2,1962,2,2,1,1,0,0,0,2,1,97,8,77,77,5,1,3,2008,2,0,46,2,1,0,1,2,1,1,0,0,NA,77,77,NA,4,2,1,0
"736",736,213,2,1956,9,3,1,9,0,0,0,1,1,97,8,0,0,5,2,2,2008,2,0,52,3,1,1,2,9,1,NA,0,0,NA,0,0,0,3,3,1,1
"737",737,213,2,1986,9,3,1,1,0,0,0,5,1,97,8,0,0,5,3,3,2008,2,0,22,1,1,0,2,9,1,1,0,0,NA,0,0,0,2,2,0,0
"738",738,213,2,1962,99,3,1,1,0,0,0,1,1,97,8,0,0,5,8,8,2008,2,0,46,2,1,1,2,99,1,1,0,0,NA,0,0,0,NA,NA,NA,NA
"739",739,213,2,1962,3,2,1,1,0,0,0,1,5,8,97,1,0,5,2,2,2008,2,0,46,2,1,1,1,3,1,1,0,0,NA,1,0,0,3,3,1,1
"740",740,213,1,1955,9,3,1,9,0,0,0,1,1,97,8,77,10,5,2,2,2008,2,0,53,3,0,1,2,9,1,NA,0,0,NA,77,10,0,3,3,1,1
"741",741,213,2,1949,6,2,1,9,0,0,0,1,1,97,3000,0,0,5,1,2,2008,2,0,59,3,1,1,1,6,1,NA,0,0,3000,0,0,0,4,3,1,1
"742",742,213,2,1955,0,1,1,1,0,0,0,1,5,4000,97,0,0,5,1,2,2008,2,0,53,3,1,1,0,0,1,1,0,0,4000,0,0,0,4,3,1,1
"743",743,213,1,1980,10,5,5,1,0,1,0,5,5,20000,97,2,10,7,1,1,2008,2,0,28,1,0,0,3,10,0,1,0,NA,20000,2,10,0,4,4,1,1
"744",744,213,2,1947,0,1,1,1,0,0,0,4,1,97,8,0,0,5,1,2,2008,2,0,61,3,1,0,0,0,1,1,0,0,NA,0,0,0,4,3,1,1
"745",745,213,2,1964,5,2,5,1,0,0,0,1,5,9,97,99,99,5,1,1,2008,2,0,44,2,1,1,1,5,0,1,0,0,NA,99,99,NA,4,4,1,1
"746",746,213,2,1989,12,4,5,1,0,0,0,5,5,9,97,0,0,7,1,1,2008,2,0,19,1,1,0,3,12,0,1,0,NA,NA,0,0,0,4,4,1,1
"747",747,213,2,1948,6,2,5,1,0,3,0,1,5,18000,97,5,2,5,1,1,2008,2,0,60,3,1,1,1,6,0,1,0,0,18000,5,2,1,4,4,1,1
"748",748,213,2,1982,16,7,5,1,0,1,0,1,5,9,97,7,1,1,1,1,2008,2,0,26,1,1,1,4,16,0,1,0,1,NA,7,1,1,4,4,1,1
"749",749,214,1,1948,6,2,1,1,0,0,0,5,5,1200,97,0,0,5,2,2,2008,2,0,60,3,0,0,1,6,1,1,0,0,1200,0,0,0,3,3,1,1
"750",750,214,2,1974,9,3,1,1,0,0,0,1,5,10000,97,1,0,5,2,2,2008,2,0,34,2,1,1,2,9,1,1,0,0,10000,1,0,0,3,3,1,1
"751",751,214,2,1965,8,3,1,1,0,0,0,1,1,97,30000,1,0,5,2,2,2008,2,0,43,2,1,1,2,8,1,1,0,0,30000,1,0,0,3,3,1,1
"752",752,214,1,1963,99,3,1,9,0,0,0,1,1,97,5000,0,0,5,2,2,2008,2,0,45,2,0,1,2,99,1,NA,0,0,5000,0,0,0,3,3,1,1
"753",753,214,1,1960,6,3,1,9,0,0,0,1,5,9,97,1,0,5,1,1,2008,2,0,48,2,0,1,2,6,1,NA,0,0,NA,1,0,0,4,4,1,1
"754",754,214,2,1942,6,2,1,1,0,0,0,1,5,9,97,1,0,5,1,2,2008,2,0,66,3,1,1,1,6,1,1,0,0,NA,1,0,0,4,3,1,1
"755",755,214,2,1958,6,2,1,1,0,0,0,1,1,97,9,1,0,5,1,2,2008,2,0,50,3,1,1,1,6,1,1,0,0,NA,1,0,0,4,3,1,1
"756",756,214,2,1949,6,2,1,1,0,0,0,1,1,97,9,1,0,5,1,2,2008,2,0,59,3,1,1,1,6,1,1,0,0,NA,1,0,0,4,3,1,1
"757",757,214,1,1973,99,3,1,9,1,3,0,1,1,97,10000,1,0,5,1,1,2008,2,0,35,2,0,1,2,99,1,NA,1,0,10000,1,0,0,4,4,1,1
"758",758,214,2,1978,12,4,1,1,0,0,0,1,1,97,20000,1,0,5,2,2,2008,2,0,30,2,1,1,3,12,1,1,0,0,20000,1,0,0,3,3,1,1
"759",759,214,2,1972,6,2,1,1,0,0,0,1,1,97,9,1,0,5,1,2,2008,2,0,36,2,1,1,1,6,1,1,0,0,NA,1,0,0,4,3,1,1
"760",760,214,1,1958,6,2,1,1,0,0,0,1,1,97,3000,1,0,5,1,2,2008,2,0,50,3,0,1,1,6,1,1,0,0,3000,1,0,0,4,3,1,1
"761",761,214,1,1975,6,2,1,1,0,0,0,1,1,97,4000,1,0,5,1,2,2008,2,0,33,2,0,1,1,6,1,1,0,0,4000,1,0,0,4,3,1,1
"762",762,214,1,1965,6,2,1,1,0,0,0,1,1,97,4000,1,0,5,1,2,2008,2,0,43,2,0,1,1,6,1,1,0,0,4000,1,0,0,4,3,1,1
"763",763,214,2,1940,0,1,1,1,0,0,0,1,1,97,2000,0,0,5,1,2,2008,2,0,68,3,1,1,0,0,1,1,0,0,2000,0,0,0,4,3,1,1
"764",764,214,1,1952,3,1,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,56,3,0,1,0,3,1,1,0,0,10000,1,0,0,4,4,1,1
"765",765,214,2,1987,10,4,1,1,0,0,0,5,5,9,97,1,0,5,1,1,2008,2,0,21,1,1,0,3,10,1,1,0,0,NA,1,0,0,4,4,1,1
"766",766,214,2,1948,9,3,1,1,1,1,0,1,5,12000,97,1,0,5,1,1,2008,2,0,60,3,1,1,2,9,1,1,1,0,12000,1,0,0,4,4,1,1
"767",767,214,2,1988,9,3,1,1,0,0,0,1,5,9,97,1,0,5,1,1,2008,2,0,20,1,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"768",768,214,1,1970,9,3,1,1,0,0,0,1,1,97,5000,1,0,5,2,2,2008,2,0,38,2,0,1,2,9,1,1,0,0,5000,1,0,0,3,3,1,1
"769",769,214,1,1961,9,3,1,9,0,0,0,1,1,97,30000,1,0,5,2,2,2008,2,0,47,2,0,1,2,9,1,NA,0,0,30000,1,0,0,3,3,1,1
"770",770,214,1,1963,4,2,1,1,0,0,0,1,1,97,13000,1,0,5,1,2,2008,2,0,45,2,0,1,1,4,1,1,0,0,13000,1,0,0,4,3,1,1
"771",771,214,1,1954,9,3,1,1,0,0,0,1,1,97,20000,1,0,5,1,1,2008,2,0,54,3,0,1,2,9,1,1,0,0,20000,1,0,0,4,4,1,1
"772",772,214,2,1944,6,2,5,1,0,0,0,1,5,3000,97,0,0,5,1,2,2008,2,0,64,3,1,1,1,6,0,1,0,0,3000,0,0,0,4,3,1,1
"773",773,214,2,1957,2,2,1,1,0,0,0,1,1,97,8000,1,0,5,1,3,2008,2,0,51,3,1,1,1,2,1,1,0,0,8000,1,0,0,4,2,1,0
"774",774,214,1,1972,9,3,1,1,0,0,0,1,5,30000,97,3,8,5,1,2,2008,2,0,36,2,0,1,2,9,1,1,0,0,30000,3,8,0,4,3,1,1
"775",775,214,1,1978,9,3,5,1,0,0,0,1,5,15000,97,5,8,5,1,2,2008,2,0,30,2,0,1,2,9,0,1,0,0,15000,5,8,0,4,3,1,1
"776",776,214,1,1946,6,2,1,1,0,0,0,1,1,97,30000,1,0,5,1,1,2008,2,0,62,3,0,1,1,6,1,1,0,0,30000,1,0,0,4,4,1,1
"777",777,214,1,1950,6,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,58,3,0,1,1,6,1,1,0,0,10000,1,0,0,4,4,1,1
"778",778,214,2,1972,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,36,2,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"779",779,214,2,1955,3,2,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,53,3,1,1,1,3,1,1,0,0,NA,1,0,0,4,4,1,1
"780",780,214,2,1976,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,32,2,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"781",781,214,2,1961,6,2,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,47,2,1,1,1,6,1,1,0,0,NA,1,0,0,4,4,1,1
"782",782,214,1,1956,6,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,52,3,0,1,1,6,1,1,0,0,10000,1,0,0,4,4,1,1
"783",783,214,1,1969,9,3,1,1,0,0,0,1,1,97,6700,1,0,5,2,2,2008,2,0,39,2,0,1,2,9,1,1,0,0,6700,1,0,0,3,3,1,1
"784",784,214,1,1964,6,2,1,1,0,0,0,1,1,97,7800,1,0,5,1,2,2008,2,0,44,2,0,1,1,6,1,1,0,0,7800,1,0,0,4,3,1,1
"785",785,214,1,1972,9,3,1,1,0,0,0,1,1,97,8,1,0,5,1,2,2008,2,0,36,2,0,1,2,9,1,1,0,0,NA,1,0,0,4,3,1,1
"786",786,214,2,1965,8,3,1,1,0,0,0,1,1,97,8,1,0,5,2,2,2008,2,0,43,2,1,1,2,8,1,1,0,0,NA,1,0,0,3,3,1,1
"787",787,214,2,1964,6,2,1,1,0,0,0,1,1,97,7500,1,0,5,1,2,2008,2,0,44,2,1,1,1,6,1,1,0,0,7500,1,0,0,4,3,1,1
"788",788,214,2,1978,6,2,1,1,0,0,0,1,1,97,3500,1,0,5,1,1,2008,2,0,30,2,1,1,1,6,1,1,0,0,3500,1,0,0,4,4,1,1
"789",789,214,2,1968,6,2,1,1,0,0,0,1,1,97,5000,1,0,5,1,1,2008,2,0,40,2,1,1,1,6,1,1,0,0,5000,1,0,0,4,4,1,1
"790",790,214,2,1955,6,2,1,1,0,0,0,1,1,97,3000,1,0,5,1,2,2008,2,0,53,3,1,1,1,6,1,1,0,0,3000,1,0,0,4,3,1,1
"791",791,214,2,1957,16,7,5,1,0,0,0,1,5,9,97,10,2,1,1,1,2008,2,0,51,3,1,1,4,16,0,1,0,1,NA,10,2,1,4,4,1,1
"792",792,214,1,1966,6,2,1,1,0,0,0,1,1,97,4500,1,0,5,1,1,2008,2,0,42,2,0,1,1,6,1,1,0,0,4500,1,0,0,4,4,1,1
"793",793,214,1,1968,6,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,40,2,0,1,2,6,1,1,0,0,NA,1,0,0,4,4,1,1
"794",794,214,1,1968,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,40,2,0,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"795",795,214,1,1984,9,3,1,1,0,0,0,5,1,97,9,1,0,5,1,1,2008,2,0,24,1,0,0,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"796",796,214,2,1950,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,58,3,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"797",797,214,2,1958,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,50,3,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"798",798,214,2,1987,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,21,1,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"799",799,214,1,1951,6,2,1,1,0,0,0,1,1,97,3000,1,0,5,1,1,2008,2,0,57,3,0,1,1,6,1,1,0,0,3000,1,0,0,4,4,1,1
"800",800,214,1,1963,9,3,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,45,2,0,1,2,9,1,1,0,0,10000,1,0,0,4,4,1,1
"801",801,214,1,1977,5,2,1,1,0,0,0,5,1,97,20000,1,0,7,1,1,2008,2,0,31,2,0,0,1,5,1,1,0,NA,20000,1,0,0,4,4,1,1
"802",802,214,1,1941,9,3,1,9,0,0,0,1,1,97,8000,1,0,5,1,1,2008,2,0,67,3,0,1,2,9,1,NA,0,0,8000,1,0,0,4,4,1,1
"803",803,214,2,1945,6,2,1,1,1,1,0,1,1,97,10000,1,0,5,1,1,2008,2,0,63,3,1,1,1,6,1,1,1,0,10000,1,0,0,4,4,1,1
"804",804,214,2,1965,6,2,1,1,0,0,0,1,1,97,10000,1,0,5,1,1,2008,2,0,43,2,1,1,1,6,1,1,0,0,10000,1,0,0,4,4,1,1
"805",805,221,1,1974,9,3,5,1,0,3,0,1,5,15000,97,5,2,5,2,3,2008,2,0,34,2,0,1,2,9,0,1,0,0,15000,5,2,1,3,2,1,0
"806",806,221,2,1964,9,3,5,1,0,0,0,1,5,8,97,77,6,5,1,2,2008,2,0,44,2,1,1,2,9,0,1,0,0,NA,77,6,1,4,3,1,1
"807",807,221,1,1982,16,7,5,1,0,3,0,1,5,70000,97,5,2,5,1,1,2008,2,0,26,1,0,1,4,16,0,1,0,0,70000,5,2,1,4,4,1,1
"808",808,221,1,1969,6,2,5,1,0,0,0,1,5,9,97,0,0,5,1,2,2008,2,0,39,2,0,1,1,6,0,1,0,0,NA,0,0,0,4,3,1,1
"809",809,221,1,1945,9,3,5,1,1,3,0,1,5,16000,97,5,2,5,1,3,2008,2,0,63,3,0,1,2,9,0,1,1,0,16000,5,2,1,4,2,1,0
"810",810,221,2,1980,20,6,1,1,0,1,0,1,5,8,97,2,4,5,2,2,2008,2,0,28,1,1,1,4,20,1,1,0,0,NA,2,4,0,3,3,1,1
"811",811,221,2,1970,9,3,1,7,0,3,0,1,5,10000,97,2,2,5,1,1,2008,2,0,38,2,1,1,2,9,1,0,0,0,10000,2,2,1,4,4,1,1
"812",812,221,1,1983,16,6,5,1,0,1,0,5,5,8,97,2,5,7,2,2,2008,2,0,25,1,0,0,4,16,0,1,0,NA,NA,2,5,0,3,3,1,1
"813",813,221,2,1948,12,5,5,1,0,3,0,1,5,20000,97,6,2,5,1,3,2008,2,0,60,3,1,1,3,12,0,1,0,0,20000,6,2,1,4,2,1,0
"814",814,221,2,1989,10,3,1,1,0,0,0,5,5,8,97,3,8,7,2,1,2008,2,0,19,1,1,0,2,10,1,1,0,NA,NA,3,8,0,3,4,1,1
"815",815,221,2,1959,10,3,5,1,0,3,0,1,5,10000,97,0,0,1,2,2,2008,2,0,49,2,1,1,2,10,0,1,0,1,10000,0,0,0,3,3,1,1
"816",816,221,2,1949,12,6,5,1,1,1,9,1,5,8,97,9,6,5,1,1,2008,2,0,59,3,1,1,4,12,0,1,1,0,NA,9,6,1,4,4,1,1
"817",817,221,2,1942,9,3,5,1,1,1,0,1,5,20000,97,10,2,1,1,2,2008,2,0,66,3,1,1,2,9,0,1,1,1,20000,10,2,1,4,3,1,1
"818",818,221,1,1972,5,1,5,1,0,0,0,1,5,8,97,0,0,5,8,8,2008,2,0,36,2,0,1,0,5,0,1,0,0,NA,0,0,0,NA,NA,NA,NA
"819",819,221,1,1990,12,3,5,1,0,1,0,5,5,9,97,0,0,7,2,2,2008,2,0,18,1,0,0,2,12,0,1,0,NA,NA,0,0,0,3,3,1,1
"820",820,221,2,1988,12,4,5,1,0,1,0,5,5,9,97,2,3,7,3,2,2008,2,0,20,1,1,0,3,12,0,1,0,NA,NA,2,3,1,2,3,0,1
"821",821,221,1,1972,11,4,5,1,0,3,0,1,5,8,97,5,2,1,1,2,2008,2,0,36,2,0,1,3,11,0,1,0,1,NA,5,2,1,4,3,1,1
"822",822,221,1,1941,6,2,5,1,0,0,0,1,5,9,97,7,9,5,1,2,2008,2,0,67,3,0,1,1,6,0,1,0,0,NA,7,9,1,4,3,1,1
"823",823,221,1,1976,12,5,5,1,0,3,0,1,5,8,97,0,0,5,3,3,2008,2,0,32,2,0,1,3,12,0,1,0,0,NA,0,0,0,2,2,0,0
"824",824,221,1,1968,14,6,5,1,1,3,0,1,5,30000,97,7,10,5,1,1,2008,2,0,40,2,0,1,4,14,0,1,1,0,30000,7,10,0,4,4,1,1
"825",825,221,1,1962,7,3,1,1,0,3,0,1,1,97,8,1,0,5,1,2,2008,2,0,46,2,0,1,2,7,1,1,0,0,NA,1,0,0,4,3,1,1
"826",826,221,2,1970,6,2,1,1,0,0,9,1,5,8,97,1,0,1,1,2,2008,2,0,38,2,1,1,1,6,1,1,0,1,NA,1,0,0,4,3,1,1
"827",827,221,2,1988,9,3,1,1,0,0,0,1,1,97,8,2,10,5,2,2,2008,2,0,20,1,1,1,2,9,1,1,0,0,NA,2,10,0,3,3,1,1
"828",828,221,2,1953,2,1,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,55,3,1,1,0,2,1,1,0,0,NA,1,0,0,4,4,1,1
"829",829,221,2,1972,4,1,1,1,0,0,0,1,1,97,8,1,0,5,1,1,2008,2,0,36,2,1,1,0,4,1,1,0,0,NA,1,0,0,4,4,1,1
"830",830,221,1,1973,6,1,1,1,0,0,0,1,1,97,8,1,0,5,8,8,2008,2,0,35,2,0,1,0,6,1,1,0,0,NA,1,0,0,NA,NA,NA,NA
"831",831,221,2,1973,9,3,1,1,0,0,0,1,1,97,9,1,0,5,1,1,2008,2,0,35,2,1,1,2,9,1,1,0,0,NA,1,0,0,4,4,1,1
"832",832,221,1,1965,5,1,1,1,0,0,0,1,1,97,9,1,0,5,4,4,2008,2,0,43,2,0,1,0,5,1,1,0,0,NA,1,0,0,1,1,0,0
"833",833,221,1,1962,6,2,1,1,1,0,0,1,1,97,20000,1,0,5,1,2,2008,2,0,46,2,0,1,1,6,1,1,1,0,20000,1,0,0,4,3,1,1
"834",834,221,1,1988,6,2,1,1,0,0,0,5,1,97,8,0,0,7,2,2,2008,2,0,20,1,0,0,1,6,1,1,0,NA,NA,0,0,0,3,3,1,1
"835",835,221,2,1956,2,1,1,1,0,0,0,1,5,8,97,3,8,5,1,2,2008,2,0,52,3,1,1,0,2,1,1,0,0,NA,3,8,0,4,3,1,1
"836",836,221,2,1948,2,1,1,1,0,0,0,1,1,97,1000,1,0,5,1,8,2008,2,0,60,3,1,1,0,2,1,1,0,0,1000,1,0,0,4,NA,1,NA
"837",837,221,2,1946,5,1,1,1,0,0,0,1,1,97,8,6,1,9,8,2,2008,2,0,62,3,1,1,0,5,1,1,0,NA,NA,6,1,1,NA,3,NA,1
"838",838,221,2,1986,99,2,1,1,0,0,0,5,1,97,8,1,0,5,2,8,2008,2,0,22,1,1,0,1,99,1,1,0,0,NA,1,0,0,3,NA,1,NA
"839",839,221,2,1967,99,1,1,1,0,3,0,1,1,97,30000,1,0,5,2,8,2008,2,0,41,2,1,1,0,99,1,1,0,0,30000,1,0,0,3,NA,1,NA
"840",840,221,1,1987,7,2,1,1,0,0,0,5,1,97,8,5,8,7,1,1,2008,2,0,21,1,0,0,1,7,1,1,0,NA,NA,5,8,0,4,4,1,1
"841",841,221,2,1989,7,2,1,1,0,0,0,5,1,97,9,3,8,7,1,1,2008,2,0,19,1,1,0,1,7,1,1,0,NA,NA,3,8,0,4,4,1,1
"842",842,221,1,1969,5,2,1,1,0,0,0,1,1,97,8,1,0,5,1,2,2008,2,0,39,2,0,1,1,5,1,1,0,0,NA,1,0,0,4,3,1,1
"843",843,221,1,1938,5,1,1,1,0,0,0,1,1,97,9,1,0,5,1,9,2008,2,0,70,4,0,1,0,5,1,1,0,0,NA,1,0,0,4,NA,1,NA
"844",844,221,1,1957,12,4,1,1,0,3,0,1,1,97,8,1,0,5,1,1,2008,2,0,51,3,0,1,3,12,1,1,0,0,NA,1,0,0,4,4,1,1
"845",845,221,2,1947,0,1,1,1,0,0,0,1,1,97,8,0,0,5,8,1,2008,2,0,61,3,1,1,0,0,1,1,0,0,NA,0,0,0,NA,4,NA,1
"846",846,221,2,1964,2,1,1,1,0,0,0,1,1,97,8,1,0,5,1,2,2008,2,0,44,2,1,1,0,2,1,1,0,0,NA,1,0,0,4,3,1,1
